"dgp","n","arm","trait","metric","n_seeds","mean","mcse","coverage","coverage_mcse"
"bm_mixed",100,"bace","c4","zRMSE",20,0.295619133106031,0.0254245133782049,NA,NA
"ou_mixed",100,"bace","c4","zRMSE",20,0.440431779987721,0.0300145299013134,NA,NA
"bm_mixed",300,"bace","c4","zRMSE",20,0.187591634281825,0.0178657245183041,NA,NA
"ou_mixed",300,"bace","c4","zRMSE",20,0.222130476038018,0.0167783785757784,NA,NA
"bm_mixed",1000,"bace","c4","zRMSE",20,0.107897963737044,0.00770715907678115,NA,NA
"ou_mixed",1000,"bace","c4","zRMSE",20,0.155085842914922,0.00773217325536906,NA,NA
"bm_mixed",100,"floor","c4","zRMSE",20,1.01300435099282,0.0335984967521364,NA,NA
"ou_mixed",100,"floor","c4","zRMSE",20,0.988617856657245,0.0187888992405679,NA,NA
"bm_mixed",300,"floor","c4","zRMSE",20,1.00647687724172,0.0169626300894366,NA,NA
"ou_mixed",300,"floor","c4","zRMSE",20,0.983837877921042,0.0201757563025907,NA,NA
"bm_mixed",1000,"floor","c4","zRMSE",20,1.00151292305005,0.00765340780755517,NA,NA
"ou_mixed",1000,"floor","c4","zRMSE",20,1.01832415145053,0.00895157797417085,NA,NA
"bm_mixed",100,"gnn_off","c4","zRMSE",20,0.291226790470674,0.0429070268022199,0.9,0.023195079131282
"ou_mixed",100,"gnn_off","c4","zRMSE",20,0.430800742983292,0.0416307911294929,0.893333333333333,0.0271017144102842
"bm_mixed",300,"gnn_off","c4","zRMSE",20,0.161198095516665,0.0176617984094912,0.973888888888889,0.0100768650817873
"ou_mixed",300,"gnn_off","c4","zRMSE",20,0.194600800553765,0.0146953361050335,0.972222222222222,0.00549676495324905
"bm_mixed",1000,"gnn_off","c4","zRMSE",20,0.0943467427058528,0.00708200043968578,0.969333333333333,0.00397800972893591
"ou_mixed",1000,"gnn_off","c4","zRMSE",20,0.139036313410912,0.00645866630210604,0.958,0.00491685250912524
"bm_mixed",100,"gnn_off_pure","c4","zRMSE",20,0.249253730929287,0.022481348428122,0.91,0.0241946299198616
"ou_mixed",100,"gnn_off_pure","c4","zRMSE",20,0.400543234471988,0.0343807183040696,0.901666666666667,0.0270882249293777
"bm_mixed",300,"gnn_off_pure","c4","zRMSE",20,0.161198095516665,0.0176617984094912,0.973888888888889,0.0100768650817873
"ou_mixed",300,"gnn_off_pure","c4","zRMSE",20,0.193714384718855,0.014806462074884,0.972222222222222,0.00549676495324905
"bm_mixed",1000,"gnn_off_pure","c4","zRMSE",20,0.0943467427058528,0.00708200043968578,0.969333333333333,0.00397800972893591
"ou_mixed",1000,"gnn_off_pure","c4","zRMSE",20,0.136897864935403,0.00643121099459924,0.96,0.00468916880625631
"bm_mixed",100,"gnn_on","c4","zRMSE",20,0.321729756751157,0.0421778521354653,0.858333333333333,0.0320703721825897
"ou_mixed",100,"gnn_on","c4","zRMSE",20,0.465045929134536,0.0351962395160184,0.886666666666667,0.0279305739121903
"bm_mixed",300,"gnn_on","c4","zRMSE",20,0.186490731601566,0.0219744148093793,0.965,0.0127523265468962
"ou_mixed",300,"gnn_on","c4","zRMSE",20,0.238275953122149,0.0221101370918243,0.965555555555556,0.00569417700127923
"bm_mixed",1000,"gnn_on","c4","zRMSE",20,0.10555485476528,0.00781273240805304,0.958666666666667,0.00421914322945349
"ou_mixed",1000,"gnn_on","c4","zRMSE",20,0.156041475950205,0.00764578076319988,0.944833333333333,0.0059700764539072
"bm_mixed",100,"gnn_on_full","c4","zRMSE",20,0.293717299518161,0.0427929974567853,0.873333333333333,0.0296766196590172
"ou_mixed",100,"gnn_on_full","c4","zRMSE",20,0.406065287909025,0.0338574449878159,0.896666666666667,0.029508646765281
"bm_mixed",300,"gnn_on_full","c4","zRMSE",20,0.160988430386351,0.017616760823322,0.973333333333333,0.0100162311419914
"ou_mixed",300,"gnn_on_full","c4","zRMSE",20,0.19780299835807,0.0141837496444929,0.971666666666667,0.00543584474182072
"bm_mixed",1000,"gnn_on_full","c4","zRMSE",20,0.0943467420835068,0.00708200040543618,0.969333333333333,0.00397800972893591
"ou_mixed",1000,"gnn_on_full","c4","zRMSE",20,0.138436668890345,0.00653223669040511,0.958666666666667,0.00496419931648611
"bm_mixed",100,"rphylopars","c4","zRMSE",20,0.250075699210269,0.0217164149861682,NA,NA
"ou_mixed",100,"rphylopars","c4","zRMSE",20,0.402204830105699,0.0296379057932016,NA,NA
"bm_mixed",300,"rphylopars","c4","zRMSE",20,0.163571102958149,0.018090567036323,NA,NA
"ou_mixed",300,"rphylopars","c4","zRMSE",20,0.19404080029613,0.0148580994856251,NA,NA
"bm_mixed",1000,"rphylopars","c4","zRMSE",20,0.0944552054381118,0.00700287692221091,NA,NA
"ou_mixed",1000,"rphylopars","c4","zRMSE",20,0.137481418115717,0.00647428433001003,NA,NA
"avonet",300,"bace","Mass","zRMSE",20,1.06906890504724,0.165374994963893,NA,NA
"avonet",300,"floor","Mass","zRMSE",20,1.38350459890226,0.220896062272763,NA,NA
"avonet",300,"gnn_off","Mass","zRMSE",20,1.33724896767363,0.228345016116049,0.958333333333333,0.00946506177539037
"avonet",300,"gnn_off_pure","Mass","zRMSE",20,1.3369936281026,0.22827124496797,0.958888888888889,0.00947278170562191
"avonet",300,"gnn_on","Mass","zRMSE",20,1.29082289221027,0.220494910504429,0.945555555555556,0.0104449421307329
"avonet",300,"gnn_on_full","Mass","zRMSE",20,1.2491734821734,0.217574107091866,0.96,0.00869675389240763
"avonet",300,"rphylopars","Mass","zRMSE",20,0.953356342987372,0.155719986870059,NA,NA
"avonet",300,"bace","Tarsus.Length","zRMSE",20,0.446299231217682,0.0337005061730282,NA,NA
"avonet",300,"floor","Tarsus.Length","zRMSE",20,0.86573742451949,0.0636324576564538,NA,NA
"avonet",300,"gnn_off","Tarsus.Length","zRMSE",20,0.585326590477287,0.062899176818997,0.983888888888889,0.00382147075436222
"avonet",300,"gnn_off_pure","Tarsus.Length","zRMSE",20,0.585326590477287,0.062899176818997,0.983888888888889,0.00382147075436222
"avonet",300,"gnn_on","Tarsus.Length","zRMSE",20,0.600282734125011,0.0591951958590033,0.97,0.00674900421023425
"avonet",300,"gnn_on_full","Tarsus.Length","zRMSE",20,0.534831740360194,0.0551150422371007,0.977222222222222,0.00506456045275374
"avonet",300,"rphylopars","Tarsus.Length","zRMSE",20,0.368094011853622,0.0364966949457418,NA,NA
"avonet",300,"bace","Wing.Length","zRMSE",20,0.475580253408784,0.0424633002085332,NA,NA
"avonet",300,"floor","Wing.Length","zRMSE",20,1.02198510826302,0.044621162305376,NA,NA
"avonet",300,"gnn_off","Wing.Length","zRMSE",20,0.715534562188801,0.0428549718190837,0.962777777777778,0.00819178021909125
"avonet",300,"gnn_off_pure","Wing.Length","zRMSE",20,0.714947025263376,0.0426734300087999,0.963333333333333,0.00814504637045536
"avonet",300,"gnn_on","Wing.Length","zRMSE",20,0.633257274973727,0.0387568363151289,0.947777777777778,0.0140337474993636
"avonet",300,"gnn_on_full","Wing.Length","zRMSE",20,0.577285593042307,0.0368344523416064,0.963888888888889,0.00976910167970065
"avonet",300,"rphylopars","Wing.Length","zRMSE",20,0.469043101764615,0.0390218186831048,NA,NA
"bace_dgp",100,"bace","x1","zRMSE",20,1.08161326419181,0.0418511022934169,NA,NA
"bace_dgp",300,"bace","x1","zRMSE",20,1.02700747240207,0.0168688923103129,NA,NA
"bace_dgp",1000,"bace","x1","zRMSE",20,1.0248286745537,0.0113680224825876,NA,NA
"bace_dgp",100,"floor","x1","zRMSE",20,0.995178139054369,0.0426638230371233,NA,NA
"bace_dgp",300,"floor","x1","zRMSE",20,1.02558131976318,0.0205395374276248,NA,NA
"bace_dgp",1000,"floor","x1","zRMSE",20,0.997719040417241,0.009716039786956,NA,NA
"bace_dgp",100,"gnn_off","x1","zRMSE",20,1.02673477834221,0.0397984651732712,0.876666666666667,0.025603819159562
"bace_dgp",300,"gnn_off","x1","zRMSE",20,1.01349280650529,0.0201850900053536,0.952222222222222,0.0112303542998342
"bace_dgp",1000,"gnn_off","x1","zRMSE",20,0.979047853152267,0.0115951809289111,0.944,0.00777084068246678
"bace_dgp",100,"gnn_off_pure","x1","zRMSE",20,1.03819041324338,0.0407658643960195,0.908333333333333,0.0241674228556828
"bace_dgp",300,"gnn_off_pure","x1","zRMSE",20,1.07612183467775,0.0200519069550931,0.951666666666667,0.0135909565544511
"bace_dgp",1000,"gnn_off_pure","x1","zRMSE",20,1.08306950565397,0.0127050277177779,0.955166666666667,0.0046671365678208
"bace_dgp",100,"gnn_on","x1","zRMSE",20,1.02065186750407,0.0393376122748304,0.87,0.0274554397085649
"bace_dgp",300,"gnn_on","x1","zRMSE",20,1.00801761851036,0.0199679820215216,0.951666666666667,0.0125209376303175
"bace_dgp",1000,"gnn_on","x1","zRMSE",20,0.992507605258182,0.0118602537114467,0.945333333333333,0.00650865370867242
"bace_dgp",100,"gnn_on_full","x1","zRMSE",20,1.02484752095767,0.0389662042080272,0.876666666666667,0.025603819159562
"bace_dgp",300,"gnn_on_full","x1","zRMSE",20,1.01686391520669,0.0220712829854513,0.951111111111111,0.01202120716494
"bace_dgp",1000,"gnn_on_full","x1","zRMSE",20,0.992517964071088,0.0118610357850671,0.946166666666667,0.00704320418177684
"bace_dgp",100,"rphylopars","x1","zRMSE",20,1.18148624827057,0.103993253655774,NA,NA
"bace_dgp",300,"rphylopars","x1","zRMSE",20,1.16022241554428,0.027783336996147,NA,NA
"bace_dgp",1000,"rphylopars","x1","zRMSE",20,1.18442467089498,0.0513089730717728,NA,NA
"bace_dgp",100,"bace","x2","zRMSE",20,1.20220860673599,0.0434309018683504,NA,NA
"bace_dgp",300,"bace","x2","zRMSE",20,1.08893982972708,0.0230913794091183,NA,NA
"bace_dgp",1000,"bace","x2","zRMSE",20,1.01875676308949,0.0145257296427556,NA,NA
"bace_dgp",100,"floor","x2","zRMSE",20,1.07357849541205,0.0399862408895183,NA,NA
"bace_dgp",300,"floor","x2","zRMSE",20,1.04085843066299,0.0183017220174639,NA,NA
"bace_dgp",1000,"floor","x2","zRMSE",20,0.99455207900692,0.0117146882859387,NA,NA
"bace_dgp",100,"gnn_off","x2","zRMSE",20,1.07351881429476,0.0465900123495062,0.885,0.0299585483607441
"bace_dgp",300,"gnn_off","x2","zRMSE",20,1.02157760980745,0.0196410003125178,0.956111111111111,0.00992090225203721
"bace_dgp",1000,"gnn_off","x2","zRMSE",20,0.958957025977487,0.0134627661222317,0.952166666666667,0.00478346934215831
"bace_dgp",100,"gnn_off_pure","x2","zRMSE",20,1.15360536500043,0.0515927599503762,0.871666666666667,0.0291472366358935
"bace_dgp",300,"gnn_off_pure","x2","zRMSE",20,1.08720054383269,0.0182843057553381,0.966666666666667,0.0108147614087175
"bace_dgp",1000,"gnn_off_pure","x2","zRMSE",20,1.04127859337096,0.0179402522552824,0.958166666666667,0.00489345546957858
"bace_dgp",100,"gnn_on","x2","zRMSE",20,1.09350395185055,0.0420396811164584,0.878333333333333,0.0266310068588439
"bace_dgp",300,"gnn_on","x2","zRMSE",20,1.02646435750336,0.0191717296417791,0.953888888888889,0.0110898920194585
"bace_dgp",1000,"gnn_on","x2","zRMSE",20,0.972668026334449,0.0148921910254883,0.951,0.00481894409826699
"bace_dgp",100,"gnn_on_full","x2","zRMSE",20,1.08214148381406,0.0461802357802106,0.88,0.0299512274104387
"bace_dgp",300,"gnn_on_full","x2","zRMSE",20,1.02720027629733,0.0203378075728298,0.956111111111111,0.0100186635452673
"bace_dgp",1000,"gnn_on_full","x2","zRMSE",20,0.973570956108065,0.0149478432892372,0.951833333333333,0.00494102648141644
"bace_dgp",100,"rphylopars","x2","zRMSE",20,1.36709749035304,0.0853221505398436,NA,NA
"bace_dgp",300,"rphylopars","x2","zRMSE",20,1.15609062796851,0.0270354064153145,NA,NA
"bace_dgp",1000,"rphylopars","x2","zRMSE",20,1.17040867524204,0.055682086682982,NA,NA
"bace_dgp",100,"bace","y","zRMSE",20,1.04421319199808,0.0357195305949208,NA,NA
"bace_dgp",300,"bace","y","zRMSE",20,0.948717514498159,0.0184711088465373,NA,NA
"bace_dgp",1000,"bace","y","zRMSE",20,0.929813601272677,0.0178314422707845,NA,NA
"bace_dgp",100,"floor","y","zRMSE",20,0.994691713427855,0.0355283823272763,NA,NA
"bace_dgp",300,"floor","y","zRMSE",20,0.968348793466094,0.0199748648081088,NA,NA
"bace_dgp",1000,"floor","y","zRMSE",20,1.01403406885076,0.0123789810783871,NA,NA
"bace_dgp",100,"gnn_off","y","zRMSE",20,0.974498218860852,0.0327585716093519,0.911666666666667,0.0236043161877242
"bace_dgp",300,"gnn_off","y","zRMSE",20,0.922340205663196,0.0221835647530508,0.968888888888889,0.0111286411421707
"bace_dgp",1000,"gnn_off","y","zRMSE",20,0.928566571181004,0.0145912719085769,0.9535,0.00555396175968742
"bace_dgp",100,"gnn_off_pure","y","zRMSE",20,0.988526208427428,0.0303030259438777,0.9,0.0206615726602629
"bace_dgp",300,"gnn_off_pure","y","zRMSE",20,0.976657921278037,0.0248731473086348,0.971666666666667,0.0106474912925633
"bace_dgp",1000,"gnn_off_pure","y","zRMSE",20,0.977259090849304,0.017230316517062,0.954333333333333,0.00493880682609647
"bace_dgp",100,"gnn_on","y","zRMSE",20,0.979709334441867,0.0308986914014231,0.91,0.0254893625330094
"bace_dgp",300,"gnn_on","y","zRMSE",20,0.928906059727621,0.0239422207412993,0.968888888888889,0.0113024461577482
"bace_dgp",1000,"gnn_on","y","zRMSE",20,0.933666482192875,0.0153120872847357,0.953833333333333,0.00539262546045293
"bace_dgp",100,"gnn_on_full","y","zRMSE",20,0.972412230851205,0.0311619398368922,0.915,0.022357410430763
"bace_dgp",300,"gnn_on_full","y","zRMSE",20,0.927386089761918,0.0223728618766499,0.966666666666667,0.0118195221821098
"bace_dgp",1000,"gnn_on_full","y","zRMSE",20,0.934056002043404,0.0168764094200127,0.953166666666667,0.00522854848865779
"bace_dgp",100,"rphylopars","y","zRMSE",20,1.11419593061635,0.0602685063759218,NA,NA
"bace_dgp",300,"rphylopars","y","zRMSE",20,1.16356001998157,0.102996482823122,NA,NA
"bace_dgp",1000,"rphylopars","y","zRMSE",20,1.05640316366798,0.0517676030117214,NA,NA
