"job_id","confirm_cell_id","explore_cell_id","rep","family","n_species","phylo_lambda","miss_frac","seed","lambda_mode","fit_ok","fit_sec","blend_loss","baseline_loss","paired_delta","r_cal_gnn_mean","floor_fired","error"
166,1,43,34,"F2",300,1,0.3,60134,"fixed_1",TRUE,62.033,0.542491074246114,0.556767321925703,-0.0142762476795892,0.475,FALSE,NA
167,2,44,34,"F2",300,1,0.5,60234,"fixed_1",TRUE,61.214,0.577824529712376,0.593796014569927,-0.0159714848575515,0.25,FALSE,NA
168,3,51,34,"F2",1000,1,0.1,60334,"fixed_1",TRUE,361.044,0.482042168129669,0.495897775199366,-0.0138556070696972,0.4125,FALSE,NA
169,4,52,34,"F2",1000,1,0.3,60434,"fixed_1",TRUE,260.092,0.589895187111565,0.595250599700766,-0.00535541258920069,0.09375,FALSE,NA
170,0,42,35,"F2",300,1,0.1,60035,"fixed_1",TRUE,64.958,0.478176779681466,0.530957728355469,-0.0527809486740037,0.675,FALSE,NA
171,1,43,35,"F2",300,1,0.3,60135,"fixed_1",TRUE,63.939,0.682318971165256,0.69541084321652,-0.0130918720512642,0.475,FALSE,NA
172,2,44,35,"F2",300,1,0.5,60235,"fixed_1",TRUE,61.717,0.667827640427827,0.687930779439887,-0.0201031390120598,0.2,FALSE,NA
173,3,51,35,"F2",1000,1,0.1,60335,"fixed_1",TRUE,325.748,0.543991080342338,0.553387042063203,-0.00939596172086532,0.775,FALSE,NA
174,4,52,35,"F2",1000,1,0.3,60435,"fixed_1",TRUE,252.126,0.466813434955573,0.467714520979008,-0.000901086023435083,0,FALSE,NA
175,0,42,36,"F2",300,1,0.1,60036,"fixed_1",TRUE,64.984,0.616204373008717,0.690217597670911,-0.0740132246621934,0.5125,FALSE,NA
176,1,43,36,"F2",300,1,0.3,60136,"fixed_1",TRUE,61.213,0.774038119315165,0.633255178967674,0.140782940347491,0.1,TRUE,NA
177,2,44,36,"F2",300,1,0.5,60236,"fixed_1",TRUE,57.557,0.612353278240815,0.61831402614613,-0.0059607479053152,0.25,FALSE,NA
178,3,51,36,"F2",1000,1,0.1,60336,"fixed_1",TRUE,338.877,0.566490116517376,0.578794777927873,-0.0123046614104965,0.475,FALSE,NA
179,4,52,36,"F2",1000,1,0.3,60436,"fixed_1",TRUE,254.347,0.523522972545234,0.540493035160147,-0.0169700626149133,0.2375,FALSE,NA
180,0,42,37,"F2",300,1,0.1,60037,"fixed_1",TRUE,67.613,0.549989394869954,0.571453298625633,-0.0214639037556785,0.4125,FALSE,NA
181,1,43,37,"F2",300,1,0.3,60137,"fixed_1",TRUE,63.276,0.540341863043597,0.556777335161645,-0.0164354721180477,0.5625,FALSE,NA
182,2,44,37,"F2",300,1,0.5,60237,"fixed_1",TRUE,59.126,0.887561830569956,0.913336503737367,-0.0257746731674108,0.376388888888889,FALSE,NA
183,3,51,37,"F2",1000,1,0.1,60337,"fixed_1",TRUE,363.03,0.509539705616056,0.538829802177271,-0.0292900965612156,0.4875,FALSE,NA
184,4,52,37,"F2",1000,1,0.3,60437,"fixed_1",TRUE,238.63,0.631846841180871,0.638999119392783,-0.00715227821191156,0.25,FALSE,NA
185,0,42,38,"F2",300,1,0.1,60038,"fixed_1",TRUE,64.817,0.521036423447781,0.53524730772538,-0.0142108842775988,0.5,FALSE,NA
186,1,43,38,"F2",300,1,0.3,60138,"fixed_1",TRUE,61.723,0.557830802958268,0.572820565539248,-0.0149897625809799,0.308552631578947,FALSE,NA
187,2,44,38,"F2",300,1,0.5,60238,"fixed_1",TRUE,61.859,0.508306157420058,0.515011270409737,-0.00670511298967913,0.4625,FALSE,NA
188,3,51,38,"F2",1000,1,0.1,60338,"fixed_1",TRUE,320.63,0.60399144942783,0.62581842239314,-0.0218269729653097,0.625,FALSE,NA
189,4,52,38,"F2",1000,1,0.3,60438,"fixed_1",TRUE,240.437,0.536419255987787,0.541939580050892,-0.00552032406310488,0.2375,FALSE,NA
190,0,42,39,"F2",300,1,0.1,60039,"fixed_1",TRUE,68.432,0.658842498457322,0.669497743580472,-0.0106552451231505,0.144736842105263,FALSE,NA
191,1,43,39,"F2",300,1,0.3,60139,"fixed_1",TRUE,63.717,0.536573000335088,0.542501492855861,-0.00592849252077321,0.4375,FALSE,NA
192,2,44,39,"F2",300,1,0.5,60239,"fixed_1",TRUE,62.348,0.621978947936718,0.660491017061878,-0.0385120691251603,0.486111111111111,FALSE,NA
193,3,51,39,"F2",1000,1,0.1,60339,"fixed_1",TRUE,321.465,0.482045267274411,0.522152780968748,-0.0401075136943366,0.5,FALSE,NA
194,4,52,39,"F2",1000,1,0.3,60439,"fixed_1",TRUE,261.419,0.653548179603138,0.672861928233087,-0.0193137486299489,0.4875,FALSE,NA
195,0,42,40,"F2",300,1,0.1,60040,"fixed_1",TRUE,66.897,0.49188715631459,0.505534050930304,-0.0136468946157136,0.675,FALSE,NA
196,1,43,40,"F2",300,1,0.3,60140,"fixed_1",TRUE,64.748,0.561510679458439,0.584379658747782,-0.0228689792893436,0.7125,FALSE,NA
197,2,44,40,"F2",300,1,0.5,60240,"fixed_1",TRUE,63.029,0.825591173491709,0.842892208929922,-0.0173010354382137,0,TRUE,NA
198,3,51,40,"F2",1000,1,0.1,60340,"fixed_1",TRUE,316.01,0.477915238394294,0.505544768398569,-0.0276295300042753,0.725,FALSE,NA
199,4,52,40,"F2",1000,1,0.3,60440,"fixed_1",TRUE,228.205,0.598709903497598,0.626805937919119,-0.0280960344215215,0.475,FALSE,NA
200,0,42,41,"F2",300,1,0.1,60041,"fixed_1",TRUE,69.455,0.516198817712462,0.544658895943249,-0.0284600782307869,0.4,FALSE,NA
201,1,43,41,"F2",300,1,0.3,60141,"fixed_1",TRUE,64.8,0.627012141565244,0.635844576495094,-0.00883243492984975,0,FALSE,NA
202,2,44,41,"F2",300,1,0.5,60241,"fixed_1",TRUE,63.729,0.508442337664682,0.504456882847223,0.00398545481745871,0.543201754385965,FALSE,NA
203,3,51,41,"F2",1000,1,0.1,60341,"fixed_1",TRUE,347.378,0.558678557784824,0.555438701650779,0.00323985613404476,0.51875,FALSE,NA
204,4,52,41,"F2",1000,1,0.3,60441,"fixed_1",TRUE,237.873,0.465813170045147,0.46703130202186,-0.00121813197671389,0.0588235294117647,FALSE,NA
205,0,42,42,"F2",300,1,0.1,60042,"fixed_1",TRUE,69.972,0.501938424417673,0.571018800404686,-0.0690803759870129,0.448611111111111,FALSE,NA
206,1,43,42,"F2",300,1,0.3,60142,"fixed_1",TRUE,63.929,0.643133159117909,0.669676663751967,-0.0265435046340579,0.674342105263158,FALSE,NA
207,2,44,42,"F2",300,1,0.5,60242,"fixed_1",TRUE,65.44,0.522981961734893,0.524300222712705,-0.00131826097781162,0.4875,FALSE,NA
208,3,51,42,"F2",1000,1,0.1,60342,"fixed_1",TRUE,339.695,0.588519169936322,0.614558104964105,-0.0260389350277829,0.5,FALSE,NA
209,4,52,42,"F2",1000,1,0.3,60442,"fixed_1",TRUE,253.358,0.670578719864025,0.669458461562284,0.0011202583017409,0.188888888888889,FALSE,NA
210,0,42,43,"F2",300,1,0.1,60043,"fixed_1",TRUE,69.963,0.605082775216308,0.620430130006839,-0.0153473547905307,0.25,FALSE,NA
211,1,43,43,"F2",300,1,0.3,60143,"fixed_1",TRUE,65.968,0.622724317183643,0.615001261702145,0.00772305548149721,0.392857142857143,FALSE,NA
212,2,44,43,"F2",300,1,0.5,60243,"fixed_1",TRUE,63.702,0.584479099324659,0.591825368466738,-0.00734626914207959,0.25,FALSE,NA
213,3,51,43,"F2",1000,1,0.1,60343,"fixed_1",TRUE,369.101,0.489851479691498,0.493277063705768,-0.00342558401426968,0.2125,FALSE,NA
214,4,52,43,"F2",1000,1,0.3,60443,"fixed_1",TRUE,232.782,0.539745251403173,0.541878201503358,-0.00213295010018477,0,FALSE,NA
215,0,42,44,"F2",300,1,0.1,60044,"fixed_1",TRUE,68.735,0.576048843455001,0.689045687903608,-0.112996844448607,0.45,FALSE,NA
216,1,43,44,"F2",300,1,0.3,60144,"fixed_1",TRUE,66.715,0.644487099561641,0.63842863104685,0.00605846851479164,0,FALSE,NA
217,2,44,44,"F2",300,1,0.5,60244,"fixed_1",TRUE,62.085,0.601796374382798,0.587799292387147,0.0139970819956505,0,TRUE,NA
218,3,51,44,"F2",1000,1,0.1,60344,"fixed_1",TRUE,313.87,0.547756077082388,0.567484132897647,-0.0197280558152582,0.45,FALSE,NA
219,4,52,44,"F2",1000,1,0.3,60444,"fixed_1",TRUE,253.059,0.586029693944678,0.596038666043435,-0.0100089720987564,0.25,FALSE,NA
220,0,42,45,"F2",300,1,0.1,60045,"fixed_1",TRUE,70.924,0.546109729630654,0.580927842862615,-0.0348181132319612,0.5,FALSE,NA
221,1,43,45,"F2",300,1,0.3,60145,"fixed_1",TRUE,65.395,0.594193662859005,0.635945248161568,-0.0417515853025628,0.6125,FALSE,NA
222,2,44,45,"F2",300,1,0.5,60245,"fixed_1",TRUE,64.704,0.636479452034534,0.651751024538379,-0.0152715725038451,0.375,FALSE,NA
223,3,51,45,"F2",1000,1,0.1,60345,"fixed_1",TRUE,349.253,0.577273472330356,0.590692355453071,-0.013418883122715,0.8125,FALSE,NA
224,4,52,45,"F2",1000,1,0.3,60445,"fixed_1",TRUE,223.917,0.514102355118562,0.515613379595031,-0.00151102447646956,0.375,FALSE,NA
225,0,42,46,"F2",300,1,0.1,60046,"fixed_1",TRUE,69.427,0.684626347339086,0.715321348145554,-0.0306950008064675,0.5,FALSE,NA
226,1,43,46,"F2",300,1,0.3,60146,"fixed_1",TRUE,67.72,0.536276119323273,0.524527834947193,0.0117482843760792,0.219852941176471,FALSE,NA
227,2,44,46,"F2",300,1,0.5,60246,"fixed_1",TRUE,64.383,0.528173728739116,0.522163035810745,0.00601069292837131,0.263888888888889,FALSE,NA
228,3,51,46,"F2",1000,1,0.1,60346,"fixed_1",TRUE,346.426,0.641784006877239,0.6581072849506,-0.0163232780733609,0.45,FALSE,NA
229,4,52,46,"F2",1000,1,0.3,60446,"fixed_1",TRUE,218.398,0.589037628440637,0.602178724573674,-0.0131410961330377,0.5,FALSE,NA
230,0,42,47,"F2",300,1,0.1,60047,"fixed_1",TRUE,68.841,0.644718518440171,0.6785791224096,-0.0338606039694291,0.667397660818713,FALSE,NA
231,1,43,47,"F2",300,1,0.3,60147,"fixed_1",TRUE,66.366,0.581570634239678,0.61033110757749,-0.0287604733378123,0.3375,FALSE,NA
232,2,44,47,"F2",300,1,0.5,60247,"fixed_1",TRUE,63.314,0.756363787807179,0.779717879800467,-0.0233540919932875,0.25,FALSE,NA
233,3,51,47,"F2",1000,1,0.1,60347,"fixed_1",TRUE,342.185,0.564216039475205,0.5930284221864,-0.0288123827111944,0.5,FALSE,NA
234,4,52,47,"F2",1000,1,0.3,60447,"fixed_1",TRUE,229.94,0.531730613539463,0.530872212477356,0.000858401062106884,0.4875,FALSE,NA
235,0,42,48,"F2",300,1,0.1,60048,"fixed_1",TRUE,69.823,0.534430738570627,0.572975660517505,-0.0385449219468776,0.3875,FALSE,NA
236,1,43,48,"F2",300,1,0.3,60148,"fixed_1",TRUE,65.084,0.575382527483982,0.641191482136334,-0.0658089546523521,0.502226720647773,FALSE,NA
237,2,44,48,"F2",300,1,0.5,60248,"fixed_1",TRUE,62.844,0.511755329367418,0.631445762719082,-0.119690433351663,0.375,FALSE,NA
238,3,51,48,"F2",1000,1,0.1,60348,"fixed_1",TRUE,303.272,0.556453333898379,0.593935510566195,-0.0374821766678163,0.35,FALSE,NA
239,4,52,48,"F2",1000,1,0.3,60448,"fixed_1",TRUE,218.651,0.517053216352594,0.54144328667788,-0.0243900703252861,0.331578947368421,FALSE,NA
240,0,42,49,"F2",300,1,0.1,60049,"fixed_1",TRUE,69.68,0.564221339674856,0.56928797178157,-0.00506663210671388,0.225,FALSE,NA
241,1,43,49,"F2",300,1,0.3,60149,"fixed_1",TRUE,65.288,0.699393259170293,0.773570205111238,-0.0741769459409448,0.95,FALSE,NA
242,2,44,49,"F2",300,1,0.5,60249,"fixed_1",TRUE,64.944,0.692430238757303,0.692282198181396,0.000148040575906561,0,TRUE,NA
243,3,51,49,"F2",1000,1,0.1,60349,"fixed_1",TRUE,330.786,0.58404157755858,0.612470645400973,-0.0284290678423937,0.386842105263158,FALSE,NA
244,4,52,49,"F2",1000,1,0.3,60449,"fixed_1",TRUE,231.719,0.512097444565588,0.510018003618966,0.00207944094662227,0.2,FALSE,NA
245,0,42,50,"F2",300,1,0.1,60050,"fixed_1",TRUE,71.375,0.444518792040815,0.458902690242315,-0.0143838982014997,0.460808270676692,FALSE,NA
246,1,43,50,"F2",300,1,0.3,60150,"fixed_1",TRUE,68.737,0.68052648457608,0.728708695224111,-0.0481822106480315,0.793055555555556,FALSE,NA
247,2,44,50,"F2",300,1,0.5,60250,"fixed_1",TRUE,64.133,0.691157124890896,0.691990580516812,-0.00083345562591608,0,FALSE,NA
248,3,51,50,"F2",1000,1,0.1,60350,"fixed_1",TRUE,333.779,0.397284167633254,0.433758670055723,-0.0364745024224692,0.680921052631579,FALSE,NA
249,4,52,50,"F2",1000,1,0.3,60450,"fixed_1",TRUE,217.838,0.566724728024923,0.592953771987958,-0.0262290439630342,0.32828947368421,FALSE,NA
250,0,42,51,"F2",300,1,0.1,60051,"fixed_1",TRUE,72.211,0.641768091045066,0.641218703441295,0.000549387603771767,0.5,FALSE,NA
251,1,43,51,"F2",300,1,0.3,60151,"fixed_1",TRUE,64.21,0.722575844239812,0.7260977289702,-0.0035218847303875,0.65,FALSE,NA
252,2,44,51,"F2",300,1,0.5,60251,"fixed_1",TRUE,64.795,0.703671614688862,0.703573525786279,9.80889025831155e-05,0.236842105263158,FALSE,NA
253,3,51,51,"F2",1000,1,0.1,60351,"fixed_1",TRUE,292.644,0.493226660902807,0.514436024499651,-0.0212093635968435,0.486184210526316,FALSE,NA
254,4,52,51,"F2",1000,1,0.3,60451,"fixed_1",TRUE,221.003,0.590932870252478,0.602372193706833,-0.0114393234543551,0.522794117647059,FALSE,NA
255,0,42,52,"F2",300,1,0.1,60052,"fixed_1",TRUE,67.621,0.587000441536249,0.63241818748592,-0.0454177459496714,0.407894736842105,FALSE,NA
256,1,43,52,"F2",300,1,0.3,60152,"fixed_1",TRUE,63.872,0.611082486530853,0.649036324893236,-0.0379538383623833,0.2375,FALSE,NA
257,2,44,52,"F2",300,1,0.5,60252,"fixed_1",TRUE,63.221,0.505162587794019,0.512768804743093,-0.00760621694907415,0.25,FALSE,NA
258,3,51,52,"F2",1000,1,0.1,60352,"fixed_1",TRUE,305.172,0.536545926853307,0.552196419014367,-0.01565049216106,0.25,FALSE,NA
259,4,52,52,"F2",1000,1,0.3,60452,"fixed_1",TRUE,223.556,0.501580290600756,0.511427471088731,-0.00984718048797495,0.368421052631579,FALSE,NA
260,0,42,53,"F2",300,1,0.1,60053,"fixed_1",TRUE,66.604,0.614613221133569,0.646429371062912,-0.0318161499293426,0.210526315789474,FALSE,NA
261,1,43,53,"F2",300,1,0.3,60153,"fixed_1",TRUE,63.689,0.576830788371219,0.611001487806992,-0.0341706994357727,0.5875,FALSE,NA
262,2,44,53,"F2",300,1,0.5,60253,"fixed_1",TRUE,62.448,0.643010379231029,0.643010377471272,1.75975700678066e-09,0,FALSE,NA
263,3,51,53,"F2",1000,1,0.1,60353,"fixed_1",TRUE,328.885,0.602011299427802,0.609185431072844,-0.0071741316450421,0.1375,FALSE,NA
264,4,52,53,"F2",1000,1,0.3,60453,"fixed_1",TRUE,214.418,0.542981564721013,0.543870884271443,-0.000889319550429146,0,FALSE,NA
265,0,42,54,"F2",300,1,0.1,60054,"fixed_1",TRUE,67.805,0.537508526747574,0.571954083288337,-0.0344455565407629,0.65,FALSE,NA
266,1,43,54,"F2",300,1,0.3,60154,"fixed_1",TRUE,65.512,0.788461586546048,0.839295021703192,-0.0508334351571444,0.5,FALSE,NA
267,2,44,54,"F2",300,1,0.5,60254,"fixed_1",TRUE,63.039,0.63018330123771,0.627192268084687,0.00299103315302252,0.472136222910217,TRUE,NA
268,3,51,54,"F2",1000,1,0.1,60354,"fixed_1",TRUE,333.396,0.569641393772178,0.585075099520723,-0.0154337057485443,0.3875,FALSE,NA
269,4,52,54,"F2",1000,1,0.3,60454,"fixed_1",TRUE,217.458,0.535546019454779,0.542389285194475,-0.00684326573969618,0.636111111111111,FALSE,NA
270,0,42,55,"F2",300,1,0.1,60055,"fixed_1",TRUE,67.258,0.468342782696178,0.491193087438006,-0.0228503047418276,0.3,FALSE,NA
271,1,43,55,"F2",300,1,0.3,60155,"fixed_1",TRUE,62.983,0.556453080577077,0.584472501835908,-0.0280194212588307,0.5,FALSE,NA
272,2,44,55,"F2",300,1,0.5,60255,"fixed_1",TRUE,63.739,0.732244338638685,0.758331298900474,-0.0260869602617891,0.197368421052632,FALSE,NA
273,3,51,55,"F2",1000,1,0.1,60355,"fixed_1",TRUE,288.773,0.551264875957108,0.563345095157476,-0.0120802192003681,0.45,FALSE,NA
274,4,52,55,"F2",1000,1,0.3,60455,"fixed_1",TRUE,227.496,0.573144890880476,0.602587778144961,-0.0294428872644853,0.2375,FALSE,NA
275,0,42,56,"F2",300,1,0.1,60056,"fixed_1",TRUE,64.79,0.614277906108155,0.61747975413753,-0.00320184802937518,0.292763157894737,FALSE,NA
276,1,43,56,"F2",300,1,0.3,60156,"fixed_1",TRUE,62.983,0.622444956002473,0.622508965085158,-6.40090826851125e-05,0.3875,FALSE,NA
277,2,44,56,"F2",300,1,0.5,60256,"fixed_1",TRUE,62.689,0.659842846553944,0.681960444381525,-0.022117597827581,0.381578947368421,FALSE,NA
278,3,51,56,"F2",1000,1,0.1,60356,"fixed_1",TRUE,290.453,0.503655523261713,0.514174916451823,-0.0105193931901107,0.3625,FALSE,NA
279,4,52,56,"F2",1000,1,0.3,60456,"fixed_1",TRUE,212.223,0.634548948611899,0.62945200020238,0.00509694840951902,0.210526315789474,FALSE,NA
280,0,42,57,"F2",300,1,0.1,60057,"fixed_1",TRUE,65.566,0.50173360373072,0.49828082656422,0.00345277716650089,0.5125,FALSE,NA
281,1,43,57,"F2",300,1,0.3,60157,"fixed_1",TRUE,61.11,0.591275252172851,0.598936936855753,-0.00766168468290174,0.225,FALSE,NA
282,2,44,57,"F2",300,1,0.5,60257,"fixed_1",TRUE,62.066,0.71862754035257,0.765324195873208,-0.0466966555206378,0.5,TRUE,NA
283,3,51,57,"F2",1000,1,0.1,60357,"fixed_1",TRUE,297.376,0.487811351475761,0.493392644913184,-0.00558129343742358,0.5375,FALSE,NA
284,4,52,57,"F2",1000,1,0.3,60457,"fixed_1",TRUE,217.376,0.574737646682371,0.589362203936239,-0.0146245572538685,0.4625,FALSE,NA
285,0,42,58,"F2",300,1,0.1,60058,"fixed_1",TRUE,66.866,0.504469647422871,0.514426055449869,-0.00995640802699793,0.447368421052632,FALSE,NA
286,1,43,58,"F2",300,1,0.3,60158,"fixed_1",TRUE,61.46,0.655180032549829,0.653618511078293,0.00156152147153577,0,FALSE,NA
287,2,44,58,"F2",300,1,0.5,60258,"fixed_1",TRUE,58.663,0.700134118725127,0.66670512791946,0.0334289908056667,0.171052631578947,FALSE,NA
288,3,51,58,"F2",1000,1,0.1,60358,"fixed_1",TRUE,313.088,0.576847509064546,0.583387027206775,-0.00653951814222908,0.4,FALSE,NA
289,4,52,58,"F2",1000,1,0.3,60458,"fixed_1",TRUE,226.573,0.497111761803878,0.533388382576848,-0.0362766207729694,0.624342105263158,FALSE,NA
290,0,42,59,"F2",300,1,0.1,60059,"fixed_1",TRUE,66.411,0.519317847798557,0.557961167838034,-0.0386433200394766,0.5625,FALSE,NA
291,1,43,59,"F2",300,1,0.3,60159,"fixed_1",TRUE,61.338,0.541171304809912,0.542401589783306,-0.00123028497339395,0.355263157894737,FALSE,NA
292,2,44,59,"F2",300,1,0.5,60259,"fixed_1",TRUE,61.888,0.675516334776342,0.644431432204952,0.0310849025713904,0.4625,FALSE,NA
293,3,51,59,"F2",1000,1,0.1,60359,"fixed_1",TRUE,280.363,0.540563546980111,0.568195116616684,-0.0276315696365732,0.6875,FALSE,NA
294,4,52,59,"F2",1000,1,0.3,60459,"fixed_1",TRUE,206.023,0.570962026327182,0.582560640920068,-0.0115986145928855,0.608333333333333,FALSE,NA
295,0,42,60,"F2",300,1,0.1,60060,"fixed_1",TRUE,65.977,0.512591008508274,0.522886591244426,-0.0102955827361518,0.486842105263158,FALSE,NA
296,1,43,60,"F2",300,1,0.3,60160,"fixed_1",TRUE,61.772,0.654772895107117,0.68219976863213,-0.0274268735250128,0.486842105263158,FALSE,NA
297,2,44,60,"F2",300,1,0.5,60260,"fixed_1",TRUE,59.803,0.893553281794161,0.851534812865361,0.0420184689288006,0.398611111111111,FALSE,NA
298,3,51,60,"F2",1000,1,0.1,60360,"fixed_1",TRUE,327.136,0.510827182098288,0.527391932278091,-0.0165647501798027,0.7,FALSE,NA
299,4,52,60,"F2",1000,1,0.3,60460,"fixed_1",TRUE,207.703,0.548182461543777,0.544922370867058,0.00326009067671995,0.1125,FALSE,NA
