"job_id","cell_id","rep","family","n_species","phylo_lambda","miss_frac","seed","lambda_mode","fit_ok","blend_loss","baseline_loss","paired_delta","r_cal_gnn_mean","floor_fired"
256,13,4,"F2",300,0.5,0.1,11304,"bayes",TRUE,0.964464962932684,1.01064100282534,-0.0461760398926542,0.75,TRUE
257,14,4,"F3",300,0.5,0.1,11404,"bayes",TRUE,0.652419002892507,0.62016093898004,0.0322580639124669,0,TRUE
258,15,4,"F1",1000,0.5,0.1,11504,"bayes",TRUE,0.813027227456018,0.813027227231962,2.24056773134862e-10,0,FALSE
259,16,4,"F2",1000,0.5,0.1,11604,"bayes",TRUE,0.83963269490042,0.866202697176928,-0.0265700022765083,0.25,FALSE
260,17,4,"F3",1000,0.5,0.1,11704,"bayes",TRUE,0.701910754516459,0.695153997756219,0.00675675676024001,0.0277777777777778,FALSE
270,27,4,"F1",100,0.2,0.3,12704,"bayes",TRUE,1.04006962812859,1.09614163597719,-0.0560720078486003,0.3125,FALSE
271,28,4,"F2",100,0.2,0.3,12804,"bayes",TRUE,0.942849270104349,0.931405696093127,0.0114435740112218,0.234375,TRUE
272,29,4,"F3",100,0.2,0.3,12904,"bayes",TRUE,0.721839734746465,0.79510004359313,-0.0732603088466647,0,TRUE
273,30,4,"F1",300,0.2,0.3,13004,"bayes",TRUE,0.860259645281062,0.858062327539131,0.00219731774193155,0,TRUE
274,31,4,"F2",300,0.2,0.3,13104,"bayes",TRUE,0.884802292701213,0.921794944532122,-0.0369926518309095,0.9375,FALSE
275,32,4,"F3",300,0.2,0.3,13204,"bayes",TRUE,0.684023791917782,0.682057506861143,0.00196628505663854,0,TRUE
276,33,4,"F1",1000,0.2,0.3,13304,"bayes",TRUE,0.999262450136354,0.997488203118706,0.00177424701764783,0,TRUE
277,34,4,"F2",1000,0.2,0.3,13404,"bayes",TRUE,0.96271942257466,0.980041054124277,-0.0173216315496165,0.25,FALSE
278,35,4,"F3",1000,0.2,0.3,13504,"bayes",TRUE,0.676075348868636,0.669198242030664,0.00687710683797227,0.166666666666667,TRUE
279,36,4,"F1",100,0.5,0.3,13604,"bayes",TRUE,1.06002190983955,1.02558416322788,0.034437746611665,0,TRUE
280,37,4,"F2",100,0.5,0.3,13704,"bayes",TRUE,0.688473570220701,0.9042971063146,-0.2158235360939,0.25,TRUE
281,38,4,"F3",100,0.5,0.3,13804,"bayes",TRUE,0.821627805592919,0.703572250627141,0.118055554965778,0,TRUE
282,39,4,"F1",300,0.5,0.3,13904,"bayes",TRUE,0.920869365865215,0.912413457368353,0.00845590849686129,0.586111111111111,FALSE
