"folder","cluster","tag","n","lambda","rho","seed","errors"
"bace_failed_later","nibi","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s67",100,1,0,67,"argument is of length zero"
"bace_failed_later","nibi","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s16",100,1,0.5,16,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s101",100,1,0,101,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s137",100,1,0,137,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s155",100,1,0,155,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s158",100,1,0,158,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s172",100,1,0,172,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0_mcar0.3_n100_M20_s184",100,1,0,184,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0_mcar0.3_n300_M20_s59",300,1,0,59,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0_mcar0.3_n300_M20_s62",300,1,0,62,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0_mcar0.3_n300_M20_s94",300,1,0,94,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s131",100,1,0.5,131,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s137",100,1,0.5,137,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s141",100,1,0.5,141,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s147",100,1,0.5,147,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s162",100,1,0.5,162,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s192",100,1,0.5,192,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s193",100,1,0.5,193,"Mixed model equations singular: use a (stronger) prior
"
"bace_failed_later","rorqual","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s199",100,1,0.5,199,"Mixed model equations singular: use a (stronger) prior
"
