"set","tag","n","lambda","rho","seed","converged","n_attempts","drift","ess_min","ess_med","ess_frac_low","input_fix"
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s183",300,0.3,0,183,FALSE,1,0.636363636363636,2.72452906718947,1600,0.0619118375433383,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s184",300,0.3,0,184,FALSE,1,1.43836941139173,70.6758851658156,1600,0.00247647350173353,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s185",300,0.3,0,185,FALSE,1,0.443822795627375,1.48100058342709,1425.83248730009,0.12184249628529,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s186",300,0.3,0,186,FALSE,1,0.434337594390386,2.84101298511312,1600,0.108469539375929,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s187",300,0.3,0,187,FALSE,1,0.73993544892643,34.4956583404469,1600,0.00742942050520059,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s188",300,0.3,0,188,FALSE,1,0.375,35.3614519988602,1600,0.00544824170381377,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s189",300,0.3,0,189,FALSE,1,1.17456089186341,1.39398651324844,1524.7565228213,0.125804853888063,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s190",300,0.3,0,190,FALSE,1,24.2465987193784,26.6644873897796,1600,0.00891530460624071,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s191",300,0.3,0,191,FALSE,1,0.166666666666667,2.09248803278713,1600,0.102526002971768,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s192",300,0.3,0,192,FALSE,1,1.1369865425471,1.83977865106777,1600,0.0782565626547796,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s193",300,0.3,0,193,FALSE,1,0.181818181818182,30.141179999248,1600,0.00544824170381377,""
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s194",300,0.3,0,194,FALSE,1,0.467667185608396,1.72802907137853,1600,0.0569588905398712,""
