"n","lambda","arm","trait","n_fits","n_fits_trait_absent","n_fits_missing","accuracy","accuracy_se","brier","brier_se","ece","ece_se","set_coverage","set_coverage_se","set_size","set_size_se","mae_class","mae_class_se","frac_unanimous","frac_unanimous_se","n_na_draws"
300,0.7,"freqA","ord",400,0,0,0.456138888888889,0.00690494865628271,0.660830138888889,0.00630185252442438,0.137424074074074,0.00244405416121268,0.919023148148148,0.00204582218197727,2.88061111111111,0.0255484109429739,0.700476851851852,0.00956851110024576,0.04125,0.00383308587701525,0
300,0.7,"freqA_er","bin",400,0,0,0.696041666666667,0.00804735245124256,0.389013194444444,0.00733822263503662,0.102426388888889,0.00211732228428997,0.956277777777778,0.00204499155744031,1.65275,0.0166094696984239,NA,NA,0.245666666666667,0.013539068773075,0
300,0.7,"freqA_er","cat3",400,0,0,0.515305555555556,0.00928312841689785,0.594941805555556,0.00758370680833742,0.144026388888889,0.00268901788767108,0.937125,0.00299501031245524,2.44483333333333,0.0300735958718341,NA,NA,0.13175,0.00984175346735686,0
300,0.7,"freqA_er","ord",400,0,0,0.433090277777778,0.00779665319916372,0.685578055555556,0.00625544509302018,0.146169907407407,0.00236794683751449,0.931152777777778,0.0019667239989306,3.10888888888889,0.0303840787232213,0.800324074074074,0.0134000403031702,0.0350555555555556,0.00335489061003352,0
300,0.7,"freqB","bin",400,0,0,0.731875,0.0071340102366649,0.367603472222222,0.00716732676451272,0.0991013888888889,0.00214917109121998,0.969138888888889,0.00170615920205244,1.72538888888889,0.0154959551120184,NA,NA,0.178444444444444,0.0123894461364724,0
300,0.7,"freqB","cat3",400,0,0,0.585333333333333,0.00763114351263129,0.537109305555556,0.00741082977267182,0.125508333333333,0.00246316622617348,0.940652777777778,0.0018875020247751,2.2755,0.0227620519846315,NA,NA,0.0880833333333333,0.00748539929601282,0
300,0.7,"freqB","ord",400,0,0,0.455328703703704,0.00687769054463718,0.665268055555556,0.00623331890973975,0.140140277777778,0.0025324258079828,0.913546296296296,0.00205443231076876,2.85738888888889,0.0261233449539423,0.702217592592593,0.00955553940735761,0.0447777777777778,0.00405831360804637,0
300,0.7,"freqB_er","bin",400,0,0,0.691083333333333,0.00821918467208173,0.391339305555556,0.00742916352560504,0.107181944444444,0.00214910559300719,0.956333333333333,0.00202555687612968,1.65127777777778,0.0165725718023132,NA,NA,0.242861111111111,0.0134704978699934,0
300,0.7,"freqB_er","cat3",400,0,0,0.504958333333333,0.00947929563213074,0.599787777777778,0.00766448539954674,0.148451388888889,0.00261018699819181,0.936736111111111,0.00305726191879982,2.44644444444444,0.0302299816402318,NA,NA,0.1325,0.00997156101856382,0
300,0.7,"freqB_er","ord",400,0,0,0.434388888888889,0.0077244264931609,0.685263333333333,0.006291737892219,0.14805787037037,0.00249227045167034,0.931236111111111,0.00201891882506494,3.10833333333333,0.0307684037410245,0.798342592592593,0.0134302596497124,0.036,0.0033246149793122,0
300,0.7,"mode_floor","bin",400,0,0,0.6945,0.00665296036030136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,0.7,"mode_floor","cat3",400,0,0,0.555013888888889,0.00773990757450561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,0.7,"mode_floor","ord",400,0,0,0.422069444444444,0.00697178823727744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,1,"bace","bin",354,29,17,0.968612680477087,0.00154899562023124,0.0502382297551789,0.00228287810004979,0.0277212806026365,0.000856329553091173,0.992121782799749,0.000608698362374664,1.12413684871312,0.0043698593189136,NA,NA,0.769648462021343,0.00599988362190571,0
300,1,"bace","cat3",375,6,19,0.948928395061728,0.00195637816106216,0.0792365065712897,0.00284419356965589,0.0365546446614833,0.000989466419616282,0.98722962962963,0.000734657532730096,1.20062222222222,0.00567929722203786,NA,NA,0.6792,0.00652910535882232,3217
300,1,"bace","ord",379,2,19,0.928759894459103,0.00203101964497129,0.111479917912636,0.00288332504574174,0.0462679566109645,0.00101093610338674,0.9850630313691,0.000769328758753736,1.30571679859279,0.0064328895392231,0.0715772500732923,0.00203852306044588,0.537525652301378,0.0077708312896928,0
300,1,"bace_chain","bin",352,29,19,0.968702651515152,0.00157892637567415,0.0492624684343434,0.00223616691360859,0.0291051136363636,0.00091075216747293,0.99324494949495,0.000552867073298599,1.13355429292929,0.00434008458610063,NA,NA,0.757512626262626,0.00610445257868838,0
300,1,"bace_chain","cat3",373,6,21,0.949374441465594,0.00196784958326613,0.079183756347246,0.00282819976018287,0.0376426438987895,0.000952440481314496,0.988337801608579,0.000712977864137013,1.2120345546619,0.00563154297699856,NA,NA,0.677241584748287,0.0066342215048569,3378
300,1,"bace_chain","ord",377,2,21,0.927247273798998,0.00200703692188048,0.112295608605953,0.00286444250801325,0.0458532272325376,0.00097285386789743,0.98652126927989,0.000699198820383336,1.31647509578544,0.00655517469918868,0.073017978190392,0.00201449243765745,0.531859711170056,0.00773707323794065,0
300,1,"bace_resid","bin",354,29,17,0.968612680477087,0.00154899562023124,0.0502382297551789,0.00228287810004979,0.0277212806026365,0.000856329553091173,0.992121782799749,0.000608698362374664,1.12413684871312,0.0043698593189136,NA,NA,0.769648462021343,0.00599988362190571,0
300,1,"bace_resid","cat3",375,6,19,0.948928395061728,0.00195637816106216,0.0792365065712897,0.00284419356965589,0.0365546446614833,0.000989466419616282,0.98722962962963,0.000734657532730096,1.20062222222222,0.00567929722203786,NA,NA,0.6792,0.00652910535882232,3217
300,1,"bace_resid","ord",379,2,19,0.928759894459103,0.00203101964497129,0.111479917912636,0.00288332504574174,0.0462679566109645,0.00101093610338674,0.9850630313691,0.000769328758753736,1.30571679859279,0.0064328895392231,0.0715772500732923,0.00203852306044588,0.537525652301378,0.0077708312896928,0
300,1,"freqA","bin",371,29,0,0.970904462413896,0.00162491837974592,0.0492373465109314,0.00251937957695717,0.0271413596885295,0.00106401374629288,0.987391434561246,0.000820892654503598,1.09931117100928,0.00409986329910337,NA,NA,0.763581910751722,0.00620474657930672,0
300,1,"freqA","cat3",394,6,0,0.952566271855612,0.00187831691761284,0.0806535532994924,0.00293630908960338,0.042339255499154,0.00124496833863961,0.981443880428652,0.000971441814880214,1.21393119007332,0.00713648021071022,NA,NA,0.619543147208122,0.00841130262011633,0
300,1,"freqA","ord",398,2,0,0.930457844779453,0.00205633252428016,0.116554718034618,0.00314530144819325,0.0514865996649916,0.00116788051627036,0.975297785222408,0.00100520256693488,1.31471245114461,0.00754599487450038,0.0699748743718593,0.00207573787711501,0.514042434394193,0.00763053663094314,0
300,1,"freqA_er","bin",371,29,0,0.972102425876011,0.00155265185240565,0.0479773884396526,0.00257387062997602,0.0246106618748128,0.00117166010835315,0.985324947589098,0.000924743217630368,1.06858340820605,0.00391922664414701,NA,NA,0.821653189577718,0.00687826920639673,0
300,1,"freqA_er","cat3",394,6,0,0.953525098702764,0.00191777399026152,0.0807533840947547,0.00320541156693942,0.0384306260575296,0.00139956303501523,0.973745064861816,0.00119100383632986,1.12664974619289,0.00534728111510471,NA,NA,0.748646362098139,0.00692129965726297,0
300,1,"freqA_er","ord",398,2,0,0.930415968732552,0.00208457735359802,0.11680388051368,0.00326719208266444,0.0517001675041876,0.00132966051790827,0.968123022520007,0.00113601743155396,1.22347850362926,0.00648364990346599,0.0701982132886655,0.00210982028167352,0.633807928531547,0.00712488813199592,0
300,1,"freqB","bin",371,29,0,0.971862833183588,0.00155602376040705,0.0483758610362384,0.00255899737662175,0.0241299790356394,0.00109435198118309,0.98628331835879,0.000877724657141257,1.07292602575621,0.00394852481575848,NA,NA,0.822192273135669,0.00670217356872114,0
300,1,"freqB","cat3",394,6,0,0.953172588832487,0.00191033534643561,0.0795190355329949,0.0030734939036821,0.0387253243090807,0.00134144711480294,0.977932882120699,0.001071569812429,1.13463056965595,0.0053047804913009,NA,NA,0.736999435984208,0.0074050627074926,0
300,1,"freqB","ord",398,2,0,0.929815745393635,0.00207726981488703,0.116690675600223,0.0032187356716878,0.0506825795644891,0.00133364507702924,0.969895775172157,0.00105863233527424,1.21878838637633,0.00636648475424872,0.0705750977107761,0.00208733409017599,0.63785594639866,0.00733464622808307,0
300,1,"freqB_er","bin",371,29,0,0.97235699311171,0.00153583161212942,0.0478987720874513,0.00255541638291277,0.024261755016472,0.00112502706842387,0.98607367475292,0.000871340797804008,1.06849356094639,0.00397188331077296,NA,NA,0.824348607367475,0.00687757521530732,0
300,1,"freqB_er","cat3",394,6,0,0.953652002256063,0.00192044190877387,0.0801546813310773,0.00316402613583267,0.0384475465313029,0.00139691108874631,0.973829667230682,0.00118501562537463,1.12459108855048,0.00524822641934334,NA,NA,0.752086858432036,0.00700590964356055,0
300,1,"freqB_er","ord",398,2,0,0.931560580681184,0.00207077279070473,0.116562953657175,0.00330999957534807,0.0519374651032942,0.00141471110292356,0.966741112972269,0.00121556216139994,1.20307091010609,0.00644167827790435,0.0690396426577331,0.00208257341040077,0.663260748185371,0.00697226441332864,0
300,1,"mode_floor","bin",371,29,0,0.733123689727463,0.0074807421566567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,1,"mode_floor","cat3",394,6,0,0.623871968415116,0.00859584734402307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,1,"mode_floor","ord",398,2,0,0.530550902661455,0.00783869552467983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
