"n","lambda","arm","trait","n_fits","n_fits_trait_absent","n_fits_missing","accuracy","accuracy_se","brier","brier_se","ece","ece_se","set_coverage","set_coverage_se","set_size","set_size_se","mae_class","mae_class_se","frac_unanimous","frac_unanimous_se","n_na_draws"
100,0.7,"bace_chain","ord",400,0,0,0.543291666666667,0.00752705442360384,0.584148333333333,0.00814337192191922,0.204348611111111,0.00356935108062864,0.908236111111111,0.00292514539523221,2.37158333333333,0.0206444313881631,0.558722222222222,0.00976543921316823,0.115833333333333,0.00692470042037939,0
100,0.7,"bace_resid","bin",400,0,0,0.766875,0.00587257618403674,0.34521375,0.0080635104445141,0.155295833333333,0.00367657485787156,0.94025,0.00250837846930084,1.499,0.00907733106660081,NA,NA,0.346416666666667,0.0088015409257573,0
100,0.7,"bace_resid","cat3",400,0,0,0.622569444444444,0.00732225453690973,0.539790500572173,0.00974171018817005,0.220355826083603,0.00471230718390595,0.91975,0.00279681550521361,2.04483333333333,0.0150536009730443,NA,NA,0.16075,0.0071690401832063,16523
100,0.7,"bace_resid","ord",400,0,0,0.542444444444444,0.0074341035923665,0.606828333333333,0.00852827289686798,0.220723611111111,0.003673958386998,0.885527777777778,0.00308755772440077,2.25925,0.0198310177983202,0.565347222222222,0.00980015545539645,0.135166666666667,0.00735520680281833,0
100,0.7,"freqA","bin",400,0,0,0.727375,0.00762940409491446,0.373116666666667,0.00775289008822734,0.134741666666667,0.00311062732133238,0.966333333333333,0.0022263328730945,1.72875,0.0148264436094107,NA,NA,0.16375,0.0111344588135916,0
100,0.7,"freqA","cat3",400,0,0,0.566041666666667,0.00827679625656123,0.558732083333333,0.0084103883771273,0.179833333333333,0.00341639921931425,0.938166666666667,0.00279683106270591,2.31516666666667,0.0225863838814917,NA,NA,0.0786666666666667,0.00673531902860986,0
100,0.7,"freqA","ord",400,0,0,0.487979166666667,0.00834288907680994,0.646504166666667,0.0080861614064877,0.186647222222222,0.00343088975312936,0.907777777777778,0.00310343864365918,2.74125,0.0271751384072273,0.658555555555556,0.011649841337151,0.0525,0.00545209639077506,0
100,0.7,"freqA_er","bin",400,0,0,0.695041666666667,0.00814721114212214,0.394184583333333,0.00791711549949483,0.139095833333333,0.00351394880637131,0.957666666666667,0.00258904359866309,1.66983333333333,0.0164248094805308,NA,NA,0.2345,0.0135615160416868,0
100,0.7,"freqA_er","cat3",400,0,0,0.5005,0.00986257210869842,0.61016,0.00865654917762946,0.187983333333333,0.00395142542374531,0.935791666666667,0.00360676208938482,2.4665,0.0298860723129644,NA,NA,0.127083333333333,0.00965822864373535,0
100,0.7,"freqA_er","ord",400,0,0,0.461979166666667,0.00905500824772006,0.673802916666667,0.00804084263742364,0.198009722222222,0.00366958507202317,0.9175,0.00304433269709359,2.95166666666667,0.0346987472859409,0.754555555555556,0.0149888636115238,0.0599166666666667,0.0057895164836017,0
100,0.7,"freqB","bin",400,0,0,0.7255,0.00764305233239461,0.378824166666667,0.00783989343403452,0.138725,0.00332094059605033,0.96175,0.00247276659452969,1.71083333333333,0.0154784796841722,NA,NA,0.187583333333333,0.0123818553467075,0
100,0.7,"freqB","cat3",400,0,0,0.567208333333333,0.00841072847545838,0.559305833333333,0.00847052479445293,0.180008333333333,0.00359062369162354,0.930291666666667,0.00300598050393389,2.27525,0.0234791477871993,NA,NA,0.101416666666667,0.0080309714026912,0
100,0.7,"freqB","ord",400,0,0,0.482256944444444,0.00852510968386161,0.655193333333333,0.008043341369894,0.196116666666667,0.00367325655887678,0.897097222222222,0.00329798267108607,2.67541666666667,0.0296267786696666,0.669152777777778,0.0120271490042755,0.0770833333333333,0.00681024253382617,0
100,0.7,"freqB_er","bin",400,0,0,0.687875,0.00854832299683401,0.402672083333333,0.00824972112658184,0.139095833333333,0.00351637494360496,0.9545,0.00275054740001359,1.65316666666667,0.0167783206549072,NA,NA,0.244166666666667,0.0138812217768202,0
100,0.7,"freqB_er","cat3",400,0,0,0.503125,0.00974516366244575,0.608774583333333,0.00851405885702069,0.185316666666667,0.0040630378957568,0.934,0.00370649365817551,2.45525,0.0300783435300661,NA,NA,0.127,0.00969370803636518,0
100,0.7,"freqB_er","ord",400,0,0,0.4604375,0.00894054873744641,0.675869583333333,0.00810469397819627,0.201593055555556,0.00383106299164593,0.912833333333333,0.00323713528205232,2.9295,0.0351765557211508,0.75875,0.0150328121143788,0.06525,0.00665322239834321,0
100,0.7,"mode_floor","bin",400,0,0,0.675583333333333,0.00784331093703587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.7,"mode_floor","cat3",400,0,0,0.523166666666667,0.00810518517576868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.7,"mode_floor","ord",400,0,0,0.434472222222222,0.0078415798946172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1,"bace","bin",328,32,40,0.932367886178862,0.00360207253208048,0.104362804878049,0.00508347439992059,0.0692784552845528,0.0023419459066696,0.983943089430894,0.00164082753520103,1.24603658536585,0.00741074228289185,NA,NA,0.584146341463415,0.00878379299227864,0
