"n","lambda","rho","arm","trait","n_fits","n_fits_trait_absent","n_fits_missing","accuracy","accuracy_se","brier","brier_se","ece","ece_se","set_coverage","set_coverage_se","set_size","set_size_se","mae_class","mae_class_se","frac_unanimous","frac_unanimous_se","n_na_draws"
100,0.7,0.5,"bace_chain","cat3",200,0,0,0.647166666666667,0.0101952212706671,0.493513019826031,0.0132980025578003,0.199018020729128,0.00604998069889502,0.937,0.00321862946858722,2.06216666666667,0.0226283515707037,NA,NA,0.170166666666667,0.010965143240096,8431
100,0.7,0.5,"bace_chain","ord",200,0,0,0.554513888888889,0.0104366862806551,0.567979166666667,0.0111494011337561,0.204738888888889,0.00459708891276485,0.915333333333333,0.00390902500073303,2.31116666666667,0.0279988409068537,0.527472222222222,0.0130406051169603,0.1245,0.0100874941233412,0
100,0.7,0.5,"bace_resid","bin",200,0,0,0.781083333333333,0.00785448114726146,0.324635,0.010732129549915,0.1483,0.00486793712335755,0.943166666666667,0.00351909126765472,1.47183333333333,0.012159597312898,NA,NA,0.3765,0.0124178989979004,0
100,0.7,0.5,"bace_resid","cat3",200,0,0,0.641888888888889,0.0104035485983475,0.509568360967818,0.0137210181443069,0.208133140512165,0.00661236098898901,0.92725,0.00365717039661577,2.01,0.0219218957719869,NA,NA,0.174833333333333,0.011026331359504,8113
100,0.7,0.5,"bace_resid","ord",200,0,0,0.559194444444444,0.0102376226376802,0.590205,0.0118054267696854,0.217619444444444,0.00496733135759209,0.889694444444444,0.00418850548891361,2.1835,0.0269758018619865,0.526888888888889,0.0127497957880124,0.152333333333333,0.010950143346443,0
100,0.7,0.5,"freqA","bin",200,0,0,0.72825,0.0106110078821339,0.373270833333333,0.0107362804716595,0.136975,0.00442147312027589,0.961833333333333,0.0035079673215698,1.7095,0.0210638039263068,NA,NA,0.176,0.0158918033506378,0
100,0.7,0.5,"freqA","cat3",200,0,0,0.568916666666667,0.0122055935749569,0.55127,0.0121818068277222,0.177141666666667,0.00498506112101291,0.942083333333333,0.00374161541712243,2.3125,0.0334924489602273,NA,NA,0.0858333333333333,0.010054117939872,0
100,0.7,0.5,"freqA","ord",200,0,0,0.490305555555556,0.0114716591293543,0.644491666666667,0.0112720041492398,0.180036111111111,0.00472532016078666,0.908361111111111,0.00417080522180973,2.732,0.0381252747104546,0.654388888888889,0.0161475353098135,0.0493333333333333,0.00770027590563431,0
100,0.7,0.5,"freqA_er","bin",200,0,0,0.708,0.011011110575864,0.3882275,0.0108693455799062,0.140975,0.00482188729468404,0.954166666666667,0.00379129965827386,1.64666666666667,0.0230891748318672,NA,NA,0.250333333333333,0.0190696364134844,0
100,0.7,0.5,"freqA_er","cat3",200,0,0,0.503083333333333,0.0144839952392443,0.602144166666667,0.0122878258444328,0.188233333333333,0.0050398695178664,0.936333333333333,0.0050080337468961,2.44466666666667,0.0436507124945767,NA,NA,0.135166666666667,0.0141839189461957,0
100,0.7,0.5,"freqA_er","ord",200,0,0,0.456680555555556,0.0128794702185177,0.677208333333333,0.0112096771469678,0.200152777777778,0.005040011348956,0.918833333333333,0.00432215734436358,2.94566666666667,0.0501267572489465,0.7545,0.0213622471070838,0.0615,0.00832444249335877,0
100,0.7,0.5,"freqB","bin",200,0,0,0.7265,0.0106909467693576,0.3777825,0.0107563455099333,0.139091666666667,0.00454608816170353,0.958833333333333,0.00379527388373966,1.6895,0.0222336929496104,NA,NA,0.198833333333333,0.0173484946899349,0
100,0.7,0.5,"freqB","cat3",200,0,0,0.569083333333333,0.0124589765132037,0.550625833333333,0.0122705367739657,0.180541666666667,0.00512629356827966,0.936333333333333,0.00383342436713697,2.28366666666667,0.0343081822303494,NA,NA,0.101333333333333,0.0116141195186852,0
100,0.7,0.5,"freqB","ord",200,0,0,0.478583333333333,0.0119965878772288,0.653993333333333,0.0111858476005992,0.196130555555556,0.00519971714630477,0.896222222222222,0.00478454456987423,2.66533333333333,0.0424986221736129,0.66675,0.0166882178503141,0.078,0.00996207212742544,0
100,0.7,0.5,"freqB_er","bin",200,0,0,0.695166666666667,0.0119167911227995,0.398376666666667,0.0114854228272597,0.140533333333333,0.00497993965776443,0.950833333333333,0.0040580482308477,1.63,0.0233429030387837,NA,NA,0.260666666666667,0.0194232300321022,0
100,0.7,0.5,"freqB_er","cat3",200,0,0,0.512083333333333,0.0143157431213575,0.599164166666667,0.0121236479601854,0.183908333333333,0.0055869178660799,0.93475,0.00506900663919546,2.42683333333333,0.0439504425626376,NA,NA,0.136833333333333,0.0140438761688068,0
100,0.7,0.5,"freqB_er","ord",200,0,0,0.454666666666667,0.0129849887322993,0.676915833333333,0.0114177787423443,0.204644444444444,0.00517689596927225,0.915,0.00458495098603994,2.93283333333333,0.0504039946282388,0.763,0.0218085605549973,0.0643333333333333,0.0096519844602082,0
100,0.7,0.5,"mode_floor","bin",200,0,0,0.6665,0.0112121252762577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.7,0.5,"mode_floor","cat3",200,0,0,0.52975,0.0119274968064134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.7,0.5,"mode_floor","ord",200,0,0,0.42975,0.0113641549929871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1,0,"bace","bin",173,15,12,0.932755298651252,0.00502769724363612,0.104105009633911,0.00715373677718448,0.0686994219653179,0.00331693288579598,0.984200385356455,0.00209137064128738,1.24662813102119,0.0105690147817187,NA,NA,0.583622350674374,0.0127408419607374,0
100,1,0,"bace","cat3",183,3,14,0.894687310261081,0.00586579235695572,0.160523786133053,0.00806353103387296,0.0896568046549648,0.00348861380365538,0.979417122040073,0.00219729238552059,1.49726775956284,0.0186138781672258,NA,NA,0.449180327868852,0.0131604204368601,3054
100,1,0,"bace","ord",186,0,14,0.870489844683393,0.0052286795624473,0.195260752688172,0.00712728251154616,0.103823178016726,0.00320333686685924,0.973864994026284,0.0024042949448431,1.52706093189964,0.0179429151916953,0.135215053763441,0.00568716698559275,0.37168458781362,0.0146798802531464,0
100,1,0,"bace_chain","bin",170,15,15,0.938627450980392,0.00454960568496776,0.097321568627451,0.00624479031455554,0.0688039215686275,0.00263371653037826,0.987843137254902,0.00177415577104466,1.28607843137255,0.0108203681711782,NA,NA,0.533921568627451,0.0120763627510309,0
100,1,0,"bace_chain","cat3",179,3,18,0.896803227808814,0.00599676170825491,0.158432518635211,0.00815984865712084,0.0899611558806951,0.00325946295242953,0.980912476722533,0.00210493935910949,1.52290502793296,0.0177340901828724,NA,NA,0.437057728119181,0.0126651421322436,3207
100,1,0,"bace_chain","ord",182,0,18,0.872741147741148,0.00539238971427175,0.194894688644689,0.00702644792712883,0.104362026862027,0.00291075824392059,0.976862026862027,0.00219557118291291,1.58205128205128,0.0184838313225384,0.131471306471306,0.0057196335785403,0.347619047619048,0.0150267532033139,0
100,1,0,"bace_resid","bin",173,15,12,0.932755298651252,0.00502769724363612,0.104105009633911,0.00715373677718448,0.0686994219653179,0.00331693288579598,0.984200385356455,0.00209137064128738,1.24662813102119,0.0105690147817187,NA,NA,0.583622350674374,0.0127408419607374,0
100,1,0,"bace_resid","cat3",183,3,14,0.894687310261081,0.00586579235695572,0.160523786133053,0.00806353103387296,0.0896568046549648,0.00348861380365538,0.979417122040073,0.00219729238552059,1.49726775956284,0.0186138781672258,NA,NA,0.449180327868852,0.0131604204368601,3054
