"set","tag","n","lambda","rho","seed","cluster","node","time","M","arms","realised_frac","wall_s_total","wall_s","n_errors","errors","R","BACE","MCMCglmm","Rphylopars","castor","git_hash","imputations_saved"
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s1",300,0.3,0,1,"fir","fc30655","2026-09-26 10:44:59",20,"bace;bace_chain;bace_resid",0.3,5433.906,"bace_fit=3101.2;bace_chain=2332.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s10",300,0.3,0,10,"fir","fc30646","2026-09-26 11:10:03",20,"bace;bace_chain;bace_resid",0.3,6714.737,"bace_fit=3700.7;bace_chain=3014.1",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s100",300,0.3,0,100,"fir","fc30642","2026-09-26 11:21:16",20,"bace;bace_chain;bace_resid",0.3,6725.281,"bace_fit=3821.1;bace_chain=2904.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s11",300,0.3,0,11,"fir","fc30655","2026-09-26 10:46:04",20,"bace;bace_chain;bace_resid",0.3,5276.465,"bace_fit=2981;bace_chain=2295.5",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s12",300,0.3,0,12,"fir","fc30656","2026-09-26 11:00:12",20,"bace;bace_chain;bace_resid",0.3,6123.841,"bace_fit=3520.9;bace_chain=2602.9",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s13",300,0.3,0,13,"fir","fc30508","2026-09-26 10:54:03",20,"bace;bace_chain;bace_resid",0.3,5755.691,"bace_fit=3191.2;bace_chain=2564.5",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s14",300,0.3,0,14,"fir","fc30508","2026-09-26 10:54:54",20,"bace;bace_chain;bace_resid",0.3,5806.101,"bace_fit=3219.1;bace_chain=2587",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s15",300,0.3,0,15,"fir","fc30509","2026-09-26 11:00:33",20,"bace;bace_chain;bace_resid",0.3,6145.555,"bace_fit=3382.8;bace_chain=2762.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s16",300,0.3,0,16,"fir","fc30512","2026-09-26 10:57:13",20,"bace;bace_chain;bace_resid",0.3,5945.521,"bace_fit=3324.1;bace_chain=2621.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s17",300,0.3,0,17,"fir","fc30515","2026-09-26 10:57:58",20,"bace;bace_chain;bace_resid",0.3,5989.206,"bace_fit=3301.5;bace_chain=2687.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s18",300,0.3,0,18,"fir","fc30518","2026-09-26 10:52:00",20,"bace;bace_chain;bace_resid",0.3,5631.588,"bace_fit=3172.4;bace_chain=2459.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s19",300,0.3,0,19,"fir","fc30519","2026-09-26 11:06:38",20,"bace;bace_chain;bace_resid",0.3,6509.687,"bace_fit=3734.6;bace_chain=2775.1",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s2",300,0.3,0,2,"fir","fc30524","2026-09-26 11:03:00",20,"bace;bace_chain;bace_resid",0.3,6515.287,"bace_fit=3676.9;bace_chain=2838.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s20",300,0.3,0,20,"fir","fc30519","2026-09-26 11:05:47",20,"bace;bace_chain;bace_resid",0.3,6459.028,"bace_fit=3702.5;bace_chain=2756.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s21",300,0.3,0,21,"fir","fc30521","2026-09-26 11:11:12",20,"bace;bace_chain;bace_resid",0.3,6783.567,"bace_fit=3772.7;bace_chain=3010.8",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s22",300,0.3,0,22,"fir","fc30521","2026-09-26 11:09:20",20,"bace;bace_chain;bace_resid",0.3,6671.668,"bace_fit=3730.6;bace_chain=2941",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s23",300,0.3,0,23,"fir","fc30521","2026-09-26 11:05:19",20,"bace;bace_chain;bace_resid",0.3,6430.929,"bace_fit=3598.6;bace_chain=2832.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s24",300,0.3,0,24,"fir","fc30521","2026-09-26 11:08:39",20,"bace;bace_chain;bace_resid",0.3,6631.031,"bace_fit=3728.9;bace_chain=2902.1",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s25",300,0.3,0,25,"fir","fc30524","2026-09-26 11:04:33",20,"bace;bace_chain;bace_resid",0.3,6385.434,"bace_fit=3598;bace_chain=2787.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s26",300,0.3,0,26,"fir","fc30524","2026-09-26 11:07:20",20,"bace;bace_chain;bace_resid",0.3,6552.459,"bace_fit=3705.9;bace_chain=2846.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s27",300,0.3,0,27,"fir","fc30550","2026-09-26 11:00:23",20,"bace;bace_chain;bace_resid",0.3,6134.801,"bace_fit=3426.3;bace_chain=2708.5",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s28",300,0.3,0,28,"fir","fc30550","2026-09-26 10:59:51",20,"bace;bace_chain;bace_resid",0.3,6103.114,"bace_fit=3407.3;bace_chain=2695.8",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s29",300,0.3,0,29,"fir","fc30550","2026-09-26 10:58:06",20,"bace;bace_chain;bace_resid",0.3,5997.173,"bace_fit=3329.5;bace_chain=2667.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s3",300,0.3,0,3,"fir","fc30524","2026-09-26 11:02:31",20,"bace;bace_chain;bace_resid",0.3,6486.006,"bace_fit=3658.8;bace_chain=2827.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s30",300,0.3,0,30,"fir","fc30402","2026-09-26 10:52:55",20,"bace;bace_chain;bace_resid",0.3,5686.91,"bace_fit=3190.4;bace_chain=2496.5",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s31",300,0.3,0,31,"fir","fc30420","2026-09-26 10:57:56",20,"bace;bace_chain;bace_resid",0.3,5988.216,"bace_fit=3365.9;bace_chain=2622.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s32",300,0.3,0,32,"fir","fc30420","2026-09-26 10:59:20",20,"bace;bace_chain;bace_resid",0.3,6072.497,"bace_fit=3422.1;bace_chain=2650.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s33",300,0.3,0,33,"fir","fc30446","2026-09-26 10:43:04",20,"bace;bace_chain;bace_resid",0.3,5096.929,"bace_fit=2822.3;bace_chain=2274.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s34",300,0.3,0,34,"fir","fc30446","2026-09-26 10:44:09",20,"bace;bace_chain;bace_resid",0.3,5161.283,"bace_fit=2881.6;bace_chain=2279.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s35",300,0.3,0,35,"fir","fc30446","2026-09-26 10:43:14",20,"bace;bace_chain;bace_resid",0.3,5106.63,"bace_fit=2843.8;bace_chain=2262.8",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s36",300,0.3,0,36,"fir","fc30501","2026-09-26 11:04:16",20,"bace;bace_chain;bace_resid",0.3,6368.213,"bace_fit=3580;bace_chain=2788.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s37",300,0.3,0,37,"fir","fc30501","2026-09-26 11:01:29",20,"bace;bace_chain;bace_resid",0.3,6200.952,"bace_fit=3474.5;bace_chain=2726.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s38",300,0.3,0,38,"fir","fc30120","2026-09-26 10:49:19",20,"bace;bace_chain;bace_resid",0.3,5471.469,"bace_fit=3059.6;bace_chain=2411.9",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s39",300,0.3,0,39,"fir","fc30120","2026-09-26 10:50:54",20,"bace;bace_chain;bace_resid",0.3,5566.275,"bace_fit=3115.8;bace_chain=2450.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s4",300,0.3,0,4,"fir","fc30359","2026-09-26 10:40:47",20,"bace;bace_chain;bace_resid",0.3,5181.824,"bace_fit=2929.6;bace_chain=2252.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s40",300,0.3,0,40,"fir","fc30132","2026-09-26 11:03:41",20,"bace;bace_chain;bace_resid",0.3,6332.89,"bace_fit=3540.1;bace_chain=2792.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s41",300,0.3,0,41,"fir","fc30132","2026-09-26 11:02:45",20,"bace;bace_chain;bace_resid",0.3,6276.04,"bace_fit=3501.3;bace_chain=2774.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s42",300,0.3,0,42,"fir","fc30212","2026-09-26 10:57:14",20,"bace;bace_chain;bace_resid",0.3,5946.186,"bace_fit=3319.9;bace_chain=2626.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s43",300,0.3,0,43,"fir","fc30262","2026-09-26 10:39:51",20,"bace;bace_chain;bace_resid",0.3,4903.156,"bace_fit=2719.9;bace_chain=2183.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s44",300,0.3,0,44,"fir","fc30651","2026-09-26 11:10:30",20,"bace;bace_chain;bace_resid",0.3,6521.322,"bace_fit=3673.5;bace_chain=2847.8",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s45",300,0.3,0,45,"fir","fc30660","2026-09-26 10:57:33",20,"bace;bace_chain;bace_resid",0.3,5744.424,"bace_fit=3213.1;bace_chain=2531.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s46",300,0.3,0,46,"fir","fc30666","2026-09-26 11:12:57",20,"bace;bace_chain;bace_resid",0.3,6668.143,"bace_fit=3779.1;bace_chain=2889",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s47",300,0.3,0,47,"fir","fc30514","2026-09-26 11:06:23",20,"bace;bace_chain;bace_resid",0.3,6274.198,"bace_fit=3522.7;bace_chain=2751.5",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s48",300,0.3,0,48,"fir","fc30514","2026-09-26 11:05:05",20,"bace;bace_chain;bace_resid",0.3,6195.133,"bace_fit=3476.7;bace_chain=2718.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s49",300,0.3,0,49,"fir","fc30516","2026-09-26 10:59:34",20,"bace;bace_chain;bace_resid",0.3,5864.86,"bace_fit=3279;bace_chain=2585.8",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s5",300,0.3,0,5,"fir","fc30402","2026-09-26 10:49:46",20,"bace;bace_chain;bace_resid",0.3,5721.152,"bace_fit=3200.8;bace_chain=2520.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s50",300,0.3,0,50,"fir","fc30520","2026-09-26 11:02:46",20,"bace;bace_chain;bace_resid",0.3,6056.52,"bace_fit=3534.1;bace_chain=2522.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s51",300,0.3,0,51,"fir","fc30520","2026-09-26 11:01:04",20,"bace;bace_chain;bace_resid",0.3,5954.892,"bace_fit=3465.9;bace_chain=2489",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s52",300,0.3,0,52,"fir","fc30521","2026-09-26 11:12:44",20,"bace;bace_chain;bace_resid",0.3,6654.682,"bace_fit=3708.7;bace_chain=2946",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s53",300,0.3,0,53,"fir","fc30524","2026-09-26 11:08:36",20,"bace;bace_chain;bace_resid",0.3,6407.666,"bace_fit=3616.5;bace_chain=2791.1",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s54",300,0.3,0,54,"fir","fc30524","2026-09-26 11:08:52",20,"bace;bace_chain;bace_resid",0.3,6423.044,"bace_fit=3620.9;bace_chain=2802.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s55",300,0.3,0,55,"fir","fc30524","2026-09-26 11:09:24",20,"bace;bace_chain;bace_resid",0.3,6455.148,"bace_fit=3646.9;bace_chain=2808.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s56",300,0.3,0,56,"fir","fc30524","2026-09-26 11:08:02",20,"bace;bace_chain;bace_resid",0.3,6373.321,"bace_fit=3598.3;bace_chain=2775",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s57",300,0.3,0,57,"fir","fc30543","2026-09-26 11:10:47",20,"bace;bace_chain;bace_resid",0.3,6538.386,"bace_fit=3664.9;bace_chain=2873.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s58",300,0.3,0,58,"fir","fc30543","2026-09-26 11:09:27",20,"bace;bace_chain;bace_resid",0.3,6458.294,"bace_fit=3621.7;bace_chain=2836.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s59",300,0.3,0,59,"fir","fc30543","2026-09-26 11:10:50",20,"bace;bace_chain;bace_resid",0.3,6541.102,"bace_fit=3667.4;bace_chain=2873.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s6",300,0.3,0,6,"fir","fc30446","2026-09-26 10:42:06",20,"bace;bace_chain;bace_resid",0.3,5260.821,"bace_fit=2955;bace_chain=2305.8",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s60",300,0.3,0,60,"fir","fc30543","2026-09-26 11:11:02",20,"bace;bace_chain;bace_resid",0.3,6553.58,"bace_fit=3669.6;bace_chain=2884",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s61",300,0.3,0,61,"fir","fc30548","2026-09-26 11:13:37",20,"bace;bace_chain;bace_resid",0.3,6707.888,"bace_fit=3756.6;bace_chain=2951.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s62",300,0.3,0,62,"fir","fc30548","2026-09-26 11:13:50",20,"bace;bace_chain;bace_resid",0.3,6721.208,"bace_fit=3762.8;bace_chain=2958.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s63",300,0.3,0,63,"fir","fc30548","2026-09-26 11:13:52",20,"bace;bace_chain;bace_resid",0.3,6722.702,"bace_fit=3764.4;bace_chain=2958.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s64",300,0.3,0,64,"fir","fc30548","2026-09-26 11:14:00",20,"bace;bace_chain;bace_resid",0.3,6730.914,"bace_fit=3772.2;bace_chain=2958.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s65",300,0.3,0,65,"fir","fc30359","2026-09-26 10:54:42",20,"bace;bace_chain;bace_resid",0.3,5573.663,"bace_fit=3095.3;bace_chain=2478.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s66",300,0.3,0,66,"fir","fc30359","2026-09-26 10:55:00",20,"bace;bace_chain;bace_resid",0.3,5591.495,"bace_fit=3101.2;bace_chain=2490.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s67",300,0.3,0,67,"fir","fc30359","2026-09-26 10:53:30",20,"bace;bace_chain;bace_resid",0.3,5501.612,"bace_fit=3047;bace_chain=2454.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s68",300,0.3,0,68,"fir","fc30410","2026-09-26 10:54:09",20,"bace;bace_chain;bace_resid",0.3,5540.037,"bace_fit=3104.6;bace_chain=2435.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s69",300,0.3,0,69,"fir","fc30448","2026-09-26 10:59:22",20,"bace;bace_chain;bace_resid",0.3,5853.711,"bace_fit=3301.3;bace_chain=2552.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s7",300,0.3,0,7,"fir","fc30269","2026-09-26 10:44:06",20,"bace;bace_chain;bace_resid",0.3,5381.103,"bace_fit=2968.9;bace_chain=2412.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s70",300,0.3,0,70,"fir","fc30448","2026-09-26 11:00:30",20,"bace;bace_chain;bace_resid",0.3,5921.193,"bace_fit=3336.4;bace_chain=2584.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s71",300,0.3,0,71,"fir","fc30448","2026-09-26 10:59:13",20,"bace;bace_chain;bace_resid",0.3,5843.67,"bace_fit=3290.8;bace_chain=2552.9",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s72",300,0.3,0,72,"fir","fc30601","2026-09-26 11:03:35",20,"bace;bace_chain;bace_resid",0.3,5884.228,"bace_fit=3304.3;bace_chain=2579.9",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s73",300,0.3,0,73,"fir","fc30644","2026-09-26 11:14:25",20,"bace;bace_chain;bace_resid",0.3,6532.962,"bace_fit=3744.9;bace_chain=2788.1",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s74",300,0.3,0,74,"fir","fc30644","2026-09-26 11:15:27",20,"bace;bace_chain;bace_resid",0.3,6595.627,"bace_fit=3792.6;bace_chain=2803",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s75",300,0.3,0,75,"fir","fc30644","2026-09-26 11:15:54",20,"bace;bace_chain;bace_resid",0.3,6622.084,"bace_fit=3794.9;bace_chain=2827.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s76",300,0.3,0,76,"fir","fc30646","2026-09-26 11:19:05",20,"bace;bace_chain;bace_resid",0.3,6813.546,"bace_fit=3763.5;bace_chain=3050",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s77",300,0.3,0,77,"fir","fc30646","2026-09-26 11:18:35",20,"bace;bace_chain;bace_resid",0.3,6784.012,"bace_fit=3770.9;bace_chain=3013.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s78",300,0.3,0,78,"fir","fc30646","2026-09-26 11:19:08",20,"bace;bace_chain;bace_resid",0.3,6816.497,"bace_fit=3788.2;bace_chain=3028.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s79",300,0.3,0,79,"fir","fc30509","2026-09-26 11:08:26",20,"bace;bace_chain;bace_resid",0.3,6174.424,"bace_fit=3402;bace_chain=2772.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s8",300,0.3,0,8,"fir","fc20566","2026-09-26 10:33:20",20,"bace;bace_chain;bace_resid",0.3,4734.498,"bace_fit=2643.4;bace_chain=2091.1",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s80",300,0.3,0,80,"fir","fc30547","2026-09-26 11:11:26",20,"bace;bace_chain;bace_resid",0.3,6354.59,"bace_fit=3586.1;bace_chain=2768.5",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s81",300,0.3,0,81,"fir","fc30547","2026-09-26 11:11:20",20,"bace;bace_chain;bace_resid",0.3,6348.334,"bace_fit=3575.2;bace_chain=2773.1",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s82",300,0.3,0,82,"fir","fc30547","2026-09-26 11:11:51",20,"bace;bace_chain;bace_resid",0.3,6379.292,"bace_fit=3591.3;bace_chain=2788",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s83",300,0.3,0,83,"fir","fc30420","2026-09-26 11:06:33",20,"bace;bace_chain;bace_resid",0.3,6061.287,"bace_fit=3417.5;bace_chain=2643.8",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s84",300,0.3,0,84,"fir","fc30427","2026-09-26 10:58:32",20,"bace;bace_chain;bace_resid",0.3,5580.261,"bace_fit=3133.9;bace_chain=2446.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s85",300,0.3,0,85,"fir","fc30117","2026-09-26 10:58:47",20,"bace;bace_chain;bace_resid",0.3,5595.624,"bace_fit=3120.6;bace_chain=2475",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s86",300,0.3,0,86,"fir","fc30167","2026-09-26 11:05:16",20,"bace;bace_chain;bace_resid",0.3,5984.016,"bace_fit=3339.5;bace_chain=2644.5",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l0.3_r0_mcar0.3_n300_M20_s87",300,0.3,0,87,"fir","fc30345","2026-09-26 11:04:04",20,"bace;bace_chain;bace_resid",0.3,5912.748,"bace_fit=3306.7;bace_chain=2606",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
