"set","tag","n","lambda","rho","seed","cluster","node","time","M","arms","realised_frac","wall_s_total","wall_s","n_errors","errors","R","BACE","MCMCglmm","Rphylopars","castor","git_hash","imputations_saved"
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s35",100,1,0.5,35,"fir","fc30604","2026-09-26 11:20:15",20,"bace;bace_chain;bace_resid",0.3,1761.245,"bace_fit=971.1;bace_chain=790.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s36",100,1,0.5,36,"fir","fc30605","2026-09-26 10:51:37",20,"bace;bace_chain;bace_resid",0.3,43.203,"bace_fit=43.2",1,"bace_fit","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s37",100,1,0.5,37,"fir","fc30609","2026-09-26 11:20:15",20,"bace;bace_chain;bace_resid",0.3,1762.113,"bace_fit=977.4;bace_chain=784.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s38",100,1,0.5,38,"fir","fc30610","2026-09-26 10:51:23",20,"bace;bace_chain;bace_resid",0.3,29.86,"bace_fit=29.9",1,"bace_fit","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s39",100,1,0.5,39,"fir","fc30618","2026-09-26 11:26:56",20,"bace;bace_chain;bace_resid",0.3,2162.218,"bace_fit=1208.6;bace_chain=953.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s4",100,1,0.5,4,"fir","fc30622","2026-09-26 11:19:19",20,"bace;bace_chain;bace_resid",0.3,1922.162,"bace_fit=1071.9;bace_chain=850.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s40",100,1,0.5,40,"fir","fc30618","2026-09-26 11:27:57",20,"bace;bace_chain;bace_resid",0.3,2223.722,"bace_fit=1243.2;bace_chain=980.5",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s41",100,1,0.5,41,"fir","fc30620","2026-09-26 11:22:32",20,"bace;bace_chain;bace_resid",0.3,1898.873,"bace_fit=1056.8;bace_chain=842.1",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s42",100,1,0.5,42,"fir","fc30620","2026-09-26 11:19:35",20,"bace;bace_chain;bace_resid",0.3,1721.588,"bace_fit=960.6;bace_chain=761",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s43",100,1,0.5,43,"fir","fc30624","2026-09-26 11:28:18",20,"bace;bace_chain;bace_resid",0.3,2244.78,"bace_fit=1235.2;bace_chain=1009.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s44",100,1,0.5,44,"fir","fc30628","2026-09-26 10:51:29",20,"bace;bace_chain;bace_resid",0.3,36.46,"bace_fit=36.5",1,"bace_fit","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s45",100,1,0.5,45,"fir","fc30628","2026-09-26 11:16:29",20,"bace;bace_chain;bace_resid",0.3,1535.865,"bace_fit=857.9;bace_chain=678",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s46",100,1,0.5,46,"fir","fc30628","2026-09-26 11:22:45",20,"bace;bace_chain;bace_resid",0.3,1912.075,"bace_fit=1072.2;bace_chain=839.8",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s47",100,1,0.5,47,"fir","fc30628","2026-09-26 11:21:53",20,"bace;bace_chain;bace_resid",0.3,1860.428,"bace_fit=1033.1;bace_chain=827.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s48",100,1,0.5,48,"fir","fc30628","2026-09-26 11:21:02",20,"bace;bace_chain;bace_resid",0.3,1809.378,"bace_fit=1012.7;bace_chain=796.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s49",100,1,0.5,49,"fir","fc30628","2026-09-26 11:21:12",20,"bace;bace_chain;bace_resid",0.3,1818.825,"bace_fit=1018.9;bace_chain=799.9",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s5",100,1,0.5,5,"fir","fc30623","2026-09-26 11:06:56",20,"bace;bace_chain;bace_resid",0.3,1179.617,"bace_fit=631.4;bace_chain=548.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s50",100,1,0.5,50,"fir","fc30629","2026-09-26 11:25:19",20,"bace;bace_chain;bace_resid",0.3,2065.511,"bace_fit=1160.8;bace_chain=904.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s51",100,1,0.5,51,"fir","fc30629","2026-09-26 11:18:51",20,"bace;bace_chain;bace_resid",0.3,1677.905,"bace_fit=945.3;bace_chain=732.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s52",100,1,0.5,52,"fir","fc30629","2026-09-26 11:27:14",20,"bace;bace_chain;bace_resid",0.3,2180.804,"bace_fit=1223.2;bace_chain=957.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s53",100,1,0.5,53,"fir","fc30629","2026-09-26 11:27:52",20,"bace;bace_chain;bace_resid",0.3,2218.82,"bace_fit=1244.4;bace_chain=974.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s54",100,1,0.5,54,"fir","fc30629","2026-09-26 11:26:54",20,"bace;bace_chain;bace_resid",0.3,2160.498,"bace_fit=1210.1;bace_chain=950.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s55",100,1,0.5,55,"fir","fc30629","2026-09-26 11:27:39",20,"bace;bace_chain;bace_resid",0.3,2206.398,"bace_fit=1237.5;bace_chain=968.9",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s56",100,1,0.5,56,"fir","fc30633","2026-09-26 10:52:13",20,"bace;bace_chain;bace_resid",0.3,80.399,"bace_fit=80.4",1,"bace_fit","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s57",100,1,0.5,57,"fir","fc30634","2026-09-26 11:17:36",20,"bace;bace_chain;bace_resid",0.3,1603.108,"bace_fit=888.8;bace_chain=714.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s58",100,1,0.5,58,"fir","fc30634","2026-09-26 11:24:56",20,"bace;bace_chain;bace_resid",0.3,2042.831,"bace_fit=1136.6;bace_chain=906.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s59",100,1,0.5,59,"fir","fc30634","2026-09-26 10:51:37",20,"bace;bace_chain;bace_resid",0.3,44.174,"bace_fit=44.2",1,"bace_fit","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s6",100,1,0.5,6,"fir","fc30623","2026-09-26 11:13:23",20,"bace;bace_chain;bace_resid",0.3,1566.424,"bace_fit=825.2;bace_chain=741.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s60",100,1,0.5,60,"fir","fc30640","2026-09-26 10:51:37",20,"bace;bace_chain;bace_resid",0.3,44.015,"bace_fit=44",1,"bace_fit","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s61",100,1,0.5,61,"fir","fc30640","2026-09-26 11:16:14",20,"bace;bace_chain;bace_resid",0.3,1521.301,"bace_fit=825.1;bace_chain=696.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s62",100,1,0.5,62,"fir","fc30640","2026-09-26 11:24:12",20,"bace;bace_chain;bace_resid",0.3,1998.598,"bace_fit=1084.3;bace_chain=914.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s63",100,1,0.5,63,"fir","fc30640","2026-09-26 11:14:21",20,"bace;bace_chain;bace_resid",0.3,1407.693,"bace_fit=765;bace_chain=642.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s64",100,1,0.5,64,"fir","fc30640","2026-09-26 11:15:38",20,"bace;bace_chain;bace_resid",0.3,1484.718,"bace_fit=807.6;bace_chain=677.1",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s65",100,1,0.5,65,"fir","fc30640","2026-09-26 11:25:12",20,"bace;bace_chain;bace_resid",0.3,2058.875,"bace_fit=1129.6;bace_chain=929.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s66",100,1,0.5,66,"fir","fc30642","2026-09-26 11:26:23",20,"bace;bace_chain;bace_resid",0.3,2129.788,"bace_fit=1185;bace_chain=944.8",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s67",100,1,0.5,67,"fir","fc30642","2026-09-26 11:18:55",20,"bace;bace_chain;bace_resid",0.3,1682.196,"bace_fit=933.8;bace_chain=748.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s68",100,1,0.5,68,"fir","fc30642","2026-09-26 11:27:07",20,"bace;bace_chain;bace_resid",0.3,2173.474,"bace_fit=1209.4;bace_chain=964.1",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s69",100,1,0.5,69,"fir","fc30644","2026-09-26 11:20:56",20,"bace;bace_chain;bace_resid",0.3,1802.799,"bace_fit=1060.8;bace_chain=742",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s7",100,1,0.5,7,"fir","fc30624","2026-09-26 10:51:04",20,"bace;bace_chain;bace_resid",0.3,227.154,"bace_fit=227.2",1,"bace_fit","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s70",100,1,0.5,70,"fir","fc30644","2026-09-26 11:13:47",20,"bace;bace_chain;bace_resid",0.3,1373.122,"bace_fit=1196;bace_chain=177.1",1,"bace_chain","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s71",100,1,0.5,71,"fir","fc30644","2026-09-26 11:16:50",20,"bace;bace_chain;bace_resid",0.3,1557.045,"bace_fit=909.7;bace_chain=647.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s72",100,1,0.5,72,"fir","fc30644","2026-09-26 11:24:54",20,"bace;bace_chain;bace_resid",0.3,2040.139,"bace_fit=1205;bace_chain=835.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s73",100,1,0.5,73,"fir","fc30644","2026-09-26 11:16:25",20,"bace;bace_chain;bace_resid",0.3,1531.237,"bace_fit=889.7;bace_chain=641.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s74",100,1,0.5,74,"fir","fc30606","2026-09-26 11:23:19",20,"bace;bace_chain;bace_resid",0.3,1723.183,"bace_fit=954.4;bace_chain=768.8",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s75",100,1,0.5,75,"fir","fc30606","2026-09-26 11:21:13",20,"bace;bace_chain;bace_resid",0.3,1597.405,"bace_fit=885;bace_chain=712.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s76",100,1,0.5,76,"fir","fc30609","2026-09-26 10:55:18",20,"bace;bace_chain;bace_resid",0.3,43.276,"bace_fit=43.3",1,"bace_fit","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s77",100,1,0.5,77,"fir","fc30609","2026-09-26 10:55:16",20,"bace;bace_chain;bace_resid",0.3,40.463,"bace_fit=40.5",1,"bace_fit","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s78",100,1,0.5,78,"fir","fc30609","2026-09-26 11:23:15",20,"bace;bace_chain;bace_resid",0.3,1719.391,"bace_fit=957.4;bace_chain=762",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s79",100,1,0.5,79,"fir","fc30609","2026-09-26 10:55:06",20,"bace;bace_chain;bace_resid",0.3,31.095,"bace_fit=31.1",1,"bace_fit","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s8",100,1,0.5,8,"fir","fc30624","2026-09-26 10:48:04",20,"bace;bace_chain;bace_resid",0.3,47.445,"bace_fit=47.4",1,"bace_fit","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s80",100,1,0.5,80,"fir","fc30620","2026-09-26 11:22:52",20,"bace;bace_chain;bace_resid",0.3,1696.486,"bace_fit=948.9;bace_chain=747.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s81",100,1,0.5,81,"fir","fc30624","2026-09-26 11:32:50",20,"bace;bace_chain;bace_resid",0.3,2294.17,"bace_fit=1276.7;bace_chain=1017.5",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s82",100,1,0.5,82,"fir","fc30624","2026-09-26 11:16:47",20,"bace;bace_chain;bace_resid",0.3,1330.439,"bace_fit=730.5;bace_chain=599.9",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s83",100,1,0.5,83,"fir","fc30624","2026-09-26 11:22:02",20,"bace;bace_chain;bace_resid",0.3,1645.35,"bace_fit=902.6;bace_chain=742.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s84",100,1,0.5,84,"fir","fc30624","2026-09-26 11:32:40",20,"bace;bace_chain;bace_resid",0.3,2283.511,"bace_fit=1272.4;bace_chain=1011.1",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s85",100,1,0.5,85,"fir","fc30628","2026-09-26 11:24:46",20,"bace;bace_chain;bace_resid",0.3,1810.479,"bace_fit=1023.1;bace_chain=787.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s86",100,1,0.5,86,"fir","fc30629","2026-09-26 10:55:14",20,"bace;bace_chain;bace_resid",0.3,37.844,"bace_fit=37.8",1,"bace_fit","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s87",100,1,0.5,87,"fir","fc30630","2026-09-26 11:16:19",20,"bace;bace_chain;bace_resid",0.3,1302.518,"bace_fit=722.9;bace_chain=579.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s88",100,1,0.5,88,"fir","fc30630","2026-09-26 11:30:28",20,"bace;bace_chain;bace_resid",0.3,2152.229,"bace_fit=1203.8;bace_chain=948.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s89",100,1,0.5,89,"fir","fc30630","2026-09-26 11:29:33",20,"bace;bace_chain;bace_resid",0.3,2096.519,"bace_fit=1173.7;bace_chain=922.8",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s9",100,1,0.5,9,"fir","fc30624","2026-09-26 11:17:35",20,"bace;bace_chain;bace_resid",0.3,1818.362,"bace_fit=987.6;bace_chain=830.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s90",100,1,0.5,90,"fir","fc30630","2026-09-26 11:28:03",20,"bace;bace_chain;bace_resid",0.3,2007.035,"bace_fit=1123.1;bace_chain=883.9",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s91",100,1,0.5,91,"fir","fc30630","2026-09-26 11:30:00",20,"bace;bace_chain;bace_resid",0.3,2123.948,"bace_fit=1187.6;bace_chain=936.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s92",100,1,0.5,92,"fir","fc30630","2026-09-26 11:28:30",20,"bace;bace_chain;bace_resid",0.3,2033.679,"bace_fit=1130.2;bace_chain=903.5",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s93",100,1,0.5,93,"fir","fc30633","2026-09-26 10:55:07",20,"bace;bace_chain;bace_resid",0.3,31.13,"bace_fit=31.1",1,"bace_fit","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s94",100,1,0.5,94,"fir","fc30633","2026-09-26 11:22:08",20,"bace;bace_chain;bace_resid",0.3,1652.114,"bace_fit=928.5;bace_chain=723.7",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s95",100,1,0.5,95,"fir","fc30633","2026-09-26 11:09:47",20,"bace;bace_chain;bace_resid",0.3,911.43,"bace_fit=877;bace_chain=34.4",1,"bace_chain","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s96",100,1,0.5,96,"fir","fc30633","2026-09-26 11:16:32",20,"bace;bace_chain;bace_resid",0.3,1315.736,"bace_fit=742.6;bace_chain=573.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s97",100,1,0.5,97,"fir","fc30633","2026-09-26 11:22:16",20,"bace;bace_chain;bace_resid",0.3,1659.974,"bace_fit=938.6;bace_chain=721.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s98",100,1,0.5,98,"fir","fc30633","2026-09-26 11:21:23",20,"bace;bace_chain;bace_resid",0.3,1607.185,"bace_fit=909.6;bace_chain=697.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n100_M20_s99",100,1,0.5,99,"fir","fc30633","2026-09-26 11:24:37",20,"bace;bace_chain;bace_resid",0.3,1801.365,"bace_fit=1010.4;bace_chain=791",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s1",300,1,0.5,1,"fir","fc30124","2026-09-26 11:17:46",20,"bace;bace_chain;bace_resid",0.3,3835.163,"bace_fit=2019.7;bace_chain=1815.5",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s10",300,1,0.5,10,"fir","fc30137","2026-09-26 11:39:54",20,"bace;bace_chain;bace_resid",0.3,5162.164,"bace_fit=2889.8;bace_chain=2272.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s100",300,1,0.5,100,"fir","fc30410","2026-09-26 11:57:07",20,"bace;bace_chain;bace_resid",0.3,5301.921,"bace_fit=2948.5;bace_chain=2353.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s11",300,1,0.5,11,"fir","fc30137","2026-09-26 11:11:08",20,"bace;bace_chain;bace_resid",0.3,3436.961,"bace_fit=1932.8;bace_chain=1504.1",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s12",300,1,0.5,12,"fir","fc30140","2026-09-26 11:47:57",20,"bace;bace_chain;bace_resid",0.3,5645.752,"bace_fit=3129.2;bace_chain=2516.5",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s13",300,1,0.5,13,"fir","fc30144","2026-09-26 11:30:40",20,"bace;bace_chain;bace_resid",0.3,4609.093,"bace_fit=2577.9;bace_chain=2031.2",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s14",300,1,0.5,14,"fir","fc30144","2026-09-26 11:10:16",20,"bace;bace_chain;bace_resid",0.3,3385.3,"bace_fit=1901.9;bace_chain=1483.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s15",300,1,0.5,15,"fir","fc30146","2026-09-26 11:42:32",20,"bace;bace_chain;bace_resid",0.3,5321.068,"bace_fit=2978.1;bace_chain=2342.9",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s16",300,1,0.5,16,"fir","fc30148","2026-09-26 11:56:04",20,"bace;bace_chain;bace_resid",0.3,6132.661,"bace_fit=3428.4;bace_chain=2704.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s17",300,1,0.5,17,"fir","fc30162","2026-09-26 11:35:12",20,"bace;bace_chain;bace_resid",0.3,4880.762,"bace_fit=2731.9;bace_chain=2148.8",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s18",300,1,0.5,18,"fir","fc30162","2026-09-26 11:17:25",20,"bace;bace_chain;bace_resid",0.3,3814.494,"bace_fit=2143.5;bace_chain=1671",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s19",300,1,0.5,19,"fir","fc30162","2026-09-26 11:38:12",20,"bace;bace_chain;bace_resid",0.3,5061.212,"bace_fit=2836.2;bace_chain=2225",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s2",300,1,0.5,2,"fir","fc30124","2026-09-26 11:36:18",20,"bace;bace_chain;bace_resid",0.3,4946.758,"bace_fit=2647.2;bace_chain=2299.6",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s20",300,1,0.5,20,"fir","fc30172","2026-09-26 11:40:05",20,"bace;bace_chain;bace_resid",0.3,5174.05,"bace_fit=2903.9;bace_chain=2270.1",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s21",300,1,0.5,21,"fir","fc30204","2026-09-26 11:26:06",20,"bace;bace_chain;bace_resid",0.3,4335.469,"bace_fit=2427.7;bace_chain=1907.8",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s22",300,1,0.5,22,"fir","fc30204","2026-09-26 11:46:22",20,"bace;bace_chain;bace_resid",0.3,5551.165,"bace_fit=3098.8;bace_chain=2452.3",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
"bace","rubin_types_mixed_BM_l1_r0.5_mcar0.3_n300_M20_s23",300,1,0.5,23,"fir","fc30204","2026-09-26 11:44:22",20,"bace;bace_chain;bace_resid",0.3,5431.283,"bace_fit=3026.8;bace_chain=2404.4",0,"","4.5.0","0.1.0","2.36",NA,NA,"55a0998",TRUE
