"dgp","n","lambda","rho","evo","miss","frac","trait","arm","n_reps","n_cells","ece","ece_mcse"
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"cat3","gnn_off",200,6000,0.0798814326327911,0.00789698164336811
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"cat3","gnn_off",200,18000,0.0897493311758749,0.00689791162220701
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"cat3","gnn_off",200,60000,0.0797638400174237,0.00551513802039942
"types_mixed",100,1,0.5,"BM","mcar",0.3,"cat3","gnn_off",200,6000,0.236635867929815,0.00924106403812356
"types_mixed",300,1,0.5,"BM","mcar",0.3,"cat3","gnn_off",200,18000,0.304181671709315,0.00517458270779761
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"cat3","gnn_off",200,60000,0.322217844564438,0.00415952662437464
"types_mixed",100,0.3,0,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,6000,0.101075000061264,0.00749732143129348
"types_mixed",300,0.3,0,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,18000,0.077473349935566,0.00531317385478424
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,60000,0.0633259198060112,0.00445665233464566
"types_mixed",100,0.7,0,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,6000,0.0673348500014356,0.00925314135798214
"types_mixed",300,0.7,0,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,18000,0.0523159333451075,0.00593035661820372
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,60000,0.0522832099666783,0.00581746330245579
"types_mixed",100,1,0,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,6000,0.241615142294378,0.00837795495204276
"types_mixed",300,1,0,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,18000,0.294289900475668,0.00637099329438951
"types_mixed",1000,1,0,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,60000,0.327656688121795,0.00461276222989436
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,6000,0.108173083463844,0.00861691320964039
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,18000,0.0730188946349788,0.00543337453594041
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,60000,0.0618760199320393,0.00454634964795152
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,6000,0.0541547457836153,0.00872010490279695
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,18000,0.0514933382343412,0.00560502742047598
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,60000,0.0599503248385349,0.00579914432091808
"types_mixed",100,1,0.5,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,6000,0.248000175398885,0.00795324669715191
"types_mixed",300,1,0.5,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,18000,0.310584378072576,0.00536387858182273
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"cat3","gnn_off_rphylopars",200,60000,0.32784052361064,0.0035591276444871
"types_mixed",100,0.3,0,"BM","mcar",0.3,"cat3","gnn_on",200,6000,0.102116028523799,0.00768781040088428
"types_mixed",300,0.3,0,"BM","mcar",0.3,"cat3","gnn_on",200,18000,0.0841773292644743,0.00606839641013813
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"cat3","gnn_on",200,60000,0.0727871928115136,0.0048208114323457
"types_mixed",100,0.7,0,"BM","mcar",0.3,"cat3","gnn_on",200,6000,0.0675081632635207,0.00955989889051363
"types_mixed",300,0.7,0,"BM","mcar",0.3,"cat3","gnn_on",200,18000,0.0760203367013162,0.00629724676928144
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"cat3","gnn_on",200,60000,0.0636855969579546,0.00503422781200243
"types_mixed",100,1,0,"BM","mcar",0.3,"cat3","gnn_on",200,6000,0.225206611341441,0.00862087503530523
"types_mixed",300,1,0,"BM","mcar",0.3,"cat3","gnn_on",200,18000,0.263166305747082,0.00761348868565072
"types_mixed",1000,1,0,"BM","mcar",0.3,"cat3","gnn_on",200,60000,0.305645835865182,0.0059329660770217
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"cat3","gnn_on",200,6000,0.107447432845857,0.00845095362762518
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"cat3","gnn_on",200,18000,0.0827981638100204,0.00659178800877942
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"cat3","gnn_on",200,60000,0.0735449925159138,0.00410275480015307
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"cat3","gnn_on",200,6000,0.0715041126237607,0.00821560685808268
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"cat3","gnn_on",200,18000,0.0804736526065691,0.00670639296505865
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"cat3","gnn_on",200,60000,0.0780746312143591,0.00528266069868572
"types_mixed",100,1,0.5,"BM","mcar",0.3,"cat3","gnn_on",200,6000,0.21554106887378,0.00821083210249231
"types_mixed",300,1,0.5,"BM","mcar",0.3,"cat3","gnn_on",200,18000,0.276966978930499,0.00703638447438698
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"cat3","gnn_on",200,60000,0.310758264479774,0.00576752211040688
"types_mixed",100,0.3,0,"BM","mcar",0.3,"cat3","gnn_on_full",200,6000,0.102840197747791,0.00768658689885887
"types_mixed",300,0.3,0,"BM","mcar",0.3,"cat3","gnn_on_full",200,18000,0.0846435434036791,0.00629235606559557
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"cat3","gnn_on_full",200,60000,0.0724900461575609,0.00475785497509732
"types_mixed",100,0.7,0,"BM","mcar",0.3,"cat3","gnn_on_full",200,6000,0.0633069773907636,0.00923478557674118
"types_mixed",300,0.7,0,"BM","mcar",0.3,"cat3","gnn_on_full",200,18000,0.0782890430233498,0.00704043855576163
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"cat3","gnn_on_full",200,60000,0.0658060406581397,0.00510147005925869
"types_mixed",100,1,0,"BM","mcar",0.3,"cat3","gnn_on_full",185,5550,0.238015268747096,0.00937317865601676
"types_mixed",300,1,0,"BM","mcar",0.3,"cat3","gnn_on_full",186,16740,0.283234495911976,0.00577827357728523
"types_mixed",1000,1,0,"BM","mcar",0.3,"cat3","gnn_on_full",191,57300,0.321940685946444,0.00420217860996508
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"cat3","gnn_on_full",200,6000,0.109193050440484,0.0084400396437781
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"cat3","gnn_on_full",200,18000,0.0842177799468101,0.00633740104345152
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"cat3","gnn_on_full",200,60000,0.07311848743561,0.0046472037269931
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"cat3","gnn_on_full",200,6000,0.0754175370247928,0.00791240109429935
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"cat3","gnn_on_full",200,18000,0.0807245283669908,0.00688973832009546
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"cat3","gnn_on_full",200,60000,0.0801004382787692,0.00505753675813693
"types_mixed",100,1,0.5,"BM","mcar",0.3,"cat3","gnn_on_full",183,5490,0.229114389995811,0.00886800799080561
"types_mixed",300,1,0.5,"BM","mcar",0.3,"cat3","gnn_on_full",185,16650,0.304316429722,0.0055764957796614
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"cat3","gnn_on_full",193,57900,0.32443312827502,0.00327482712884051
"types_mixed",100,0.3,0,"BM","mcar",0.3,"ord","bace",100,3000,0.18915,0.0104513285787301
"types_mixed",300,0.3,0,"BM","mcar",0.3,"ord","bace",100,9000,0.1267,0.00687555513547545
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"ord","bace",100,30000,0.11381,0.00348692257981308
"types_mixed",100,0.7,0,"BM","mcar",0.3,"ord","bace",100,3000,0.170430952380952,0.0117511306086663
"types_mixed",300,0.7,0,"BM","mcar",0.3,"ord","bace",100,9000,0.09305,0.00518910216360657
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"ord","bace",100,30000,0.0788576190476189,0.00353030477652606
"types_mixed",100,1,0,"BM","mcar",0.3,"ord","bace",100,3000,0.0264666666666666,0.0067406733346208
"types_mixed",300,1,0,"BM","mcar",0.3,"ord","bace",100,9000,0.0126320105820106,0.00345767701091163
"types_mixed",1000,1,0,"BM","mcar",0.3,"ord","bace",100,30000,0.00714057142857155,0.00214771336104219
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"ord","bace",100,3000,0.20515,0.00969946221570399
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"ord","bace",100,9000,0.113816666666667,0.00561059605182875
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"ord","bace",100,30000,0.0805566666666668,0.00327906025428664
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"ord","bace",98,2940,0.164812925170068,0.0125331360643804
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"ord","bace",99,8910,0.0829886163219497,0.00520842445500267
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"ord","bace",100,30000,0.0552957142857142,0.00331713104259755
"types_mixed",100,1,0.5,"BM","mcar",0.3,"ord","bace",100,3000,0.0368595238095238,0.00728742202551962
"types_mixed",300,1,0.5,"BM","mcar",0.3,"ord","bace",100,9000,0.0180441798941799,0.00344973389776044
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"ord","bace",100,30000,0.0112316666666666,0.00193154313747074
"types_mixed",100,0.3,0,"BM","mcar",0.3,"ord","floor",200,6000,0.0348571428571429,0.00576848658705082
"types_mixed",300,0.3,0,"BM","mcar",0.3,"ord","floor",200,18000,0.0106269841269841,0.00295814567531978
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"ord","floor",200,60000,0.00930714285714294,0.00171171978342322
"types_mixed",100,0.7,0,"BM","mcar",0.3,"ord","floor",200,6000,0.028952380952381,0.00562589266255141
"types_mixed",300,0.7,0,"BM","mcar",0.3,"ord","floor",200,18000,0.0128095238095238,0.00347831710860741
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"ord","floor",200,60000,0.00596904761904751,0.00183756295025342
"types_mixed",100,1,0,"BM","mcar",0.3,"ord","floor",200,6000,0.0225000000000001,0.00479880548193896
"types_mixed",300,1,0,"BM","mcar",0.3,"ord","floor",200,18000,0.0144206349206349,0.00324901450688501
"types_mixed",1000,1,0,"BM","mcar",0.3,"ord","floor",200,60000,0.00365952380952405,0.00161123900712726
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"ord","floor",200,6000,0.0383333333333334,0.00624621627967028
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"ord","floor",200,18000,0.0223968253968255,0.00337117839022557
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"ord","floor",200,60000,0.00571428571428561,0.00176482058319839
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"ord","floor",200,6060,0.0281329561527582,0.00596982373776683
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"ord","floor",200,18090,0.0168743583668957,0.00318751667957926
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"ord","floor",200,60000,0.00553809523809506,0.00176593825830616
"types_mixed",100,1,0.5,"BM","mcar",0.3,"ord","floor",200,6000,0.0277142857142857,0.00573336268325929
"types_mixed",300,1,0.5,"BM","mcar",0.3,"ord","floor",200,18000,0.00771428571428562,0.00309649724947429
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"ord","floor",200,60000,0.00505952380952394,0.00159534910754367
"types_mixed",100,0.3,0,"BM","mcar",0.3,"ord","freq",200,6000,0.0415347692465378,0.00632458010360394
"types_mixed",300,0.3,0,"BM","mcar",0.3,"ord","freq",200,18000,0.0191510216987059,0.00335954731932681
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"ord","freq",200,60000,0.0151814177912234,0.00232477280506893
"types_mixed",100,0.7,0,"BM","mcar",0.3,"ord","freq",200,6000,0.0849017714497142,0.00744297345502637
"types_mixed",300,0.7,0,"BM","mcar",0.3,"ord","freq",200,18000,0.0635016622066892,0.00500531572276777
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"ord","freq",200,60000,0.061445820515039,0.00308433839004955
"types_mixed",100,1,0,"BM","mcar",0.3,"ord","freq",200,6000,0.0349901703614401,0.00523266812681569
"types_mixed",300,1,0,"BM","mcar",0.3,"ord","freq",200,18000,0.0284418218063657,0.00455138937025157
"types_mixed",1000,1,0,"BM","mcar",0.3,"ord","freq",200,60000,0.0148524846699853,0.00154905309402473
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"ord","freq",200,6000,0.0399406108759234,0.00581131370134078
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"ord","freq",200,18000,0.02940328641681,0.00346599362126862
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"ord","freq",200,60000,0.0123791694196189,0.00194590542268199
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"ord","freq",200,6000,0.097239676759262,0.00805697934751712
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"ord","freq",200,18000,0.0755322266670621,0.00456219034480032
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"ord","freq",200,60000,0.0593461750517448,0.00339453170065642
"types_mixed",100,1,0.5,"BM","mcar",0.3,"ord","freq",200,6000,0.0485425962440177,0.00765598571526016
"types_mixed",300,1,0.5,"BM","mcar",0.3,"ord","freq",200,18000,0.0254303201334025,0.00246234324373371
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"ord","freq",200,60000,0.0152350477546927,0.00120353646282868
"types_mixed",100,0.3,0,"BM","mcar",0.3,"ord","freq_lambda",200,6000,0.0410574240066802,0.00585686730061594
"types_mixed",300,0.3,0,"BM","mcar",0.3,"ord","freq_lambda",200,18000,0.0190284871681232,0.0030916212115062
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"ord","freq_lambda",200,60000,0.0153832999049261,0.00205942927717474
"types_mixed",100,0.7,0,"BM","mcar",0.3,"ord","freq_lambda",200,6000,0.0852695323079026,0.00847859097660872
"types_mixed",300,0.7,0,"BM","mcar",0.3,"ord","freq_lambda",200,18000,0.0637225554016249,0.00506688584155826
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"ord","freq_lambda",200,60000,0.0614268997785977,0.00299422633495253
"types_mixed",100,1,0,"BM","mcar",0.3,"ord","freq_lambda",200,6000,0.0349748333882174,0.00546202203999866
"types_mixed",300,1,0,"BM","mcar",0.3,"ord","freq_lambda",200,18000,0.0285346181332269,0.00442803420314186
"types_mixed",1000,1,0,"BM","mcar",0.3,"ord","freq_lambda",200,60000,0.0152840830878716,0.00156505767169382
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"ord","freq_lambda",200,6000,0.0384373781568049,0.00606666872539364
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"ord","freq_lambda",200,18000,0.0301263476245225,0.00370492210234205
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"ord","freq_lambda",200,60000,0.0122466639722513,0.00222288633691259
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"ord","freq_lambda",200,6000,0.0962952013202676,0.00838312262393522
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"ord","freq_lambda",200,18000,0.0753467328663458,0.00428741762738413
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"ord","freq_lambda",200,60000,0.0593980128995362,0.00342789186697616
"types_mixed",100,1,0.5,"BM","mcar",0.3,"ord","freq_lambda",200,6000,0.0517684623439132,0.0074513775149838
"types_mixed",300,1,0.5,"BM","mcar",0.3,"ord","freq_lambda",200,18000,0.0255358526599755,0.00261346405585594
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"ord","freq_lambda",200,60000,0.0158431396646882,0.0011207325328587
"types_mixed",100,1,0,"BM","mcar",0.3,"ord","gnn_on",15,450,0.073015873015873,0.0137902688578662
"types_mixed",300,1,0,"BM","mcar",0.3,"ord","gnn_on",14,1260,0.0760090702947846,0.0154414120771537
"types_mixed",1000,1,0,"BM","mcar",0.3,"ord","gnn_on",9,2700,0.184095238095238,0.0311209977223906
"types_mixed",100,1,0.5,"BM","mcar",0.3,"ord","gnn_on",17,510,0.110812324929972,0.0182896976221754
"types_mixed",300,1,0.5,"BM","mcar",0.3,"ord","gnn_on",15,1350,0.0627513227513228,0.0163040420852581
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"ord","gnn_on",7,2100,0.102448979591837,0.0273482638424367
"types_mixed",100,0.3,0,"BM","mcar",0.1,"bin","bace",100,1000,0.15755,0.0143252569565736
"types_mixed",1000,0.3,0,"BM","mcar",0.1,"bin","bace",97,9700,0.0474793814432989,0.00433489694357552
"types_mixed",100,1,0,"BM","mcar",0.1,"bin","bace",100,1000,0.0154944444444444,0.00829481671456803
"types_mixed",1000,1,0,"BM","mcar",0.1,"bin","bace",71,7100,0.0109384976525822,0.0033759151941619
"types_mixed",100,0.3,0.5,"BM","mcar",0.1,"bin","bace",100,1000,0.1258,0.0154082156815755
"types_mixed",1000,0.3,0.5,"BM","mcar",0.1,"bin","bace",79,7900,0.0269050632911392,0.0032330715495919
"types_mixed",100,1,0.5,"BM","mcar",0.1,"bin","bace",100,1000,0.0288777777777778,0.00733917204026341
"types_mixed",1000,1,0.5,"BM","mcar",0.1,"bin","bace",100,10000,0.00889766666666666,0.002619186532521
"types_mixed",100,0.3,0,"OU","mcar",0.1,"bin","bace",100,1000,0.176,0.0175582481011606
"types_mixed",1000,0.3,0,"OU","mcar",0.1,"bin","bace",65,6500,0.0459692307692308,0.00463711851623044
"types_mixed",100,1,0,"OU","mcar",0.1,"bin","bace",100,1000,0.0230444444444445,0.00670082473814609
"types_mixed",1000,1,0,"OU","mcar",0.1,"bin","bace",70,7000,0.00703492063492067,0.00281523610238297
"types_mixed",100,0.3,0.5,"OU","mcar",0.1,"bin","bace",100,1000,0.11595,0.0130191532441041
"types_mixed",1000,0.3,0.5,"OU","mcar",0.1,"bin","bace",65,6500,0.0282692307692308,0.00368878592332465
"types_mixed",100,1,0.5,"OU","mcar",0.1,"bin","bace",100,1000,0.0270888888888889,0.00746564426776249
"types_mixed",1000,1,0.5,"OU","mcar",0.1,"bin","bace",68,6800,0.00733349673202618,0.00229128279906826
"types_mixed",100,0.3,0,"BM","clade",0.3,"bin","bace",100,3004,0.120938748335553,0.00895003515906502
"types_mixed",1000,0.3,0,"BM","clade",0.3,"bin","bace",30,9024,0.0524213209219858,0.00582785428713218
"types_mixed",100,1,0,"BM","clade",0.3,"bin","bace",100,3004,0.028572614432969,0.00994408082121943
"types_mixed",1000,1,0,"BM","clade",0.3,"bin","bace",30,9024,0.0757813753243591,0.0254425133031319
"types_mixed",100,0.3,0.5,"BM","clade",0.3,"bin","bace",100,3004,0.128561917443409,0.0104329179749297
"types_mixed",1000,0.3,0.5,"BM","clade",0.3,"bin","bace",30,9024,0.0862034574468085,0.00616555599668295
"types_mixed",100,1,0.5,"BM","clade",0.3,"bin","bace",100,3004,0.0457777484305608,0.0149759606336094
"types_mixed",1000,1,0.5,"BM","clade",0.3,"bin","bace",30,9024,0.0487894583793946,0.0163192635088554
"types_mixed",100,0.3,0,"OU","clade",0.3,"bin","bace",100,3004,0.115529294274301,0.00917096076012847
"types_mixed",1000,0.3,0,"OU","clade",0.3,"bin","bace",30,9024,0.0628102836879432,0.00762169000009188
"types_mixed",100,1,0,"OU","clade",0.3,"bin","bace",100,3004,0.0273822358747236,0.00818153399827774
"types_mixed",1000,1,0,"OU","clade",0.3,"bin","bace",32,9626,0.0283280684018145,0.0135482086427607
"types_mixed",100,0.3,0.5,"OU","clade",0.3,"bin","bace",100,3004,0.1383655126498,0.0102204308696422
"types_mixed",1000,0.3,0.5,"OU","clade",0.3,"bin","bace",30,9024,0.0762300531914894,0.0053911091057479
"types_mixed",100,1,0.5,"OU","clade",0.3,"bin","bace",100,3004,0.0671728788002936,0.0128266615184167
"types_mixed",1000,1,0.5,"OU","clade",0.3,"bin","bace",32,9628,0.043443885165821,0.0202364152145451
"types_mixed",100,0.3,0,"BM","mar",0.3,"bin","bace",100,2914,0.191952642415923,0.00997729349060099
"types_mixed",1000,0.3,0,"BM","mar",0.3,"bin","bace",83,25042,0.0697947448286877,0.00381818247196772
"types_mixed",100,1,0,"BM","mar",0.3,"bin","bace",100,2936,0.0208795167481202,0.00734251147768967
"types_mixed",1000,1,0,"BM","mar",0.3,"bin","bace",82,24608,0.030057269662012,0.0140639681441526
"types_mixed",100,0.3,0.5,"BM","mar",0.3,"bin","bace",100,2906,0.160633172746043,0.0107504061977349
"types_mixed",1000,0.3,0.5,"BM","mar",0.3,"bin","bace",41,12438,0.0515034571474515,0.00391598232303554
"types_mixed",100,1,0.5,"BM","mar",0.3,"bin","bace",100,2952,0.0368954513338908,0.0115086289230217
"types_mixed",1000,1,0.5,"BM","mar",0.3,"bin","bace",60,18154,0.0343386169428387,0.0151759613693036
"types_mixed",100,0.3,0,"OU","mar",0.3,"bin","bace",100,2923,0.179062606910708,0.00853771721735986
"types_mixed",1000,0.3,0,"OU","mar",0.3,"bin","bace",65,19603,0.0692266489822987,0.00403020518742619
"types_mixed",100,1,0,"OU","mar",0.3,"bin","bace",100,2949,0.0268811693385964,0.00677847115585953
"types_mixed",1000,1,0,"OU","mar",0.3,"bin","bace",73,22072,0.017750031707922,0.00806624545560228
"types_mixed",100,0.3,0.5,"OU","mar",0.3,"bin","bace",100,2912,0.153966346153846,0.00935210577226598
"types_mixed",1000,0.3,0.5,"OU","mar",0.3,"bin","bace",65,19658,0.0474361583070506,0.00263739631855112
"types_mixed",100,1,0.5,"OU","mar",0.3,"bin","bace",100,2897,0.0298803107707427,0.00768613286130999
"types_mixed",1000,1,0.5,"OU","mar",0.3,"bin","bace",69,20873,0.0194849227428884,0.00634729569792743
"types_mixed",100,0.3,0,"OU","mcar",0.3,"bin","bace",100,3000,0.174183333333333,0.00890242058901189
"types_mixed",1000,0.3,0,"OU","mcar",0.3,"bin","bace",86,25800,0.0802112403100776,0.0032722166187276
"types_mixed",100,1,0,"OU","mcar",0.3,"bin","bace",100,3000,0.0231142857142857,0.00447308652771679
"types_mixed",1000,1,0,"OU","mcar",0.3,"bin","bace",71,21300,0.00585989268946997,0.00168620911575778
"types_mixed",100,0.3,0.5,"OU","mcar",0.3,"bin","bace",100,3000,0.16095,0.00825374249369034
"types_mixed",1000,0.3,0.5,"OU","mcar",0.3,"bin","bace",74,22200,0.0509617117117117,0.00296265955051769
"types_mixed",100,1,0.5,"OU","mcar",0.3,"bin","bace",100,3000,0.0260809523809524,0.00585819405623947
"types_mixed",1000,1,0.5,"OU","mcar",0.3,"bin","bace",68,20400,0.00676120448179254,0.00125679707863331
"types_mixed",100,0.3,0,"BM","mcar",0.1,"bin","floor",200,2000,0.0275555555555556,0.00911012414477006
"types_mixed",1000,0.3,0,"BM","mcar",0.1,"bin","floor",200,20000,0.00833888888888887,0.00298120133275285
"types_mixed",100,1,0,"BM","mcar",0.1,"bin","floor",200,2000,0.0239444444444444,0.00692375006440886
"types_mixed",1000,1,0,"BM","mcar",0.1,"bin","floor",200,20000,0.00989444444444442,0.00229992995450163
"types_mixed",100,0.3,0.5,"BM","mcar",0.1,"bin","floor",200,2000,0.0316666666666667,0.0079210300453894
"types_mixed",1000,0.3,0.5,"BM","mcar",0.1,"bin","floor",200,20000,0.01065,0.0028640098773753
"types_mixed",100,1,0.5,"BM","mcar",0.1,"bin","floor",200,2000,0.0203333333333333,0.00649638032306775
"types_mixed",1000,1,0.5,"BM","mcar",0.1,"bin","floor",200,20000,0.00674444444444445,0.00221615355031288
"types_mixed",100,0.3,0,"OU","mcar",0.1,"bin","floor",200,2000,0.0246111111111111,0.00720337074435643
"types_mixed",1000,0.3,0,"OU","mcar",0.1,"bin","floor",200,20000,0.0107611111111112,0.00286150528243238
"types_mixed",100,1,0,"OU","mcar",0.1,"bin","floor",200,2000,0.0160555555555556,0.00688714648427234
"types_mixed",1000,1,0,"OU","mcar",0.1,"bin","floor",200,20000,0.0083111111111111,0.00283343649966543
"types_mixed",100,0.3,0.5,"OU","mcar",0.1,"bin","floor",200,2000,0.04,0.00865841024904811
"types_mixed",1000,0.3,0.5,"OU","mcar",0.1,"bin","floor",200,20000,0.0081388888888889,0.00279077306033716
"types_mixed",100,1,0.5,"OU","mcar",0.1,"bin","floor",200,2000,0.0227222222222222,0.00770324610426265
"types_mixed",1000,1,0.5,"OU","mcar",0.1,"bin","floor",200,20000,0.0111333333333334,0.00273096335633618
"types_mixed",100,0.3,0,"BM","clade",0.3,"bin","floor",200,5997,0.0390933464614674,0.00750603358588353
"types_mixed",1000,0.3,0,"BM","clade",0.3,"bin","floor",200,59938,0.0251477186024623,0.00630196193674458
"types_mixed",100,1,0,"BM","clade",0.3,"bin","floor",200,5997,0.0333057589061108,0.00984897088531167
"types_mixed",1000,1,0,"BM","clade",0.3,"bin","floor",200,59938,0.0560117049175847,0.0124129589892251
"types_mixed",100,0.3,0.5,"BM","clade",0.3,"bin","floor",200,5997,0.0360796713951499,0.00796472930313424
"types_mixed",1000,0.3,0.5,"BM","clade",0.3,"bin","floor",200,59938,0.0186464240752794,0.00538225044619596
"types_mixed",100,1,0.5,"BM","clade",0.3,"bin","floor",200,5997,0.052461406331812,0.0123433382671538
"types_mixed",1000,1,0.5,"BM","clade",0.3,"bin","floor",200,59938,0.0514268302544915,0.0135146892260153
"types_mixed",100,0.3,0,"OU","clade",0.3,"bin","floor",200,5997,0.0394695708142756,0.00776969485488967
"types_mixed",1000,0.3,0,"OU","clade",0.3,"bin","floor",200,59938,0.0300002907744767,0.00605071414622858
"types_mixed",100,1,0,"OU","clade",0.3,"bin","floor",200,5997,0.0686124632243422,0.0122145695122074
"types_mixed",1000,1,0,"OU","clade",0.3,"bin","floor",200,59938,0.0664100999457616,0.0123236225558161
"types_mixed",100,0.3,0.5,"OU","clade",0.3,"bin","floor",200,5997,0.0396469482081468,0.0071230341788759
"types_mixed",1000,0.3,0.5,"OU","clade",0.3,"bin","floor",200,59938,0.0253227441548008,0.00593582018891533
"types_mixed",100,1,0.5,"OU","clade",0.3,"bin","floor",200,5997,0.050306239490988,0.0111282470626919
"types_mixed",1000,1,0.5,"OU","clade",0.3,"bin","floor",200,59938,0.0583878968777094,0.0111595462437742
"types_mixed",100,0.3,0,"BM","mar",0.3,"bin","floor",200,5890,0.0405722197006928,0.00911617277666105
"types_mixed",1000,0.3,0,"BM","mar",0.3,"bin","floor",200,60586,0.0329574713283697,0.00676613347109
"types_mixed",100,1,0,"BM","mar",0.3,"bin","floor",200,5929,0.0470075797981931,0.0120161846464565
"types_mixed",1000,1,0,"BM","mar",0.3,"bin","floor",200,60322,0.0507161530329273,0.0107623967836538
"types_mixed",100,0.3,0.5,"BM","mar",0.3,"bin","floor",200,5872,0.0534341889238754,0.0092447329212476
"types_mixed",1000,0.3,0.5,"BM","mar",0.3,"bin","floor",200,60484,0.0325571746505057,0.0068024905434418
"types_mixed",100,1,0.5,"BM","mar",0.3,"bin","floor",200,5967,0.0506198882305737,0.0126300246654237
"types_mixed",1000,1,0.5,"BM","mar",0.3,"bin","floor",200,60214,0.0536807755472696,0.0112100234651013
"types_mixed",100,0.3,0,"OU","mar",0.3,"bin","floor",200,5897,0.0586341765229622,0.00950368487773883
"types_mixed",1000,0.3,0,"OU","mar",0.3,"bin","floor",200,60439,0.0373131121327315,0.00624139558018248
"types_mixed",100,1,0,"OU","mar",0.3,"bin","floor",200,5925,0.0538902391681854,0.0115655525745462
