"dgp","n","lambda","rho","evo","miss","frac","trait","metric","arm","reference","n_common_seeds","mean_diff","mcse_diff"
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off_rphylopars","freq",200,-0.118451871483417,0.0189588125679164
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on","freq",200,-0.116367810562275,0.0196749436772913
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","bace","freq",100,-0.208645970485399,0.0292893725940174
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off","freq",200,-0.105276320803582,0.0198232689549974
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","floor","freq",200,-0.114149334406531,0.0196619992754552
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on_full","freq",200,-0.118909550754898,0.01955148545886
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","freq_lambda","freq",200,-0.305157756096531,0.0173523951675605
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on","freq",200,-0.105659685305956,0.0160610140445204
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","freq_lambda","freq",200,-0.309445852239728,0.0153533498136181
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off","freq",200,-0.0992476362031555,0.0159673322453525
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on_full","freq",200,-0.108579766603721,0.0160734092628886
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","floor","freq",200,-0.095996219289391,0.0161789297543109
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","bace","freq",100,-0.29379671814908,0.0229956538660748
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off_rphylopars","freq",200,-0.136286994701943,0.0152107525990073
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off_rphylopars","freq",200,-0.139790945618064,0.0107779947197225
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on","freq",200,-0.0806878074659084,0.01132034048075
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off","freq",200,-0.0829300355835472,0.0113126040095144
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","bace","freq",100,-0.272962308886538,0.0127713534148472
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","freq_lambda","freq",200,-0.283621135833477,0.0110004813524922
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on_full","freq",200,-0.0798410502483097,0.0114664364228204
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"c2","zRMSE","floor","freq",200,-0.0618899887934978,0.0119417276385294
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off","freq",200,-0.00384049438088163,0.0172527876799592
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","bace","freq",100,-0.13283550616443,0.0289439320100414
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on","freq",200,-0.0259200005481307,0.0175393384529729
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","freq_lambda","freq",200,-0.215366501779244,0.0152725656705383
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","floor","freq",200,0.130894410390052,0.0212549622264836
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off_rphylopars","freq",200,-0.00331775487710144,0.0163028250748479
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on_full","freq",200,-0.0316999644081854,0.0171716978569195
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off_rphylopars","freq",200,-0.0650807371283778,0.0114288830618437
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","floor","freq",200,0.127793054773825,0.0166210871023069
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on","freq",200,-0.0440854071510592,0.0129295475412002
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","bace","freq",100,-0.200067427680361,0.0197632062560901
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off","freq",200,-0.0300925039561574,0.0131677301866659
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on_full","freq",200,-0.0473236919733594,0.0128993526866959
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","freq_lambda","freq",200,-0.231671663469286,0.0127457199609834
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on","freq",200,-0.0124919263719779,0.00868683757458164
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","freq_lambda","freq",200,-0.212253956193616,0.00867843623061255
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off_rphylopars","freq",200,-0.0702975715609073,0.00771117542633158
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on_full","freq",200,-0.0103953156507635,0.00870736926222204
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","bace","freq",100,-0.191715368071339,0.0108197570098227
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","floor","freq",200,0.168104377674567,0.0135408066244313
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off","freq",200,-0.0111543597919154,0.00864838673455307
"types_mixed",100,1,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off_rphylopars","freq",200,-0.0438873712607489,0.0150212754101724
"types_mixed",100,1,0.5,"BM","mcar",0.3,"c2","zRMSE","freq_lambda","freq",200,0.000625235402685696,0.000429802174829574
"types_mixed",100,1,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on_full","freq",183,0.0361287871872833,0.00457516975014389
"types_mixed",100,1,0.5,"BM","mcar",0.3,"c2","zRMSE","floor","freq",200,0.739685173314025,0.0204656876919629
"types_mixed",100,1,0.5,"BM","mcar",0.3,"c2","zRMSE","bace","freq",100,0.46010924180043,0.0425647275135612
"types_mixed",100,1,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on","freq",200,0.0598674071532828,0.00646809739941873
"types_mixed",100,1,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off","freq",200,-0.0167895132391363,0.0156817723579783
"types_mixed",300,1,0.5,"BM","mcar",0.3,"c2","zRMSE","bace","freq",100,0.418467475300301,0.0444886176338527
"types_mixed",300,1,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off_rphylopars","freq",200,-0.0538181115543135,0.0156671676180162
"types_mixed",300,1,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off","freq",200,-0.0406040614118375,0.0151212347570645
"types_mixed",300,1,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on","freq",200,0.039864583274401,0.00371396851672078
"types_mixed",300,1,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on_full","freq",185,0.0184340797799795,0.00224702840070639
"types_mixed",300,1,0.5,"BM","mcar",0.3,"c2","zRMSE","freq_lambda","freq",200,-1.78302484992083e-05,0.0001012035550176
"types_mixed",300,1,0.5,"BM","mcar",0.3,"c2","zRMSE","floor","freq",200,0.808262304160068,0.0178307688863605
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"c2","zRMSE","floor","freq",200,0.892048872617401,0.0125487136420797
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"c2","zRMSE","freq_lambda","freq",200,0.000123927910437033,2.68790174510891e-05
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"c2","zRMSE","bace","freq",100,0.387000978015325,0.0454184005033643
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on","freq",200,0.0244409227616884,0.00128583552852017
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off","freq",200,-0.0221529653903988,0.0121178083008829
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_on_full","freq",193,0.0103871519160313,0.000707288593853315
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"c2","zRMSE","gnn_off_rphylopars","freq",200,-0.0321971205696849,0.0120903803341119
"types_mixed",100,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,0.0356173579481038,0.00994271490261548
"types_mixed",100,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,0.0626442551133174,0.028941041639771
"types_mixed",100,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",100,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,0.0212649229912548,0.00747739238019653
"types_mixed",100,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,0.0212713638251255,0.00737579440820048
"types_mixed",100,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",200,0.0224687496215541,0.00778933778660008
"types_mixed",100,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0253113350974505,0.00421279779106737
"types_mixed",300,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",300,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,0.0225697828336222,0.0235737918968697
"types_mixed",300,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,0.0120296358849194,0.00574926354781942
"types_mixed",300,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,0.0105200686511293,0.00574959384984292
"types_mixed",300,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0212208882301407,0.00436896585654137
"types_mixed",300,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",200,0.0100779173125384,0.00577381809581916
"types_mixed",300,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,0.00459347286580572,0.00588204551604339
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",200,0.0142040846883054,0.00391513403357752
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,0.014054265877167,0.00395342837236629
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,0.0124623928709413,0.00398419902686094
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.0199823793190686,0.0155104751484158
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0189760633671882,0.00313642475276293
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,0.0143220071892588,0.00390793373594453
"types_mixed",100,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,0.0195069980532,0.0339836922334246
"types_mixed",100,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,0.0227738326607872,0.0143451868216696
"types_mixed",100,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,-0.0550731994501412,0.0111104891895406
"types_mixed",100,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",100,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",200,-0.053979157145595,0.0117159740524754
"types_mixed",100,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.036817029945498,0.00548163795021649
"types_mixed",100,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,-0.0482111385599156,0.0118711911332735
"types_mixed",300,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,-0.0773660271725349,0.00975977298392303
"types_mixed",300,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",200,-0.0795025246363181,0.00984487397695423
"types_mixed",300,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,-0.0561175556472251,0.00926190632583638
"types_mixed",300,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,-0.0799153382432705,0.00993411694574767
"types_mixed",300,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0444683780547616,0.00683527584045099
"types_mixed",300,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.132841514366691,0.0238151588392956
"types_mixed",300,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",200,-0.0843407380729866,0.00979483042528291
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0423367474242976,0.00775898490671599
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,-0.0636900551880454,0.00903875014040333
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,-0.0849964118519273,0.00953706806440655
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,-0.0849713226355049,0.00970005660092966
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.163265425360528,0.0182069164926173
"types_mixed",100,1,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,-0.0805334507996846,0.0188255053771356
"types_mixed",100,1,0,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.131485798822524,0.0219087695214797
"types_mixed",100,1,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",185,-0.23726290921734,0.0181177994789257
"types_mixed",100,1,0,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0449057608157262,0.00777405332767559
"types_mixed",100,1,0,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",100,1,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,-0.233717193612969,0.0171710413727728
"types_mixed",100,1,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,-0.211924811539548,0.0170290668948354
"types_mixed",300,1,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,-0.132910924756056,0.0173281934271422
"types_mixed",300,1,0,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",300,1,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,-0.24242823032601,0.0166895788023631
"types_mixed",300,1,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,-0.249576765428163,0.0164944099965664
"types_mixed",300,1,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",186,-0.262003809621277,0.0173666580302587
"types_mixed",300,1,0,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0508578363994157,0.00908253870751563
"types_mixed",300,1,0,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.147226224125883,0.026489199581253
"types_mixed",1000,1,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,-0.179124390934945,0.016258835126411
"types_mixed",1000,1,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,-0.269303149326159,0.0179971996510025
"types_mixed",1000,1,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,-0.271554666247559,0.0172811762329116
"types_mixed",1000,1,0,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0655073201659401,0.0114491213785112
"types_mixed",1000,1,0,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.241446920141865,0.0298219508701396
"types_mixed",1000,1,0,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",1000,1,0,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",191,-0.283730947527495,0.018350222936689
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,0.0378266452958036,0.0160154556446595
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,0.0185449875029159,0.00759377567973039
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0264207719327424,0.00512949846268152
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.0160005809361036,0.0245393816733121
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,0.0100785136553962,0.0093381686913941
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",200,0.00873081790541845,0.00936735385656442
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,0.0137375521694488,0.004467626486054
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,0.00593774706538779,0.00491440555275729
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",200,0.0129730518382487,0.00463150583015255
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0194607286836384,0.00325982104041179
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.115548459727756,0.0124715801561172
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,0.0149085468960934,0.0045224402669156
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.140304364031344,0.0068734313060333
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,0.0144116122302176,0.00456459925999081
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,0.0138602040406525,0.00468598758360595
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0201057312062835,0.00394545749572111
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,0.000680827797195317,0.00508151535778362
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",200,0.0132880790654228,0.00469494794321295
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,0.00104205429747438,0.0207695113224829
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0380847807062104,0.00641214637731605
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",200,-0.0669012075909279,0.0118345895013192
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,-0.0553480706184873,0.0114715282647259
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.0857374485076545,0.0256715136715817
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,-0.0664863655677091,0.0119874854178418
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,-0.0697702425049062,0.00833376382692803
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0352663503309454,0.00486151582211117
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.190246469553355,0.014794673233719
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,-0.0382037086247035,0.00871633879318071
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",200,-0.071800758440307,0.00863612894473693
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,-0.0634614271393271,0.0082129251325368
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,-0.0801601830121094,0.00771498239054164
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.216029892829655,0.0116167382569598
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,-0.0845036076975228,0.00822196543110494
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0375445981131237,0.0047181334787935
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",200,-0.0844832169809343,0.0082107971176533
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,-0.0759818117701196,0.00783422655291811
"types_mixed",100,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",100,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,-0.0519625564061991,0.0225231235901771
"types_mixed",100,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.128247453366356,0.0295886419848688
"types_mixed",100,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,-0.237567199243494,0.0200669525418215
"types_mixed",100,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",183,-0.259193551482117,0.0214973535933933
"types_mixed",100,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0487083178476134,0.00952981169747662
"types_mixed",100,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,-0.240305248318686,0.0202555994847974
"types_mixed",300,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,-0.115622842884521,0.018203753665277
"types_mixed",300,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.201965834435676,0.0257514330051217
"types_mixed",300,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,-0.240502303210334,0.0149754465527657
"types_mixed",300,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.0542486437373515,0.00830106373215042
"types_mixed",300,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",185,-0.25425795221873,0.0160194228315943
"types_mixed",300,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",300,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,-0.235663534728919,0.0156590804275651
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off_rphylopars","freq",200,-0.180329717172843,0.0174569472573274
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","bace","freq",100,-0.241762061690406,0.0254349739375569
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","floor","freq",200,-0.063780111718465,0.00894196360983994
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on_full","freq",193,-0.287861833330554,0.0159453003626961
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_on","freq",200,-0.277290895934659,0.0157976129670102
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","freq_lambda","freq",200,0,0
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"cnt","zRMSE","gnn_off","freq",200,-0.273807353291953,0.014951448142278
"types_mixed",100,0.3,0,"BM","mcar",0.3,"prp","zRMSE","bace","freq",100,-0.215903651781583,0.0209209316718525
"types_mixed",100,0.3,0,"BM","mcar",0.3,"prp","zRMSE","gnn_on_full","freq",200,-0.241310370386101,0.0167572032634791
"types_mixed",100,0.3,0,"BM","mcar",0.3,"prp","zRMSE","gnn_off","freq",200,-0.239864509968429,0.0168301303841471
"types_mixed",100,0.3,0,"BM","mcar",0.3,"prp","zRMSE","freq_lambda","freq",200,-0.332489662789542,0.0148800092641091
"types_mixed",100,0.3,0,"BM","mcar",0.3,"prp","zRMSE","floor","freq",200,-0.254051691395879,0.0166982152399469
"types_mixed",100,0.3,0,"BM","mcar",0.3,"prp","zRMSE","gnn_off_rphylopars","freq",200,-0.242621454751747,0.0171132212628653
"types_mixed",100,0.3,0,"BM","mcar",0.3,"prp","zRMSE","gnn_on","freq",200,-0.244140458657208,0.0167445109281626
"types_mixed",300,0.3,0,"BM","mcar",0.3,"prp","zRMSE","floor","freq",200,-0.215321889403543,0.0135827696082845
"types_mixed",300,0.3,0,"BM","mcar",0.3,"prp","zRMSE","bace","freq",100,-0.287050622809716,0.0193877085078253
"types_mixed",300,0.3,0,"BM","mcar",0.3,"prp","zRMSE","gnn_off","freq",200,-0.211490108639192,0.0133807839477037
"types_mixed",300,0.3,0,"BM","mcar",0.3,"prp","zRMSE","freq_lambda","freq",200,-0.334541295023995,0.0125182771242532
"types_mixed",300,0.3,0,"BM","mcar",0.3,"prp","zRMSE","gnn_off_rphylopars","freq",200,-0.224393294190954,0.0129367668615312
"types_mixed",300,0.3,0,"BM","mcar",0.3,"prp","zRMSE","gnn_on","freq",200,-0.207446883631134,0.013649313101483
"types_mixed",300,0.3,0,"BM","mcar",0.3,"prp","zRMSE","gnn_on_full","freq",200,-0.208013476531683,0.0135100769071066
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"prp","zRMSE","gnn_on_full","freq",200,-0.192941415575111,0.00908256875636906
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"prp","zRMSE","freq_lambda","freq",200,-0.306634762754199,0.00848531492710291
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"prp","zRMSE","gnn_off_rphylopars","freq",200,-0.213947460268597,0.00823224520030556
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"prp","zRMSE","gnn_on","freq",200,-0.194250495868439,0.0090553247110508
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"prp","zRMSE","gnn_off","freq",200,-0.197167696961039,0.00895073003218995
