"dgp","n","lambda","rho","evo","miss","frac","arm","trait","metric","reps","mean","mcse"
"types_mixed",300,0.3,0,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",100,0.7,0,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",300,0.7,0,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",100,1,0,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",300,1,0,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",1000,1,0,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",100,1,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",300,1,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","ord","brier",200,NA,NA
"types_mixed",100,0.3,0,"BM","mcar",0.3,"gnn_on","ord","brier",200,NA,NA
"types_mixed",300,0.3,0,"BM","mcar",0.3,"gnn_on","ord","brier",200,NA,NA
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"gnn_on","ord","brier",200,NA,NA
"types_mixed",100,0.7,0,"BM","mcar",0.3,"gnn_on","ord","brier",200,NA,NA
"types_mixed",300,0.7,0,"BM","mcar",0.3,"gnn_on","ord","brier",200,NA,NA
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"gnn_on","ord","brier",200,NA,NA
"types_mixed",100,1,0,"BM","mcar",0.3,"gnn_on","ord","brier",200,0.416036281179138,0.0402016404864983
"types_mixed",300,1,0,"BM","mcar",0.3,"gnn_on","ord","brier",200,0.480349854227405,0.0509838446866418
"types_mixed",1000,1,0,"BM","mcar",0.3,"gnn_on","ord","brier",200,0.607055479969766,0.0245187001121353
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"gnn_on","ord","brier",200,NA,NA
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"gnn_on","ord","brier",200,NA,NA
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"gnn_on","ord","brier",200,NA,NA
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"gnn_on","ord","brier",200,NA,NA
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"gnn_on","ord","brier",200,NA,NA
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"gnn_on","ord","brier",200,NA,NA
"types_mixed",100,1,0.5,"BM","mcar",0.3,"gnn_on","ord","brier",200,0.509827931172469,0.0409852389413859
"types_mixed",300,1,0.5,"BM","mcar",0.3,"gnn_on","ord","brier",200,0.485428067523306,0.0446911791206349
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"gnn_on","ord","brier",200,0.443195140913508,0.0782232353467587
"types_mixed",100,0.3,0,"BM","mcar",0.3,"gnn_on_full","ord","brier",200,NA,NA
"types_mixed",300,0.3,0,"BM","mcar",0.3,"gnn_on_full","ord","brier",200,NA,NA
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"gnn_on_full","ord","brier",200,NA,NA
"types_mixed",100,0.7,0,"BM","mcar",0.3,"gnn_on_full","ord","brier",200,NA,NA
"types_mixed",300,0.7,0,"BM","mcar",0.3,"gnn_on_full","ord","brier",200,NA,NA
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"gnn_on_full","ord","brier",200,NA,NA
"types_mixed",100,1,0,"BM","mcar",0.3,"gnn_on_full","ord","brier",185,NA,NA
"types_mixed",300,1,0,"BM","mcar",0.3,"gnn_on_full","ord","brier",186,NA,NA
"types_mixed",1000,1,0,"BM","mcar",0.3,"gnn_on_full","ord","brier",191,NA,NA
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"gnn_on_full","ord","brier",200,NA,NA
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"gnn_on_full","ord","brier",200,NA,NA
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"gnn_on_full","ord","brier",200,NA,NA
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"gnn_on_full","ord","brier",200,NA,NA
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"gnn_on_full","ord","brier",200,NA,NA
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"gnn_on_full","ord","brier",200,NA,NA
"types_mixed",100,1,0.5,"BM","mcar",0.3,"gnn_on_full","ord","brier",183,NA,NA
"types_mixed",300,1,0.5,"BM","mcar",0.3,"gnn_on_full","ord","brier",185,NA,NA
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"gnn_on_full","ord","brier",193,NA,NA
"types_mixed",100,0.3,0,"BM","mcar",0.3,"bace","c1","interval_score",100,7.99446144486928,0.334939491108718
"types_mixed",300,0.3,0,"BM","mcar",0.3,"bace","c1","interval_score",100,8.26703627008492,0.246067181935034
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"bace","c1","interval_score",100,7.36358473621962,0.133007183006192
"types_mixed",100,0.7,0,"BM","mcar",0.3,"bace","c1","interval_score",100,6.38134768049642,0.28959238012374
"types_mixed",300,0.7,0,"BM","mcar",0.3,"bace","c1","interval_score",100,5.98412114967719,0.205620980701721
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"bace","c1","interval_score",100,5.40552393438515,0.121804734599637
"types_mixed",100,1,0,"BM","mcar",0.3,"bace","c1","interval_score",100,1.45483255270625,0.147624798227147
"types_mixed",300,1,0,"BM","mcar",0.3,"bace","c1","interval_score",100,0.684315195867928,0.0435399436919734
"types_mixed",1000,1,0,"BM","mcar",0.3,"bace","c1","interval_score",93,0.37359435283865,0.0219092431967994
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"bace","c1","interval_score",100,6.74595859869002,0.29322049537546
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"bace","c1","interval_score",100,5.31115612427929,0.114827869215382
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"bace","c1","interval_score",97,4.59088017676066,0.0660068900391193
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"bace","c1","interval_score",97,5.59761432289654,0.31734575777432
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"bace","c1","interval_score",99,4.38701956631555,0.109365447590942
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"bace","c1","interval_score",90,3.73835033309975,0.0797506375652747
"types_mixed",100,1,0.5,"BM","mcar",0.3,"bace","c1","interval_score",100,1.30867574221028,0.110028363043723
"types_mixed",300,1,0.5,"BM","mcar",0.3,"bace","c1","interval_score",100,0.72367502261834,0.0536463020589244
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"bace","c1","interval_score",100,0.396819175716722,0.0220999143058069
"types_mixed",100,0.3,0,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",300,0.3,0,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",100,0.7,0,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",300,0.7,0,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",100,1,0,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",300,1,0,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",1000,1,0,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",100,1,0.5,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",300,1,0.5,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"floor","c1","interval_score",200,NA,NA
"types_mixed",100,0.3,0,"BM","mcar",0.3,"freq","c1","interval_score",200,11.2384044718009,0.270019798328157
"types_mixed",300,0.3,0,"BM","mcar",0.3,"freq","c1","interval_score",200,11.2565169141678,0.768483461111571
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"freq","c1","interval_score",200,10.7550881797834,0.178572073490638
"types_mixed",100,0.7,0,"BM","mcar",0.3,"freq","c1","interval_score",200,8.99330980584232,0.282450528149011
"types_mixed",300,0.7,0,"BM","mcar",0.3,"freq","c1","interval_score",200,8.89968727073501,0.554120368139914
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"freq","c1","interval_score",200,8.50042266063385,0.178145557381121
"types_mixed",100,1,0,"BM","mcar",0.3,"freq","c1","interval_score",200,0.94719183799533,0.0514242794455122
"types_mixed",300,1,0,"BM","mcar",0.3,"freq","c1","interval_score",200,0.540811411819491,0.0161213202314388
"types_mixed",1000,1,0,"BM","mcar",0.3,"freq","c1","interval_score",200,0.305117923066239,0.00790230323320309
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"freq","c1","interval_score",200,10.1579233507717,0.232663158363239
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"freq","c1","interval_score",200,9.9966982462905,0.370724310286532
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"freq","c1","interval_score",200,9.69305964024347,0.14377968556091
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"freq","c1","interval_score",200,7.91091715733251,0.205330362032321
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"freq","c1","interval_score",200,7.92105496803873,0.280545684697887
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"freq","c1","interval_score",200,7.70317355687207,0.148823456238963
"types_mixed",100,1,0.5,"BM","mcar",0.3,"freq","c1","interval_score",200,0.898607607184525,0.0362293489044388
"types_mixed",300,1,0.5,"BM","mcar",0.3,"freq","c1","interval_score",200,0.519316737039578,0.015661409967325
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"freq","c1","interval_score",200,0.287921522428698,0.00746358047398083
"types_mixed",100,0.3,0,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,4.30946791836893,0.0775566219782827
"types_mixed",300,0.3,0,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,4.12025375664825,0.0377443341371903
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,4.01551506965254,0.0272121164495441
"types_mixed",100,0.7,0,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,3.5323078988581,0.077999529418544
"types_mixed",300,0.7,0,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,3.33448610974533,0.0465873985981446
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,3.21633957246155,0.0424527857153793
"types_mixed",100,1,0,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,0.988152764839255,0.0557040039204699
"types_mixed",300,1,0,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,0.561959220669926,0.0170847579857191
"types_mixed",1000,1,0,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,0.320855495777875,0.0083855712875139
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,3.91073290796243,0.0681477572016127
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,3.80334522425968,0.0399150841327881
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,3.65256510261106,0.0256863056882693
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,3.26291961812754,0.07014086022309
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,3.11206482612589,0.0456197359856484
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,2.94674313734017,0.0390666144863725
"types_mixed",100,1,0.5,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,0.934671989331048,0.0399072662004604
"types_mixed",300,1,0.5,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,0.542527496148267,0.0168756977983838
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"freq_lambda","c1","interval_score",200,0.302539162110718,0.00799717690669004
"types_mixed",100,0.3,0,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,5.95363764099608,0.168747658084919
"types_mixed",300,0.3,0,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,5.12901331997911,0.0573656168927569
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,4.70637627158786,0.0242647251517229
"types_mixed",100,0.7,0,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,5.37520275621909,0.187754388501895
"types_mixed",300,0.7,0,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,4.4263400794877,0.0700646187018261
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,3.97892781864399,0.0429381413948023
"types_mixed",100,1,0,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,2.23022610573608,0.152361352924718
"types_mixed",300,1,0,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,1.23860923778861,0.0570092933057571
"types_mixed",1000,1,0,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,0.568283573790581,0.0159562765689037
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,5.95363764099608,0.168747658084919
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,5.12901331997911,0.0573656168927569
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,4.70637627158786,0.0242647251517229
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,5.37520275621909,0.187754388501895
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,4.4263400794877,0.0700646187018261
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,3.97892781864399,0.0429381413948023
"types_mixed",100,1,0.5,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,2.23022610573608,0.152361352924718
"types_mixed",300,1,0.5,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,1.23860923778861,0.0570092933057571
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"gnn_off","c1","interval_score",200,0.568283573790581,0.0159562765689037
"types_mixed",100,0.3,0,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,5.91691435558801,0.18658952104944
"types_mixed",300,0.3,0,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,5.08036952442887,0.0518893794886151
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,4.60958324491477,0.0248947713416207
"types_mixed",100,0.7,0,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,6.24786156552443,0.283209053870054
"types_mixed",300,0.7,0,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,5.82039843572919,1.20552361160643
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,4.06138751819899,0.0393141913777809
"types_mixed",100,1,0,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,2.11055245404675,0.130617348900756
"types_mixed",300,1,0,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,1.19648541925844,0.0557107535566349
"types_mixed",1000,1,0,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,0.532943349752358,0.0145098607938652
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,6.08420529222943,0.222612459830506
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,5.15378886078763,0.162469968483715
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,4.44606635194682,0.0302001488588786
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,5.86620408174895,0.230964325558916
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,4.61408923472924,0.234987286793672
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,3.78686200195907,0.0407072020499932
"types_mixed",100,1,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,1.98057730269277,0.129642338745176
"types_mixed",300,1,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,1.10280439605271,0.0492472354392287
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"gnn_off_rphylopars","c1","interval_score",200,0.501991251305604,0.0143276232441853
"types_mixed",100,0.3,0,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,5.88829633054774,0.168688399059356
"types_mixed",300,0.3,0,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,5.11248630103859,0.0565398234496311
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,4.72014358765618,0.0260662121925351
"types_mixed",100,0.7,0,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,5.38464812005342,0.191092518690539
"types_mixed",300,0.7,0,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,4.42370411317516,0.0714960335724456
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,3.98635026658698,0.0458773212355615
"types_mixed",100,1,0,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,2.34418331573538,0.157573288998322
"types_mixed",300,1,0,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,1.29491789563542,0.0605199100545226
"types_mixed",1000,1,0,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,0.637169746044279,0.0185770193183313
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,5.84214054220108,0.175804803180878
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,5.07933264385699,0.0572362212994873
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,4.70547556554307,0.0260498953229387
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,5.26997751192967,0.193451491228577
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,4.35401229651562,0.0721999640051409
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,3.97425238351453,0.0458137546099351
"types_mixed",100,1,0.5,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,2.43036893035079,0.171189513358202
"types_mixed",300,1,0.5,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,1.2644593433359,0.0519512235580582
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"gnn_on","c1","interval_score",200,0.637216188398937,0.0183826308888678
"types_mixed",100,0.3,0,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",200,5.94963917168741,0.169741162783845
"types_mixed",300,0.3,0,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",200,5.11805335291198,0.056733122447473
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",200,4.72790160942872,0.0255687656165358
"types_mixed",100,0.7,0,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",200,5.38174613655708,0.186005625812952
"types_mixed",300,0.7,0,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",200,4.43621970875299,0.072018456145899
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",200,4.01071161621643,0.0450934481979787
"types_mixed",100,1,0,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",185,2.23055578337198,0.154479703190537
"types_mixed",300,1,0,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",186,1.22437712114457,0.0593429145571515
"types_mixed",1000,1,0,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",191,0.573128925778529,0.0164947986611073
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",200,5.8678751094512,0.176954024584825
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",200,5.08264352033415,0.0579426685192116
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",200,4.71240975836518,0.0254340224890332
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",200,5.26373103674622,0.189134751089913
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",200,4.37029746189476,0.0736159547242664
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",200,4.00255610447997,0.0449059865385988
"types_mixed",100,1,0.5,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",183,2.30730858478902,0.165192283568369
"types_mixed",300,1,0.5,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",185,1.19447006049756,0.0503431894118039
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"gnn_on_full","c1","interval_score",193,0.571264048653729,0.0162094757062298
"types_mixed",100,0.3,0,"BM","mcar",0.3,"bace","c2","interval_score",100,7.62414831171457,0.3352693319958
"types_mixed",300,0.3,0,"BM","mcar",0.3,"bace","c2","interval_score",100,6.45817087425665,0.17549723703633
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"bace","c2","interval_score",100,6.1784792143737,0.0947743975501341
"types_mixed",100,0.7,0,"BM","mcar",0.3,"bace","c2","interval_score",100,5.65579812094066,0.262268441819256
"types_mixed",300,0.7,0,"BM","mcar",0.3,"bace","c2","interval_score",100,5.01286938517866,0.137274041892582
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"bace","c2","interval_score",100,4.55725354855692,0.112374642793873
"types_mixed",100,1,0,"BM","mcar",0.3,"bace","c2","interval_score",100,1.58428736341334,0.185435819251013
"types_mixed",300,1,0,"BM","mcar",0.3,"bace","c2","interval_score",100,0.809358163187763,0.106446497845359
"types_mixed",1000,1,0,"BM","mcar",0.3,"bace","c2","interval_score",93,0.367385947232862,0.0213170068529126
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"bace","c2","interval_score",100,6.27256344762626,0.229723583648747
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"bace","c2","interval_score",100,5.0702982969857,0.110716818246581
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"bace","c2","interval_score",97,4.55542860181394,0.056427073199698
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"bace","c2","interval_score",97,4.85319809381579,0.210984769420521
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"bace","c2","interval_score",99,4.01644933341435,0.109656307866461
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"bace","c2","interval_score",90,3.53990046418302,0.0792560433595406
"types_mixed",100,1,0.5,"BM","mcar",0.3,"bace","c2","interval_score",100,1.43935237151748,0.12762591915109
"types_mixed",300,1,0.5,"BM","mcar",0.3,"bace","c2","interval_score",100,0.765218818127277,0.0630982622654157
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"bace","c2","interval_score",100,0.350751048800051,0.0203343118357806
"types_mixed",100,0.3,0,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",300,0.3,0,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",100,0.7,0,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",300,0.7,0,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",100,1,0,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",300,1,0,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",1000,1,0,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",1000,0.3,0.5,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",100,0.7,0.5,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",300,0.7,0.5,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",1000,0.7,0.5,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",100,1,0.5,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",300,1,0.5,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",1000,1,0.5,"BM","mcar",0.3,"floor","c2","interval_score",200,NA,NA
"types_mixed",100,0.3,0,"BM","mcar",0.3,"freq","c2","interval_score",200,11.0635392111448,0.259460975110388
"types_mixed",300,0.3,0,"BM","mcar",0.3,"freq","c2","interval_score",200,10.4982936754905,0.190637955052937
"types_mixed",1000,0.3,0,"BM","mcar",0.3,"freq","c2","interval_score",200,10.2361803156654,0.132864340550758
"types_mixed",100,0.7,0,"BM","mcar",0.3,"freq","c2","interval_score",200,8.49986796415666,0.228236125689862
"types_mixed",300,0.7,0,"BM","mcar",0.3,"freq","c2","interval_score",200,8.28254021770892,0.193453099510194
"types_mixed",1000,0.7,0,"BM","mcar",0.3,"freq","c2","interval_score",200,7.88464867982375,0.13785884345776
"types_mixed",100,1,0,"BM","mcar",0.3,"freq","c2","interval_score",200,0.981268373331135,0.0404964517343417
"types_mixed",300,1,0,"BM","mcar",0.3,"freq","c2","interval_score",200,0.579007250956878,0.023366180899586
"types_mixed",1000,1,0,"BM","mcar",0.3,"freq","c2","interval_score",200,0.298704486763922,0.00854171006624086
"types_mixed",100,0.3,0.5,"BM","mcar",0.3,"freq","c2","interval_score",200,9.96246180156347,0.226868817179543
"types_mixed",300,0.3,0.5,"BM","mcar",0.3,"freq","c2","interval_score",200,9.39827736296641,0.165604716338071
