"dgp","n","arm","n_seeds","zrmse","zrmse_mcse","acc","acc_mcse","coverage"
"ou_mixed",300,"floor",20,1.00146043533063,0.00746143037045296,0.3825,0.00413535996973326,NA
"ou_mixed",1000,"cont_only_pure",20,0.132134922104746,0.00578566439286186,NA,NA,0.967708333333333
"ou_mixed",1000,"fisher_pure",20,0.132134922104746,0.00578566439286186,0.959083333333333,0.00313785368221562,0.966583333333333
"ou_mixed",1000,"inhouse_pure",20,0.132134922104746,0.00578566439286186,0.959083333333333,0.00313785368221562,0.966583333333333
"ou_mixed",1000,"raw_rphylo_nopheno",20,0.132432772300925,0.00571950480318281,NA,NA,NA
"ou_mixed",1000,"raw_rphylopars",20,0.132432772300925,0.00571950480318281,NA,NA,NA
"ou_mixed",1000,"rphylo_pure",20,0.132678269818506,0.00567029327424501,0.959666666666667,0.0030555289738344,0.967833333333333
"ou_mixed",1000,"fisher_def",20,0.132734406539747,0.00583692746253558,0.959083333333333,0.00313785368221562,0.965958333333333
"ou_mixed",1000,"inhouse_def",20,0.132734406539747,0.00583692746253558,0.959083333333333,0.00313785368221562,0.965958333333333
"ou_mixed",1000,"rphylo_def",20,0.133492245150587,0.0057390622633741,0.959666666666667,0.0030555289738344,0.96725
"ou_mixed",1000,"bayes_pure",20,0.143101271374248,0.00532438429253876,0.959083333333333,0.00313785368221562,0.968208333333333
"ou_mixed",1000,"floor",20,0.994326623525096,0.00536343731982462,0.393916666666667,0.00248467525264593,NA
