"job_id","cell_id","rep","family","n_species","phylo_lambda","miss_frac","seed","lambda_mode","fit_ok","fit_sec","blend_loss","baseline_loss","paired_delta","r_cal_gnn_mean","r_cal_bm_mean","r_cal_mean_mean","floor_fired","error"
129,48,2,"F1",300,1,0.3,14802,"fixed_1",TRUE,84.755,0.520352914297483,0.520987762339511,-0.000634848042028069,0.05,0.923684210526316,0.0263157894736842,FALSE,NA
130,49,2,"F2",300,1,0.3,14902,"fixed_1",TRUE,76.976,0.63118205048952,0.665892191205094,-0.0347101407155742,0.236842105263158,0.75,0.0131578947368421,FALSE,NA
131,50,2,"F3",300,1,0.3,15002,"fixed_1",TRUE,87.406,0.446798009631757,0.439674111908076,0.00712389772368166,0,0.972222222222222,0.0277777777777778,FALSE,NA
132,51,2,"F1",1000,1,0.3,15102,"fixed_1",TRUE,390.824,0.459690159666079,0.459690161818144,-2.152064970673e-09,0,1,0,FALSE,NA
133,52,2,"F2",1000,1,0.3,15202,"fixed_1",TRUE,390.207,0.583919650068761,0.604548313117133,-0.0206286630483714,0.4125,0.5875,0,FALSE,NA
134,53,2,"F3",1000,1,0.3,15302,"fixed_1",TRUE,355.663,0.473298843916969,0.477916476666852,-0.00461763274988303,0.254385964912281,0.745614035087719,0,FALSE,NA
135,54,2,"F1",100,0.2,0.5,15402,"fixed_1",TRUE,71.853,0.905477041578716,0.90452764495283,0.000949396625885446,0,0.25,0.75,TRUE,NA
136,55,2,"F2",100,0.2,0.5,15502,"fixed_1",TRUE,65.648,1.06751528839293,1.04593045137338,0.0215848370195513,0.25,0,0.75,TRUE,NA
137,56,2,"F3",100,0.2,0.5,15602,"fixed_1",TRUE,66.054,0.473335070468325,0.525844790861097,-0.0525097203927719,0,0.166666666666667,0.833333333333333,TRUE,NA
138,57,2,"F1",300,0.2,0.5,15702,"fixed_1",TRUE,81.268,0.935670775541324,0.961204586955661,-0.0255338114143373,0.495192307692308,0.504807692307692,0,FALSE,NA
139,58,2,"F2",300,0.2,0.5,15802,"fixed_1",TRUE,80.846,0.884607620705917,0.940868220941011,-0.0562606002350943,0.75,0,0.25,TRUE,NA
140,59,2,"F3",300,0.2,0.5,15902,"fixed_1",TRUE,88.413,0.706256249948173,0.770673420807288,-0.0644171708591154,0.166666666666667,0.333333333333333,0.5,TRUE,NA
141,60,2,"F1",1000,0.2,0.5,16002,"fixed_1",TRUE,280.43,0.994578175101738,1.00402349135534,-0.00944531625360234,0.5,0,0.5,TRUE,NA
142,61,2,"F2",1000,0.2,0.5,16102,"fixed_1",TRUE,274.25,1.05535950970152,1.08752178181146,-0.0321622721099428,0.5,0.5,0,FALSE,NA
143,62,2,"F3",1000,0.2,0.5,16202,"fixed_1",TRUE,267.195,0.755639325444789,0.777204656328578,-0.0215653308837895,0.237962962962963,0.308333333333333,0.453703703703704,TRUE,NA
144,63,2,"F1",100,0.5,0.5,16302,"fixed_1",TRUE,65.728,0.849119306903761,0.770164607470515,0.0789546994332462,0.25,0.25,0.5,TRUE,NA
145,64,2,"F2",100,0.5,0.5,16402,"fixed_1",TRUE,65.601,0.981686843285656,1.04194719163458,-0.0602603483489198,0.5,0,0.5,TRUE,NA
146,65,2,"F3",100,0.5,0.5,16502,"fixed_1",TRUE,70.637,0.637380597932373,0.578220393566538,0.0591602043658357,0,0.833333333333333,0.166666666666667,TRUE,NA
147,66,2,"F1",300,0.5,0.5,16602,"fixed_1",TRUE,79.588,0.922605459846374,0.873205865036934,0.0493995948094392,0.173076923076923,0.726923076923077,0.1,FALSE,NA
148,67,2,"F2",300,0.5,0.5,16702,"fixed_1",TRUE,82.899,0.803925036641119,0.842935117469932,-0.0390100808288133,0.7125,0.25,0.0375,FALSE,NA
149,68,2,"F3",300,0.5,0.5,16802,"fixed_1",TRUE,79.485,0.630515447417762,0.655344364807509,-0.0248289173897477,0.108333333333333,0.391666666666667,0.5,TRUE,NA
150,69,2,"F1",1000,0.5,0.5,16902,"fixed_1",TRUE,281.603,0.849925501107516,0.847625289820654,0.00230021128686175,0.25,0.725,0.025,FALSE,NA
151,70,2,"F2",1000,0.5,0.5,17002,"fixed_1",TRUE,240.804,0.943057937123495,0.946144458609428,-0.00308652148593291,0,0.953125,0.046875,FALSE,NA
152,71,2,"F3",1000,0.5,0.5,17102,"fixed_1",TRUE,270.163,0.658200981959711,0.640657121434379,0.0175438605253313,0,0.5,0.5,TRUE,NA
