"job_id","cell_id","family","n_species","phylo_lambda","miss_frac","latent_col","r_cal_gnn","r_cal_bm","r_cal_mean","floor_mean_corner"
0,0,"F1",100,0.2,0.1,"trait1",0,1,0,FALSE
0,0,"F1",100,0.2,0.1,"trait2",0,0,1,TRUE
0,0,"F1",100,0.2,0.1,"trait3",0.6,0,0.4,FALSE
0,0,"F1",100,0.2,0.1,"trait4",1,0,0,FALSE
1,1,"F2",100,0.2,0.1,"trait1",0,0,1,TRUE
1,1,"F2",100,0.2,0.1,"trait2",0,1,0,FALSE
1,1,"F2",100,0.2,0.1,"trait3",0,1,0,FALSE
1,1,"F2",100,0.2,0.1,"trait4",1,0,0,FALSE
2,2,"F3",100,0.2,0.1,"cont1",0,0,1,TRUE
2,2,"F3",100,0.2,0.1,"binary_trait",0,0,1,TRUE
2,2,"F3",100,0.2,0.1,"cat_trait=A",0,0,1,TRUE
2,2,"F3",100,0.2,0.1,"cat_trait=B",0,0,1,TRUE
2,2,"F3",100,0.2,0.1,"cat_trait=C",0,0,1,TRUE
2,2,"F3",100,0.2,0.1,"count_trait",0,0,1,TRUE
3,3,"F1",300,0.2,0.1,"trait1",1,0,0,FALSE
3,3,"F1",300,0.2,0.1,"trait2",0,0,1,TRUE
3,3,"F1",300,0.2,0.1,"trait3",0,0,1,TRUE
3,3,"F1",300,0.2,0.1,"trait4",0.9,0.1,0,FALSE
4,4,"F2",300,0.2,0.1,"trait1",0,1,0,FALSE
4,4,"F2",300,0.2,0.1,"trait2",1,0,0,FALSE
4,4,"F2",300,0.2,0.1,"trait3",1,0,0,FALSE
4,4,"F2",300,0.2,0.1,"trait4",1,0,0,FALSE
5,5,"F3",300,0.2,0.1,"cont1",0,1,0,FALSE
5,5,"F3",300,0.2,0.1,"binary_trait",0,1,0,FALSE
5,5,"F3",300,0.2,0.1,"cat_trait=A",0,0,1,TRUE
5,5,"F3",300,0.2,0.1,"cat_trait=B",0,0,1,TRUE
5,5,"F3",300,0.2,0.1,"cat_trait=C",0,0,1,TRUE
5,5,"F3",300,0.2,0.1,"count_trait",0.6,0,0.4,FALSE
6,6,"F1",1000,0.2,0.1,"trait1",0,0,1,TRUE
6,6,"F1",1000,0.2,0.1,"trait2",0,1,0,FALSE
6,6,"F1",1000,0.2,0.1,"trait3",1,0,0,FALSE
6,6,"F1",1000,0.2,0.1,"trait4",0,1,0,FALSE
7,7,"F2",1000,0.2,0.1,"trait1",1,0,0,FALSE
7,7,"F2",1000,0.2,0.1,"trait2",1,0,0,FALSE
7,7,"F2",1000,0.2,0.1,"trait3",0,1,0,FALSE
7,7,"F2",1000,0.2,0.1,"trait4",1,0,0,FALSE
8,8,"F3",1000,0.2,0.1,"cont1",0,0,1,TRUE
8,8,"F3",1000,0.2,0.1,"binary_trait",0,0,1,TRUE
8,8,"F3",1000,0.2,0.1,"cat_trait=A",0,0,1,TRUE
8,8,"F3",1000,0.2,0.1,"cat_trait=B",0,0,1,TRUE
8,8,"F3",1000,0.2,0.1,"cat_trait=C",0,0,1,TRUE
8,8,"F3",1000,0.2,0.1,"count_trait",0,1,0,FALSE
9,9,"F1",100,0.5,0.1,"trait1",0,1,0,FALSE
9,9,"F1",100,0.5,0.1,"trait2",0,1,0,FALSE
9,9,"F1",100,0.5,0.1,"trait3",0,0,1,TRUE
9,9,"F1",100,0.5,0.1,"trait4",0,0.75,0.25,FALSE
10,10,"F2",100,0.5,0.1,"trait1",0,1,0,FALSE
10,10,"F2",100,0.5,0.1,"trait2",1,0,0,FALSE
10,10,"F2",100,0.5,0.1,"trait3",0,1,0,FALSE
10,10,"F2",100,0.5,0.1,"trait4",0,1,0,FALSE
11,11,"F3",100,0.5,0.1,"cont1",1,0,0,FALSE
11,11,"F3",100,0.5,0.1,"binary_trait",0,0,1,TRUE
11,11,"F3",100,0.5,0.1,"cat_trait=A",0,0,1,TRUE
11,11,"F3",100,0.5,0.1,"cat_trait=B",0,0,1,TRUE
11,11,"F3",100,0.5,0.1,"cat_trait=C",0,0,1,TRUE
11,11,"F3",100,0.5,0.1,"count_trait",0,0,1,TRUE
12,12,"F1",300,0.5,0.1,"trait1",0,1,0,FALSE
12,12,"F1",300,0.5,0.1,"trait2",0,1,0,FALSE
12,12,"F1",300,0.5,0.1,"trait3",0,1,0,FALSE
12,12,"F1",300,0.5,0.1,"trait4",0,1,0,FALSE
13,13,"F2",300,0.5,0.1,"trait1",1,0,0,FALSE
13,13,"F2",300,0.5,0.1,"trait2",1,0,0,FALSE
13,13,"F2",300,0.5,0.1,"trait3",0,1,0,FALSE
13,13,"F2",300,0.5,0.1,"trait4",0.733333333333333,0,0.266666666666667,FALSE
14,14,"F3",300,0.5,0.1,"cont1",0,1,0,FALSE
14,14,"F3",300,0.5,0.1,"binary_trait",0,1,0,FALSE
14,14,"F3",300,0.5,0.1,"cat_trait=A",0,0.777777777777778,0.222222222222222,FALSE
14,14,"F3",300,0.5,0.1,"cat_trait=B",0,0.777777777777778,0.222222222222222,FALSE
14,14,"F3",300,0.5,0.1,"cat_trait=C",0,0.777777777777778,0.222222222222222,FALSE
14,14,"F3",300,0.5,0.1,"count_trait",0,1,0,FALSE
15,15,"F1",1000,0.5,0.1,"trait1",0,1,0,FALSE
15,15,"F1",1000,0.5,0.1,"trait2",0,1,0,FALSE
15,15,"F1",1000,0.5,0.1,"trait3",0.6,0.4,0,FALSE
15,15,"F1",1000,0.5,0.1,"trait4",0,1,0,FALSE
16,16,"F2",1000,0.5,0.1,"trait1",0,1,0,FALSE
16,16,"F2",1000,0.5,0.1,"trait2",1,0,0,FALSE
16,16,"F2",1000,0.5,0.1,"trait3",0,1,0,FALSE
16,16,"F2",1000,0.5,0.1,"trait4",1,0,0,FALSE
17,17,"F3",1000,0.5,0.1,"cont1",0,1,0,FALSE
17,17,"F3",1000,0.5,0.1,"binary_trait",0,1,0,FALSE
17,17,"F3",1000,0.5,0.1,"cat_trait=A",0,1,0,FALSE
17,17,"F3",1000,0.5,0.1,"cat_trait=B",0,1,0,FALSE
17,17,"F3",1000,0.5,0.1,"cat_trait=C",0,1,0,FALSE
17,17,"F3",1000,0.5,0.1,"count_trait",0,1,0,FALSE
18,18,"F1",100,1,0.1,"trait1",1,0,0,FALSE
18,18,"F1",100,1,0.1,"trait2",1,0,0,FALSE
18,18,"F1",100,1,0.1,"trait3",0,1,0,FALSE
18,18,"F1",100,1,0.1,"trait4",0.6,0.4,0,FALSE
19,19,"F2",100,1,0.1,"trait1",0,1,0,FALSE
19,19,"F2",100,1,0.1,"trait2",1,0,0,FALSE
19,19,"F2",100,1,0.1,"trait3",0.842105263157895,0,0.157894736842105,FALSE
19,19,"F2",100,1,0.1,"trait4",0.7,0,0.3,FALSE
20,20,"F3",100,1,0.1,"cont1",0.75,0.25,0,FALSE
20,20,"F3",100,1,0.1,"binary_trait",0,1,0,FALSE
20,20,"F3",100,1,0.1,"cat_trait=A",0,1,0,FALSE
20,20,"F3",100,1,0.1,"cat_trait=B",0,1,0,FALSE
20,20,"F3",100,1,0.1,"cat_trait=C",0,1,0,FALSE
20,20,"F3",100,1,0.1,"count_trait",0,1,0,FALSE
21,21,"F1",300,1,0.1,"trait1",0.947368421052632,0.0526315789473684,0,FALSE
21,21,"F1",300,1,0.1,"trait2",0.65,0.35,0,FALSE
21,21,"F1",300,1,0.1,"trait3",0,1,0,FALSE
21,21,"F1",300,1,0.1,"trait4",0,1,0,FALSE
22,22,"F2",300,1,0.1,"trait1",0.842105263157895,0,0.157894736842105,FALSE
22,22,"F2",300,1,0.1,"trait2",0,1,0,FALSE
22,22,"F2",300,1,0.1,"trait3",0,1,0,FALSE
22,22,"F2",300,1,0.1,"trait4",0.7,0.3,0,FALSE
23,23,"F3",300,1,0.1,"cont1",0,1,0,FALSE
23,23,"F3",300,1,0.1,"binary_trait",0,1,0,FALSE
23,23,"F3",300,1,0.1,"cat_trait=A",0,0,1,TRUE
23,23,"F3",300,1,0.1,"cat_trait=B",0,0,1,TRUE
23,23,"F3",300,1,0.1,"cat_trait=C",0,0,1,TRUE
23,23,"F3",300,1,0.1,"count_trait",0,1,0,FALSE
24,24,"F1",1000,1,0.1,"trait1",0,1,0,FALSE
24,24,"F1",1000,1,0.1,"trait2",0.25,0.75,0,FALSE
24,24,"F1",1000,1,0.1,"trait3",0,1,0,FALSE
24,24,"F1",1000,1,0.1,"trait4",0,1,0,FALSE
25,25,"F2",1000,1,0.1,"trait1",0,1,0,FALSE
25,25,"F2",1000,1,0.1,"trait2",0,1,0,FALSE
25,25,"F2",1000,1,0.1,"trait3",0.15,0.75,0.1,FALSE
25,25,"F2",1000,1,0.1,"trait4",0.95,0.05,0,FALSE
26,26,"F3",1000,1,0.1,"cont1",0.6,0.4,0,FALSE
26,26,"F3",1000,1,0.1,"binary_trait",0,1,0,FALSE
26,26,"F3",1000,1,0.1,"cat_trait=A",0,1,0,FALSE
26,26,"F3",1000,1,0.1,"cat_trait=B",0,1,0,FALSE
26,26,"F3",1000,1,0.1,"cat_trait=C",0,1,0,FALSE
26,26,"F3",1000,1,0.1,"count_trait",0,0.95,0.05,FALSE
27,27,"F1",100,0.2,0.3,"trait1",0,0,1,TRUE
27,27,"F1",100,0.2,0.3,"trait2",0,0,1,TRUE
27,27,"F1",100,0.2,0.3,"trait3",0,0,1,TRUE
27,27,"F1",100,0.2,0.3,"trait4",0,0,1,TRUE
28,28,"F2",100,0.2,0.3,"trait1",0.425,0.575,0,FALSE
28,28,"F2",100,0.2,0.3,"trait2",1,0,0,FALSE
28,28,"F2",100,0.2,0.3,"trait3",0,0,1,TRUE
28,28,"F2",100,0.2,0.3,"trait4",0,1,0,FALSE
29,29,"F3",100,0.2,0.3,"cont1",1,0,0,FALSE
29,29,"F3",100,0.2,0.3,"binary_trait",0,0,1,TRUE
29,29,"F3",100,0.2,0.3,"cat_trait=A",0,0,1,TRUE
29,29,"F3",100,0.2,0.3,"cat_trait=B",0,0,1,TRUE
29,29,"F3",100,0.2,0.3,"cat_trait=C",0,0,1,TRUE
29,29,"F3",100,0.2,0.3,"count_trait",0,0,1,TRUE
30,30,"F1",300,0.2,0.3,"trait1",0,1,0,FALSE
30,30,"F1",300,0.2,0.3,"trait2",0.95,0.05,0,FALSE
30,30,"F1",300,0.2,0.3,"trait3",0,1,0,FALSE
30,30,"F1",300,0.2,0.3,"trait4",0,0,1,TRUE
31,31,"F2",300,0.2,0.3,"trait1",0,1,0,FALSE
31,31,"F2",300,0.2,0.3,"trait2",1,0,0,FALSE
31,31,"F2",300,0.2,0.3,"trait3",0,0,1,TRUE
31,31,"F2",300,0.2,0.3,"trait4",0,0,1,TRUE
32,32,"F3",300,0.2,0.3,"cont1",0,1,0,FALSE
32,32,"F3",300,0.2,0.3,"binary_trait",0,1,0,FALSE
32,32,"F3",300,0.2,0.3,"cat_trait=A",0,0,1,TRUE
32,32,"F3",300,0.2,0.3,"cat_trait=B",0,0,1,TRUE
32,32,"F3",300,0.2,0.3,"cat_trait=C",0,0,1,TRUE
32,32,"F3",300,0.2,0.3,"count_trait",0,0,1,TRUE
33,33,"F1",1000,0.2,0.3,"trait1",0,1,0,FALSE
33,33,"F1",1000,0.2,0.3,"trait2",0,1,0,FALSE
33,33,"F1",1000,0.2,0.3,"trait3",0,1,0,FALSE
33,33,"F1",1000,0.2,0.3,"trait4",0,1,0,FALSE
34,34,"F2",1000,0.2,0.3,"trait1",0.631578947368421,0.368421052631579,0,FALSE
34,34,"F2",1000,0.2,0.3,"trait2",1,0,0,FALSE
34,34,"F2",1000,0.2,0.3,"trait3",0,1,0,FALSE
34,34,"F2",1000,0.2,0.3,"trait4",1,0,0,FALSE
35,35,"F3",1000,0.2,0.3,"cont1",0,1,0,FALSE
35,35,"F3",1000,0.2,0.3,"binary_trait",0,1,0,FALSE
35,35,"F3",1000,0.2,0.3,"cat_trait=A",0,1,0,FALSE
35,35,"F3",1000,0.2,0.3,"cat_trait=B",0,1,0,FALSE
35,35,"F3",1000,0.2,0.3,"cat_trait=C",0,1,0,FALSE
35,35,"F3",1000,0.2,0.3,"count_trait",0.4,0.6,0,FALSE
36,36,"F1",100,0.5,0.3,"trait1",1,0,0,FALSE
36,36,"F1",100,0.5,0.3,"trait2",0,1,0,FALSE
36,36,"F1",100,0.5,0.3,"trait3",0,0.75,0.25,FALSE
36,36,"F1",100,0.5,0.3,"trait4",1,0,0,FALSE
37,37,"F2",100,0.5,0.3,"trait1",0,0.214285714285714,0.785714285714286,FALSE
37,37,"F2",100,0.5,0.3,"trait2",0,0,1,TRUE
37,37,"F2",100,0.5,0.3,"trait3",0,0,1,TRUE
37,37,"F2",100,0.5,0.3,"trait4",0,0,1,TRUE
38,38,"F3",100,0.5,0.3,"cont1",0,0,1,TRUE
38,38,"F3",100,0.5,0.3,"binary_trait",0,0,1,TRUE
38,38,"F3",100,0.5,0.3,"cat_trait=A",0,0,1,TRUE
38,38,"F3",100,0.5,0.3,"cat_trait=B",0,0,1,TRUE
38,38,"F3",100,0.5,0.3,"cat_trait=C",0,0,1,TRUE
38,38,"F3",100,0.5,0.3,"count_trait",0,1,0,FALSE
39,39,"F1",300,0.5,0.3,"trait1",0,1,0,FALSE
39,39,"F1",300,0.5,0.3,"trait2",0,1,0,FALSE
39,39,"F1",300,0.5,0.3,"trait3",0,1,0,FALSE
39,39,"F1",300,0.5,0.3,"trait4",0,1,0,FALSE
40,40,"F2",300,0.5,0.3,"trait1",0,0,1,TRUE
40,40,"F2",300,0.5,0.3,"trait2",0,1,0,FALSE
40,40,"F2",300,0.5,0.3,"trait3",0,1,0,FALSE
40,40,"F2",300,0.5,0.3,"trait4",0.6,0.4,0,FALSE
41,41,"F3",300,0.5,0.3,"cont1",0,1,0,FALSE
41,41,"F3",300,0.5,0.3,"binary_trait",0,1,0,FALSE
41,41,"F3",300,0.5,0.3,"cat_trait=A",0,0,1,TRUE
41,41,"F3",300,0.5,0.3,"cat_trait=B",0,0,1,TRUE
41,41,"F3",300,0.5,0.3,"cat_trait=C",0,0,1,TRUE
41,41,"F3",300,0.5,0.3,"count_trait",1,0,0,FALSE
42,42,"F1",1000,0.5,0.3,"trait1",0,1,0,FALSE
42,42,"F1",1000,0.5,0.3,"trait2",0,1,0,FALSE
42,42,"F1",1000,0.5,0.3,"trait3",0,1,0,FALSE
42,42,"F1",1000,0.5,0.3,"trait4",0,1,0,FALSE
43,43,"F2",1000,0.5,0.3,"trait1",0,1,0,FALSE
43,43,"F2",1000,0.5,0.3,"trait2",0,1,0,FALSE
43,43,"F2",1000,0.5,0.3,"trait3",0,0.75,0.25,FALSE
43,43,"F2",1000,0.5,0.3,"trait4",0.8,0.2,0,FALSE
44,44,"F3",1000,0.5,0.3,"cont1",0,1,0,FALSE
44,44,"F3",1000,0.5,0.3,"binary_trait",0,0,1,TRUE
44,44,"F3",1000,0.5,0.3,"cat_trait=A",0,1,0,FALSE
44,44,"F3",1000,0.5,0.3,"cat_trait=B",0,1,0,FALSE
44,44,"F3",1000,0.5,0.3,"cat_trait=C",0,1,0,FALSE
44,44,"F3",1000,0.5,0.3,"count_trait",1,0,0,FALSE
45,45,"F1",100,1,0.3,"trait1",0,1,0,FALSE
45,45,"F1",100,1,0.3,"trait2",0,1,0,FALSE
45,45,"F1",100,1,0.3,"trait3",0,1,0,FALSE
45,45,"F1",100,1,0.3,"trait4",0,1,0,FALSE
46,46,"F2",100,1,0.3,"trait1",0,1,0,FALSE
46,46,"F2",100,1,0.3,"trait2",0,0,1,TRUE
46,46,"F2",100,1,0.3,"trait3",0,0,1,TRUE
46,46,"F2",100,1,0.3,"trait4",0,0.5,0.5,FALSE
47,47,"F3",100,1,0.3,"cont1",0.15,0.5,0.35,FALSE
47,47,"F3",100,1,0.3,"binary_trait",0,1,0,FALSE
47,47,"F3",100,1,0.3,"cat_trait=A",0,0,1,TRUE
47,47,"F3",100,1,0.3,"cat_trait=B",0,0,1,TRUE
47,47,"F3",100,1,0.3,"cat_trait=C",0,0,1,TRUE
47,47,"F3",100,1,0.3,"count_trait",0,0.95,0.05,FALSE
48,48,"F1",300,1,0.3,"trait1",0,1,0,FALSE
48,48,"F1",300,1,0.3,"trait2",0,1,0,FALSE
48,48,"F1",300,1,0.3,"trait3",0.75,0.25,0,FALSE
48,48,"F1",300,1,0.3,"trait4",0,1,0,FALSE
49,49,"F2",300,1,0.3,"trait1",0,1,0,FALSE
49,49,"F2",300,1,0.3,"trait2",0.65,0.3,0.05,FALSE
49,49,"F2",300,1,0.3,"trait3",0,1,0,FALSE
49,49,"F2",300,1,0.3,"trait4",0.85,0,0.15,FALSE
50,50,"F3",300,1,0.3,"cont1",0,0.95,0.05,FALSE
50,50,"F3",300,1,0.3,"binary_trait",0,1,0,FALSE
50,50,"F3",300,1,0.3,"cat_trait=A",0,0,1,TRUE
50,50,"F3",300,1,0.3,"cat_trait=B",0,0,1,TRUE
50,50,"F3",300,1,0.3,"cat_trait=C",0,0,1,TRUE
50,50,"F3",300,1,0.3,"count_trait",0,0.368421052631579,0.631578947368421,FALSE
51,51,"F1",1000,1,0.3,"trait1",0,1,0,FALSE
51,51,"F1",1000,1,0.3,"trait2",0,1,0,FALSE
51,51,"F1",1000,1,0.3,"trait3",0,1,0,FALSE
51,51,"F1",1000,1,0.3,"trait4",0,1,0,FALSE
52,52,"F2",1000,1,0.3,"trait1",0,1,0,FALSE
52,52,"F2",1000,1,0.3,"trait2",0.9,0.1,0,FALSE
52,52,"F2",1000,1,0.3,"trait3",0,0.9,0.1,FALSE
52,52,"F2",1000,1,0.3,"trait4",0,1,0,FALSE
53,53,"F3",1000,1,0.3,"cont1",0,1,0,FALSE
53,53,"F3",1000,1,0.3,"binary_trait",0,1,0,FALSE
53,53,"F3",1000,1,0.3,"cat_trait=A",0,1,0,FALSE
53,53,"F3",1000,1,0.3,"cat_trait=B",0,1,0,FALSE
53,53,"F3",1000,1,0.3,"cat_trait=C",0,1,0,FALSE
53,53,"F3",1000,1,0.3,"count_trait",0,1,0,FALSE
54,54,"F1",100,0.2,0.5,"trait1",0,0,1,TRUE
54,54,"F1",100,0.2,0.5,"trait2",0,0,1,TRUE
54,54,"F1",100,0.2,0.5,"trait3",0,0,1,TRUE
54,54,"F1",100,0.2,0.5,"trait4",0,0,1,TRUE
55,55,"F2",100,0.2,0.5,"trait1",0,0,1,TRUE
55,55,"F2",100,0.2,0.5,"trait2",0,1,0,FALSE
55,55,"F2",100,0.2,0.5,"trait3",0,0,1,TRUE
55,55,"F2",100,0.2,0.5,"trait4",0,0,1,TRUE
56,56,"F3",100,0.2,0.5,"cont1",0,0,1,TRUE
56,56,"F3",100,0.2,0.5,"binary_trait",0,0,1,TRUE
56,56,"F3",100,0.2,0.5,"cat_trait=A",0,0,1,TRUE
56,56,"F3",100,0.2,0.5,"cat_trait=B",0,0,1,TRUE
56,56,"F3",100,0.2,0.5,"cat_trait=C",0,0,1,TRUE
56,56,"F3",100,0.2,0.5,"count_trait",0,0,1,TRUE
57,57,"F1",300,0.2,0.5,"trait1",0,0.75,0.25,FALSE
57,57,"F1",300,0.2,0.5,"trait2",0,0,1,TRUE
57,57,"F1",300,0.2,0.5,"trait3",0,1,0,FALSE
57,57,"F1",300,0.2,0.5,"trait4",0,1,0,FALSE
58,58,"F2",300,0.2,0.5,"trait1",0.764705882352941,0,0.235294117647059,FALSE
58,58,"F2",300,0.2,0.5,"trait2",0,0,1,TRUE
58,58,"F2",300,0.2,0.5,"trait3",0,1,0,FALSE
58,58,"F2",300,0.2,0.5,"trait4",0,0,1,TRUE
59,59,"F3",300,0.2,0.5,"cont1",0,0,1,TRUE
59,59,"F3",300,0.2,0.5,"binary_trait",0,0.85,0.15,FALSE
59,59,"F3",300,0.2,0.5,"cat_trait=A",0,0,1,TRUE
59,59,"F3",300,0.2,0.5,"cat_trait=B",0,0,1,TRUE
59,59,"F3",300,0.2,0.5,"cat_trait=C",0,0,1,TRUE
59,59,"F3",300,0.2,0.5,"count_trait",0,0,1,TRUE
60,60,"F1",1000,0.2,0.5,"trait1",1,0,0,FALSE
60,60,"F1",1000,0.2,0.5,"trait2",0,1,0,FALSE
60,60,"F1",1000,0.2,0.5,"trait3",0,0,1,TRUE
60,60,"F1",1000,0.2,0.5,"trait4",0,0,1,TRUE
61,61,"F2",1000,0.2,0.5,"trait1",1,0,0,FALSE
61,61,"F2",1000,0.2,0.5,"trait2",0,1,0,FALSE
61,61,"F2",1000,0.2,0.5,"trait3",1,0,0,FALSE
61,61,"F2",1000,0.2,0.5,"trait4",1,0,0,FALSE
62,62,"F3",1000,0.2,0.5,"cont1",0.65,0.35,0,FALSE
62,62,"F3",1000,0.2,0.5,"binary_trait",0,1,0,FALSE
62,62,"F3",1000,0.2,0.5,"cat_trait=A",0.263157894736842,0.578947368421053,0.157894736842105,FALSE
62,62,"F3",1000,0.2,0.5,"cat_trait=B",0.263157894736842,0.578947368421053,0.157894736842105,FALSE
62,62,"F3",1000,0.2,0.5,"cat_trait=C",0.263157894736842,0.578947368421053,0.157894736842105,FALSE
62,62,"F3",1000,0.2,0.5,"count_trait",0,1,0,FALSE
63,63,"F1",100,0.5,0.5,"trait1",0,1,0,FALSE
63,63,"F1",100,0.5,0.5,"trait2",0,1,0,FALSE
63,63,"F1",100,0.5,0.5,"trait3",0,1,0,FALSE
63,63,"F1",100,0.5,0.5,"trait4",0,1,0,FALSE
64,64,"F2",100,0.5,0.5,"trait1",1,0,0,FALSE
64,64,"F2",100,0.5,0.5,"trait2",0,0,1,TRUE
64,64,"F2",100,0.5,0.5,"trait3",0,0,1,TRUE
64,64,"F2",100,0.5,0.5,"trait4",1,0,0,FALSE
65,65,"F3",100,0.5,0.5,"cont1",0,0,1,TRUE
65,65,"F3",100,0.5,0.5,"binary_trait",0,0,1,TRUE
65,65,"F3",100,0.5,0.5,"cat_trait=A",0,0,1,TRUE
65,65,"F3",100,0.5,0.5,"cat_trait=B",0,0,1,TRUE
65,65,"F3",100,0.5,0.5,"cat_trait=C",0,0,1,TRUE
65,65,"F3",100,0.5,0.5,"count_trait",0,0,1,TRUE
66,66,"F1",300,0.5,0.5,"trait1",0,1,0,FALSE
66,66,"F1",300,0.5,0.5,"trait2",0,1,0,FALSE
66,66,"F1",300,0.5,0.5,"trait3",0,1,0,FALSE
66,66,"F1",300,0.5,0.5,"trait4",0.666666666666667,0,0.333333333333333,FALSE
67,67,"F2",300,0.5,0.5,"trait1",0,1,0,FALSE
67,67,"F2",300,0.5,0.5,"trait2",0.5,0.5,0,FALSE
67,67,"F2",300,0.5,0.5,"trait3",0,1,0,FALSE
67,67,"F2",300,0.5,0.5,"trait4",1,0,0,FALSE
68,68,"F3",300,0.5,0.5,"cont1",0,1,0,FALSE
68,68,"F3",300,0.5,0.5,"binary_trait",0,1,0,FALSE
68,68,"F3",300,0.5,0.5,"cat_trait=A",0,1,0,FALSE
68,68,"F3",300,0.5,0.5,"cat_trait=B",0,1,0,FALSE
68,68,"F3",300,0.5,0.5,"cat_trait=C",0,1,0,FALSE
68,68,"F3",300,0.5,0.5,"count_trait",0.894736842105263,0,0.105263157894737,FALSE
69,69,"F1",1000,0.5,0.5,"trait1",0.55,0.45,0,FALSE
69,69,"F1",1000,0.5,0.5,"trait2",0,1,0,FALSE
69,69,"F1",1000,0.5,0.5,"trait3",0,1,0,FALSE
69,69,"F1",1000,0.5,0.5,"trait4",0,1,0,FALSE
70,70,"F2",1000,0.5,0.5,"trait1",0,1,0,FALSE
70,70,"F2",1000,0.5,0.5,"trait2",1,0,0,FALSE
70,70,"F2",1000,0.5,0.5,"trait3",0,1,0,FALSE
70,70,"F2",1000,0.5,0.5,"trait4",0,1,0,FALSE
71,71,"F3",1000,0.5,0.5,"cont1",0.5,0.5,0,FALSE
71,71,"F3",1000,0.5,0.5,"binary_trait",0,1,0,FALSE
71,71,"F3",1000,0.5,0.5,"cat_trait=A",0,1,0,FALSE
71,71,"F3",1000,0.5,0.5,"cat_trait=B",0,1,0,FALSE
71,71,"F3",1000,0.5,0.5,"cat_trait=C",0,1,0,FALSE
71,71,"F3",1000,0.5,0.5,"count_trait",0,1,0,FALSE
72,72,"F1",100,1,0.5,"trait1",0,1,0,FALSE
72,72,"F1",100,1,0.5,"trait2",0,0.9,0.1,FALSE
72,72,"F1",100,1,0.5,"trait3",0,1,0,FALSE
72,72,"F1",100,1,0.5,"trait4",0,0.9,0.1,FALSE
73,73,"F2",100,1,0.5,"trait1",0,0.8,0.2,FALSE
73,73,"F2",100,1,0.5,"trait2",0.833333333333333,0,0.166666666666667,FALSE
73,73,"F2",100,1,0.5,"trait3",0,0.75,0.25,FALSE
73,73,"F2",100,1,0.5,"trait4",1,0,0,FALSE
74,74,"F3",100,1,0.5,"cont1",1,0,0,FALSE
74,74,"F3",100,1,0.5,"binary_trait",0,0,1,TRUE
74,74,"F3",100,1,0.5,"cat_trait=A",0,0,1,TRUE
74,74,"F3",100,1,0.5,"cat_trait=B",0,0,1,TRUE
74,74,"F3",100,1,0.5,"cat_trait=C",0,0,1,TRUE
74,74,"F3",100,1,0.5,"count_trait",0,1,0,FALSE
75,75,"F1",300,1,0.5,"trait1",0,1,0,FALSE
75,75,"F1",300,1,0.5,"trait2",0,1,0,FALSE
75,75,"F1",300,1,0.5,"trait3",0,1,0,FALSE
75,75,"F1",300,1,0.5,"trait4",0,1,0,FALSE
76,76,"F2",300,1,0.5,"trait1",0,1,0,FALSE
76,76,"F2",300,1,0.5,"trait2",0,1,0,FALSE
76,76,"F2",300,1,0.5,"trait3",0,0.454545454545455,0.545454545454545,FALSE
76,76,"F2",300,1,0.5,"trait4",0.705882352941177,0,0.294117647058824,FALSE
77,77,"F3",300,1,0.5,"cont1",0.222222222222222,0.666666666666667,0.111111111111111,FALSE
77,77,"F3",300,1,0.5,"binary_trait",0,0,1,TRUE
77,77,"F3",300,1,0.5,"cat_trait=A",0,1,0,FALSE
77,77,"F3",300,1,0.5,"cat_trait=B",0,1,0,FALSE
77,77,"F3",300,1,0.5,"cat_trait=C",0,1,0,FALSE
77,77,"F3",300,1,0.5,"count_trait",0,1,0,FALSE
78,78,"F1",1000,1,0.5,"trait1",0,1,0,FALSE
78,78,"F1",1000,1,0.5,"trait2",0,1,0,FALSE
78,78,"F1",1000,1,0.5,"trait3",0,1,0,FALSE
78,78,"F1",1000,1,0.5,"trait4",0,1,0,FALSE
79,79,"F2",1000,1,0.5,"trait1",0.75,0.15,0.1,FALSE
79,79,"F2",1000,1,0.5,"trait2",0.3,0.65,0.05,FALSE
79,79,"F2",1000,1,0.5,"trait3",0,1,0,FALSE
79,79,"F2",1000,1,0.5,"trait4",0,1,0,FALSE
80,80,"F3",1000,1,0.5,"cont1",0,1,0,FALSE
80,80,"F3",1000,1,0.5,"binary_trait",0,1,0,FALSE
80,80,"F3",1000,1,0.5,"cat_trait=A",0,1,0,FALSE
80,80,"F3",1000,1,0.5,"cat_trait=B",0,1,0,FALSE
80,80,"F3",1000,1,0.5,"cat_trait=C",0,1,0,FALSE
80,80,"F3",1000,1,0.5,"count_trait",0.6,0.4,0,FALSE
81,0,"F1",100,0.2,0.1,"trait1",0,1,0,FALSE
81,0,"F1",100,0.2,0.1,"trait2",0,0,1,TRUE
81,0,"F1",100,0.2,0.1,"trait3",0,1,0,FALSE
81,0,"F1",100,0.2,0.1,"trait4",0,0,1,TRUE
82,1,"F2",100,0.2,0.1,"trait1",0,1,0,FALSE
82,1,"F2",100,0.2,0.1,"trait2",1,0,0,FALSE
82,1,"F2",100,0.2,0.1,"trait3",1,0,0,FALSE
82,1,"F2",100,0.2,0.1,"trait4",0,1,0,FALSE
83,2,"F3",100,0.2,0.1,"cont1",0,1,0,FALSE
83,2,"F3",100,0.2,0.1,"binary_trait",0,0,1,TRUE
